chr_name	ensembl_id	gene_symbol	gene_start	gene_end	gene_strand	te_name	te_start	te_end	te_strand	strand_relation
chr14	ENSPTRG00000006290	SEC23A	38027374	38099272	-	L1MC4	38055409	38055945	-	Sense
chr14	ENSPTRG00000006290	SEC23A	38027374	38099272	-	MER5C	38056899	38057113	+	Antisense
chr14	ENSPTRG00000006290	SEC23A	38027374	38099272	-	Tigger4a	38058091	38058318	-	Sense
chr14	ENSPTRG00000006297	MIA2	38267669	38350502	+	L2a	38318250	38318331	+	Sense
chr14	ENSPTRG00000006297	MIA2	38267669	38350502	+	L1ME4a	38303660	38303848	+	Sense
chr14	ENSPTRG00000006308	MIS18BP1	44098801	44148945	-	L2c	44100090	44100286	+	Antisense
chr14	ENSPTRG00000006408	C14H14orf39	59471923	59523574	-	MIR3	59521542	59521616	+	Antisense
chr2B	ENSPTRG00000006601	COL5A2	193677587	193825683	-	L1ME4b	193750856	193751306	-	Sense
chr2B	ENSPTRG00000006601	COL5A2	193677587	193825683	-	L1M5	193751431	193753359	-	Sense
chr14	ENSPTRG00000006641	TC2N	91323478	91412360	-	L1ME3E	91376858	91377716	+	Antisense
chr14	ENSPTRG00000006641	TC2N	91323478	91412360	-	AluSq2	91376552	91376858	+	Antisense
chr14	ENSPTRG00000006641	TC2N	91323478	91412360	-	MIR3	91324683	91324774	+	Antisense
chr15	ENSPTRG00000007042	MYEF2	45317915	45357468	-	MER94	45322337	45322466	-	Sense
chr15	ENSPTRG00000007072	AP4E1	48134793	48232756	+	AluJb	48141978	48142279	-	Antisense
chr15	ENSPTRG00000007072	AP4E1	48134793	48232756	+	L1ME1	48141847	48141945	+	Sense
chr15	ENSPTRG00000007105	TEX9	53681486	53763002	+	Kanga1c	53709969	53710038	+	Sense
chr15	ENSPTRG00000007105	TEX9	53681486	53763002	+	L1MB8	53710873	53711930	-	Antisense
chr15	ENSPTRG00000007105	TEX9	53681486	53763002	+	L2	53727364	53727408	-	Antisense
chr15	ENSPTRG00000007107	ZNF280D	53947252	54023576	-	MIRb	54003921	54004003	+	Antisense
chr15	ENSPTRG00000007107	ZNF280D	53947252	54023576	-	L1ME4b	54004478	54004727	+	Antisense
chr15	ENSPTRG00000007107	ZNF280D	53947252	54023576	-	MIR	54016708	54016921	+	Antisense
chr15	ENSPTRG00000007135	VPS13C	59249197	59452463	-	Charlie1a	59416916	59418208	-	Sense
chr15	ENSPTRG00000007135	VPS13C	59249197	59452463	-	L2c	59437218	59437315	-	Sense
chr15	ENSPTRG00000007135	VPS13C	59249197	59452463	-	MADE1	59437316	59437387	+	Antisense
chr15	ENSPTRG00000007135	VPS13C	59249197	59452463	-	L1ME1	59340348	59340446	+	Antisense
chr15	ENSPTRG00000007135	VPS13C	59249197	59452463	-	L2c	59437564	59437658	-	Sense
chr15	ENSPTRG00000007308	UBE2Q2	73393207	73453028	+	AluJo	73428799	73429085	+	Sense
chr15	ENSPTRG00000007311	FBXO22	73455832	73487269	+	MLT1B	73468262	73468603	-	Antisense
chr15	ENSPTRG00000007311	FBXO22	73455832	73487269	+	L1ME4a	73468658	73468899	-	Antisense
chr15	ENSPTRG00000007311	FBXO22	73455832	73487269	+	L1MC4	73468915	73469102	-	Antisense
chr15	ENSPTRG00000007316	SCAPER	73908972	74462476	-	L1MC2	74044866	74046796	+	Antisense
chr15	ENSPTRG00000007316	SCAPER	73908972	74462476	-	MER117	74344740	74344839	+	Antisense
chr15	ENSPTRG00000007316	SCAPER	73908972	74462476	-	L1MC5	74044315	74044864	-	Sense
chr15	ENSPTRG00000007316	SCAPER	73908972	74462476	-	Tigger13a	74369171	74369277	-	Sense
chr15	ENSPTRG00000007316	SCAPER	73908972	74462476	-	AluSz	74369277	74369576	+	Antisense
chr15	ENSPTRG00000007316	SCAPER	73908972	74462476	-	MIRc	74344941	74345117	+	Antisense
chr15	ENSPTRG00000007316	SCAPER	73908972	74462476	-	L2a	74345580	74345626	-	Sense
chr15	ENSPTRG00000007478	CHD2	90291377	90420096	+	MER5B	90317972	90318096	-	Antisense
chr15	ENSPTRG00000007496	MEF2A	97077954	97229399	+	MER2B	97112719	97112780	+	Sense
chr15	ENSPTRG00000007496	MEF2A	97077954	97229399	+	L1ME3B	97191435	97192499	+	Sense
chr15	ENSPTRG00000007496	MEF2A	97077954	97229399	+	MLT1L	97192741	97192909	+	Sense
chr15	ENSPTRG00000007496	MEF2A	97077954	97229399	+	MER2	97112827	97112999	+	Sense
chr15	ENSPTRG00000007496	MEF2A	97077954	97229399	+	L2	97157586	97158005	-	Antisense
chr15	ENSPTRG00000007496	MEF2A	97077954	97229399	+	L1ME4c	97192986	97193412	+	Sense
chr16	ENSPTRG00000007782	TNFRSF17	12162566	12165512	+	AluSx	12163284	12163599	+	Sense
chr16	ENSPTRG00000008082	C16H16orf87	45740027	45769727	-	L1MB3	45752847	45754396	+	Antisense
chr16	ENSPTRG00000008082	C16H16orf87	45740027	45769727	-	HAL1ME	45754410	45754609	+	Antisense
chr16	ENSPTRG00000008082	C16H16orf87	45740027	45769727	-	L1ME1	45762171	45762574	+	Antisense
chr16	ENSPTRG00000008082	C16H16orf87	45740027	45769727	-	L2	45762584	45762644	+	Antisense
chr16	ENSPTRG00000008082	C16H16orf87	45740027	45769727	-	MLT1J	45754617	45755033	+	Antisense
chr16	ENSPTRG00000008082	C16H16orf87	45740027	45769727	-	L2a	45761145	45761861	+	Antisense
chr16	ENSPTRG00000008113	CHD9	52072020	52346150	+	AluJo	52266300	52266604	-	Antisense
chr16	ENSPTRG00000008113	CHD9	52072020	52346150	+	FLAM_C	52268115	52268248	-	Antisense
chr16	ENSPTRG00000008117	RPGRIP1L	52606650	52707819	-	MIR	52645387	52645601	+	Antisense
chr16	ENSPTRG00000008117	RPGRIP1L	52606650	52707819	-	L2a	52645603	52645662	-	Sense
chr16	ENSPTRG00000008117	RPGRIP1L	52606650	52707819	-	L1ME4a	52645109	52645385	-	Sense
chr16	ENSPTRG00000008117	RPGRIP1L	52606650	52707819	-	L1ME3	52645662	52645787	+	Antisense
chr16	ENSPTRG00000008117	RPGRIP1L	52606650	52707819	-	L2a	52645822	52646615	-	Sense
chr17_GL392651_random	ENSPTRG00000008803	ZNF286A	123049	144423	+	AluSx1	132837	133150	+	Sense
chr17_GL392651_random	ENSPTRG00000008803	ZNF286A	123049	144423	+	L1ME3Cz	133150	134013	-	Antisense
chr17_GL392651_random	ENSPTRG00000008803	ZNF286A	123049	144423	+	L1MC5a	138743	139180	-	Antisense
chr17_GL392651_random	ENSPTRG00000008803	ZNF286A	123049	144423	+	L1ME3Cz	134014	134269	-	Antisense
chr17	ENSPTRG00000008948	TAOK1	27509722	27619436	-	MIR3	27591422	27591591	+	Antisense
chr17	ENSPTRG00000008948	TAOK1	27509722	27619436	-	MIR3	27591422	27591591	+	Antisense
chr17	ENSPTRG00000008948	TAOK1	27509722	27619436	-	AluSx1	27591038	27591361	-	Sense
chr17	ENSPTRG00000008948	TAOK1	27509722	27619436	-	AluSx1	27591038	27591361	-	Sense
chr17	ENSPTRG00000008956	EFCAB5	26937718	27111439	-	HAL1b	27032939	27034814	+	Antisense
chr17	ENSPTRG00000008956	EFCAB5	26937718	27111439	-	AluJb	27034941	27035237	-	Sense
chr17	ENSPTRG00000008972	EVI2B	25718431	25728989	+	AluSx1	25718833	25719123	-	Antisense
chr17	ENSPTRG00000008972	EVI2B	25718431	25728989	+	AluSx1	25720010	25720321	-	Antisense
chr17	ENSPTRG00000008972	EVI2B	25718431	25728989	+	MIRb	25723545	25723785	+	Sense
chr17	ENSPTRG00000008973	EVI2A	25710791	25716136	+	MER5A1	25712103	25712196	+	Sense
chr17	ENSPTRG00000008973	EVI2A	25710791	25716136	+	L4_B_Mam	25712522	25712669	+	Sense
chr17	ENSPTRG00000009026	TAF15	21109447	21145769	-	L2a	21135727	21135795	+	Antisense
chr17	ENSPTRG00000009453	HSF5	57118792	57187210	-	Tigger4b	57164697	57165033	+	Antisense
chr17	ENSPTRG00000009453	HSF5	57118792	57187210	-	MER3	57165228	57165408	+	Antisense
chr17	ENSPTRG00000009453	HSF5	57118792	57187210	-	MER3	57165384	57165506	+	Antisense
chr17	ENSPTRG00000009453	HSF5	57118792	57187151	-	MER3	57165228	57165408	+	Antisense
chr17	ENSPTRG00000009453	HSF5	57118792	57187151	-	MER3	57165384	57165506	+	Antisense
chr17	ENSPTRG00000009453	HSF5	57118792	57187151	-	Tigger4b	57164697	57165033	+	Antisense
chr17	ENSPTRG00000009568	BPTF	66489384	66647321	+	MER112	66556243	66556479	-	Antisense
chr17	ENSPTRG00000009568	BPTF	66489384	66647321	+	MIR	66556677	66556741	+	Sense
chr18	ENSPTRG00000009908	ESCO1	17183567	17257424	-	AluSx3	17194068	17194365	+	Antisense
chr18	ENSPTRG00000010036	C18H18orf54	50356476	50379378	+	L1MC5	50362296	50362369	-	Antisense
chr18	ENSPTRG00000010072	PIGN	58143755	58288330	-	MLT1J	58250717	58251117	+	Antisense
chr18	ENSPTRG00000010072	PIGN	58143755	58288330	-	L2b	58249927	58250037	+	Antisense
chr18	ENSPTRG00000010083	VPS4B	59498574	59532410	-	AluSx	59509268	59509441	+	Antisense
chr18	ENSPTRG00000010083	VPS4B	59498574	59532410	-	AluJb	59515090	59515207	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	AluSz6	66415861	66416006	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	L2a	66432709	66433145	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	L1M5	66416711	66416922	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	L1M2	66355069	66356713	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	L1MB4	66416011	66416263	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	L1M1	66273612	66277823	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	L1MB4	66431440	66432664	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	L2a	66433146	66433397	+	Antisense
chr18	ENSPTRG00000010103	RTTN	66239994	66443824	-	AluSx1	66277823	66278126	+	Antisense
chrUn_GL393541	ENSPTRG00000010140	ENSPTRG00000010140	146990	152124	+	MIRb	150289	150537	-	Antisense
chrUn_GL393541	ENSPTRG00000010140	ENSPTRG00000010140	146990	152124	+	MIR3	147085	147236	-	Antisense
chr19	ENSPTRG00000011207	DHX34	52289890	52320860	+	AluSz	52304153	52304435	-	Antisense
chr19	ENSPTRG00000011207	DHX34	52289890	52320860	+	L2a	52305695	52305832	-	Antisense
chr19	ENSPTRG00000011207	DHX34	52289890	52320860	+	L2a	52304825	52305137	-	Antisense
chr19	ENSPTRG00000011207	DHX34	52289890	52320860	+	AluSg	52305168	52305484	+	Sense
chr19	ENSPTRG00000011207	DHX34	52289890	52320860	+	AluSx1	52306471	52306646	+	Sense
chr19	ENSPTRG00000011207	DHX34	52289890	52320860	+	AluSp	52305860	52306146	-	Antisense
chr19	ENSPTRG00000011207	DHX34	52289890	52320860	+	MER33	52305485	52305693	-	Antisense
chr2A	ENSPTRG00000011668	NBAS	15317297	15710960	-	L1ME1	15540930	15542749	+	Antisense
chr2A	ENSPTRG00000011668	NBAS	15317297	15710960	-	L1MC5	15554296	15555726	+	Antisense
chr2A	ENSPTRG00000011686	WDR35	20133704	20213463	-	MER94	20183280	20183410	-	Sense
chr2A	ENSPTRG00000011801	LCLAT1	30885558	31069971	+	L1M5	31050079	31050627	-	Antisense
chr2A	ENSPTRG00000011801	LCLAT1	30885558	31069971	+	LTR71A	31050627	31051091	-	Antisense
chr2A	ENSPTRG00000011801	LCLAT1	30885558	31069971	+	X7B_LINE	30988356	30988572	+	Sense
chr2A	ENSPTRG00000011801	LCLAT1	30885558	31069971	+	L1MD2	31049968	31050029	-	Antisense
chr2A	ENSPTRG00000011830	STRN	37375942	37495150	-	AluSx	37445943	37446261	+	Antisense
chr2A	ENSPTRG00000011849	HNRNPLL	39117202	39156639	-	Charlie13a	39126361	39126548	+	Antisense
chr2A	ENSPTRG00000011857	SOS1	39554354	39694568	-	MER102a	39692690	39692950	-	Sense
chr2A	ENSPTRG00000011858	MAP4K3	39825644	40015436	-	L1MB7	39959508	39959940	-	Sense
chr2A	ENSPTRG00000011858	MAP4K3	39825644	40015436	-	L1ME3C	39830674	39830861	-	Sense
chr2A	ENSPTRG00000011858	MAP4K3	39825644	40015436	-	L1ME3G	39830871	39831009	-	Sense
chr2A	ENSPTRG00000011858	MAP4K3	39825644	40015436	-	L1M5	39831018	39831362	-	Sense
chr2A	ENSPTRG00000011858	MAP4K3	39825644	40015436	-	MIR	39956556	39956817	-	Sense
chr2A	ENSPTRG00000011858	MAP4K3	39825644	40015436	-	FLAM_C	39831362	39831508	-	Sense
chr2A	ENSPTRG00000011858	MAP4K3	39825644	40015436	-	L1MC	39831510	39832480	-	Sense
chr2A	ENSPTRG00000011858	MAP4K3	39825644	40015436	-	MER76	39956043	39956096	-	Sense
chr2A	ENSPTRG00000011867	MTA3	43250853	43386854	+	AluYk11	43376044	43376092	+	Sense
chr2A	ENSPTRG00000011916	ASB3	54512122	54633149	-	MIRc	54595699	54595884	-	Sense
chr2A	ENSPTRG00000011916	ASB3	54512122	54633149	-	L1ME1	54594904	54595669	+	Antisense
chr2A	ENSPTRG00000011931	CCDC88A	56150482	56283942	-	MIRc	56227461	56227624	-	Sense
chr2A	ENSPTRG00000011931	CCDC88A	56150482	56283942	-	MIR	56223178	56223235	+	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	Kanga1	58943975	58944317	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	MER105	58912294	58912478	+	Sense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	L1MC4	58939728	58940063	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	L1MC4	58942612	58942790	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	L1MEd	58943151	58943774	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	L2a	58942924	58943057	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	L1ME2	59008235	59009682	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	L1MEd	58943062	58943148	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	L1ME2	59009749	59011442	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	MER41B	59009682	59009749	-	Antisense
chr2A	ENSPTRG00000011941	VRK2	58909611	59019580	+	L1MD	58942802	58942908	-	Antisense
chr2A	ENSPTRG00000011954	SANBR	61919666	61979149	+	L2a	61963536	61963589	-	Antisense
chr2A	ENSPTRG00000011959	USP34	62039632	62272936	-	L2a	62095505	62095561	+	Antisense
chr2A	ENSPTRG00000011959	USP34	62039632	62272936	-	Tigger4a	62183650	62183880	-	Sense
chr2A	ENSPTRG00000011959	USP34	62039632	62272936	-	MIR	62077404	62077578	+	Antisense
chr2A	ENSPTRG00000011978	VPS54	64761501	64890104	-	L1ME4a	64816153	64816526	+	Antisense
chr2A	ENSPTRG00000011978	VPS54	64761501	64890104	-	L1ME3A	64815269	64815849	-	Sense
chr2A	ENSPTRG00000012356	ANAPC1	111883127	111984703	-	AluJb	111907187	111907462	-	Sense
chr2A	ENSPTRG00000012362	ZC3H8	112340471	112383492	-	L1ME3D	112354361	112355284	+	Antisense
chr2B	ENSPTRG00000012406	PTPN4	120326396	120544939	+	AluJr	120483109	120483412	+	Sense
chr2B	ENSPTRG00000012406	PTPN4	120326396	120544939	+	L1MB7	120538540	120540117	-	Antisense
chr2B	ENSPTRG00000012406	PTPN4	120326396	120544939	+	L1MB2	120540142	120540661	-	Antisense
chr2B	ENSPTRG00000012491	RAB3GAP1	138988944	139108911	+	L1MC	139046643	139047616	-	Antisense
chr2B	ENSPTRG00000012491	RAB3GAP1	138988944	139108911	+	AluSx	138994237	138994494	-	Antisense
chr2B	ENSPTRG00000012491	RAB3GAP1	138988944	139108911	+	L1ME3G	139047647	139047860	-	Antisense
chr2B	ENSPTRG00000012500	DARS1	139865659	139948441	-	AluJb	139871860	139872005	-	Sense
chr2B	ENSPTRG00000012508	LRP1B	144263158	145286470	-	MIR3	144622942	144623096	-	Sense
chr2B	ENSPTRG00000012518	EPC2	152775478	152873197	+	L1MC4	152810912	152811463	-	Antisense
chr2B	ENSPTRG00000012518	EPC2	152775478	152873197	+	L1MA5A	152809962	152810189	-	Antisense
chr2B	ENSPTRG00000012549	GPD2	160657806	160809798	+	L1MC5	160748042	160748846	-	Antisense
chr2B	ENSPTRG00000012549	GPD2	160657806	160809798	+	MER5B	160736228	160736378	+	Sense
chr2B	ENSPTRG00000012549	GPD2	160657806	160809798	+	L1MC5	160748841	160749194	-	Antisense
chr2B	ENSPTRG00000012574	TANK	165445567	165520922	+	L1MB7	165462523	165463804	+	Sense
chr2B	ENSPTRG00000012574	TANK	165445567	165520922	+	AluJr	165517841	165518140	+	Sense
chr2B	ENSPTRG00000012575	PSMD14	165600356	165702728	+	L1M6	165653136	165653269	-	Antisense
chr2B	ENSPTRG00000012575	PSMD14	165600356	165702728	+	L1M6	165652740	165652989	-	Antisense
chr2B	ENSPTRG00000012575	PSMD14	165600356	165702728	+	L1M6	165653314	165653914	-	Antisense
chr2B	ENSPTRG00000012575	PSMD14	165600356	165702728	+	AluJb	165653004	165653136	-	Antisense
chr2B	ENSPTRG00000012605	SPC25	173252583	173272117	-	L2a	173258554	173258610	+	Antisense
chr2B	ENSPTRG00000012690	PLEKHA3	182972508	182997079	+	Tigger16b	182993906	182994080	-	Antisense
chr2B	ENSPTRG00000012700	ITGA4	185994989	186075510	+	L1MC5a	186035807	186036211	+	Sense
chr2B	ENSPTRG00000012701	CERKL	186074490	186195343	-	L1M3	186141627	186141987	+	Antisense
chr2B	ENSPTRG00000012701	CERKL	186074490	186195343	-	L1PA13	186142354	186142555	+	Antisense
chr2B	ENSPTRG00000012701	CERKL	186074490	186195343	-	MIR	186133835	186133998	+	Antisense
chr2B	ENSPTRG00000012701	CERKL	186074490	186195343	-	Tigger19a	186141455	186141545	+	Antisense
chr2B	ENSPTRG00000012701	CERKL	186074490	186195343	-	L1MA8	186125969	186127141	-	Sense
chr2B	ENSPTRG00000012701	CERKL	186074490	186195343	-	MIRb	186134123	186134214	+	Antisense
chr2B	ENSPTRG00000012747	GLS	195539516	195624364	+	MIR	195570294	195570348	-	Antisense
chr2B	ENSPTRG00000012761	DNAH7	200387326	200720268	-	L4_C_Mam	200679791	200679867	-	Sense
chr2B	ENSPTRG00000012777	BOLL	202421972	202480500	-	Tigger17a	202470480	202471111	+	Antisense
chr2B	ENSPTRG00000012866	PIKFYVE	213145497	213234225	+	MLT1J	213225830	213225890	-	Antisense
chr2B	ENSPTRG00000012866	PIKFYVE	213145497	213234225	+	MIRb	213225353	213225539	-	Antisense
chr2B	ENSPTRG00000012866	PIKFYVE	213145497	213234225	+	L2a	213191771	213191866	+	Sense
chr2B	ENSPTRG00000012866	PIKFYVE	213145497	213234225	+	L1MC5a	213190046	213190561	+	Sense
chr2B	ENSPTRG00000012921	CNOT9	223631523	223659019	+	L1M6	223650775	223651010	-	Antisense
chr2B	ENSPTRG00000012921	CNOT9	223631523	223659019	+	AluSx	223651027	223651331	-	Antisense
chr2B	ENSPTRG00000012921	CNOT9	223631523	223659019	+	AluSx	223651349	223651606	-	Antisense
chr2B	ENSPTRG00000012976	ACSL3	227965910	228046905	+	MIR3	228030333	228030462	+	Sense
chr2B	ENSPTRG00000012995	AGFG1	232630108	232720485	+	Charlie1b	232716660	232717094	-	Antisense
chr20	ENSPTRG00000013228	GPCPD1	5402874	5471482	-	AluSx	5449449	5449760	+	Antisense
chr21	ENSPTRG00000013898	TTC3	23168182	23297656	+	MLT1K	23213527	23213712	-	Antisense
chr3	ENSPTRG00000014699	TOP2B	26011706	26078351	-	MER2	26050868	26051050	+	Antisense
chr3	ENSPTRG00000014824	KIAA1143	45420268	45428902	-	Tigger16a	45420996	45421090	-	Sense
chr3	ENSPTRG00000014824	KIAA1143	45420268	45428902	-	MIRb	45421208	45421362	-	Sense
chr3	ENSPTRG00000014824	KIAA1143	45420268	45428902	-	L1ME4a	45420166	45420514	+	Antisense
chr3	ENSPTRG00000015045	APPL1	58108331	58153632	+	AluJr	58127353	58127643	+	Sense
chr3	ENSPTRG00000015182	ALCAM	108597193	108809477	+	MIRb	108633789	108633992	+	Sense
chr3	ENSPTRG00000015182	ALCAM	108597193	108809477	+	Tigger19a	108602860	108602957	-	Antisense
chr3	ENSPTRG00000015182	ALCAM	108597193	108809477	+	L3	108634044	108634357	+	Sense
chr3	ENSPTRG00000015193	CIP2A	111842074	111881555	-	LTR54	111856613	111857031	+	Antisense
chr3	ENSPTRG00000015274	STXBP5L	124236775	124790325	+	AluSx1	124521960	124522271	+	Sense
chr3	ENSPTRG00000015274	STXBP5L	124236775	124790325	+	Charlie21a	124522520	124523008	-	Antisense
chr3	ENSPTRG00000015274	STXBP5L	124236775	124790325	+	Charlie21a	124523045	124523187	-	Antisense
chr3	ENSPTRG00000015274	STXBP5L	124236775	124790325	+	L1MA8	124628006	124628045	-	Antisense
chr3	ENSPTRG00000015274	STXBP5L	124236775	124790325	+	MIRb	124436785	124436984	+	Sense
chr3	ENSPTRG00000015274	STXBP5L	124236775	124790325	+	L4_A_Mam	124523229	124523434	+	Sense
chr3	ENSPTRG00000015274	STXBP5L	124236775	124790325	+	MER5A	124437367	124437454	+	Sense
chr3	ENSPTRG00000015320	SNX4	128855342	128930101	-	L2b	128906790	128906864	-	Sense
chr3	ENSPTRG00000015483	ATR	146025527	146148661	-	L1MC4a	146039138	146039531	-	Sense
chr3	ENSPTRG00000015483	ATR	146025527	146148661	-	L1MC5a	146118915	146119391	+	Antisense
chr3	ENSPTRG00000015483	ATR	146025527	146148661	-	L1MC5	146118439	146118911	+	Antisense
chr3	ENSPTRG00000015483	ATR	146025527	146148661	-	L1MC4a	146039525	146039695	-	Sense
chr3	ENSPTRG00000015483	ATR	146025527	146148661	-	L4_A_Mam	146039700	146039747	+	Antisense
chr3	ENSPTRG00000015520	COMMD2	153394808	153408817	-	MIRb	153394828	153395042	-	Sense
chr3	ENSPTRG00000015542	MBNL1	155955037	156155627	+	MIR	156021721	156021900	+	Sense
chr3	ENSPTRG00000015542	MBNL1	155955037	156155627	+	L2a	156023800	156023903	-	Antisense
chr3	ENSPTRG00000015542	MBNL1	155955037	156155627	+	MIR	156021307	156021534	+	Sense
chr3	ENSPTRG00000015542	MBNL1	155955037	156155627	+	MER103C	156023656	156023751	-	Antisense
chr3	ENSPTRG00000015542	MBNL1	155955037	156155627	+	Tigger3a	156010857	156011244	-	Antisense
chr3	ENSPTRG00000015542	MBNL1	155955037	156155627	+	MIRb	156091839	156092013	-	Antisense
chr3	ENSPTRG00000015542	MBNL1	155955037	156155627	+	MER63A	156011813	156011992	+	Sense
chr3	ENSPTRG00000015570	GFM1	162397846	162445833	+	AluSx	162411438	162411739	-	Antisense
chr3	ENSPTRG00000015570	GFM1	162397846	162445833	+	L1M5	162410903	162411392	-	Antisense
chr3	ENSPTRG00000015578	IFT80	164039077	164168266	-	MLT1F1	164160203	164160752	+	Antisense
chr3	ENSPTRG00000015578	IFT80	164039077	164168266	-	L1ME4b	164064959	164065577	+	Antisense
chr3	ENSPTRG00000015578	IFT80	164039077	164168266	-	FLAM_C	164065588	164065729	+	Antisense
chr3	ENSPTRG00000015793	DLG1	201075839	201339714	-	L1M5	201156183	201158186	+	Antisense
chr3	ENSPTRG00000015793	DLG1	201075839	201339714	-	L1M5	201245528	201246590	+	Antisense
chr3	ENSPTRG00000015793	DLG1	201075839	201339714	-	L3	201222514	201222980	-	Sense
chr3	ENSPTRG00000015793	DLG1	201075839	201339714	-	L1M5	201244526	201245191	+	Antisense
chr3	ENSPTRG00000015793	DLG1	201075839	201339714	-	MER77B	201245232	201245504	+	Antisense
chr4	ENSPTRG00000016014	SLC30A9	42059255	42156064	+	AluSg7	42145972	42146188	-	Antisense
chr4	ENSPTRG00000016014	SLC30A9	42059255	42156064	+	L1M5	42146188	42146573	-	Antisense
chr4	ENSPTRG00000016014	SLC30A9	42059255	42156064	+	MIRb	42146909	42147088	-	Antisense
chr4	ENSPTRG00000016017	ATP8A1	42485955	42736262	-	L1M5	42677286	42678187	-	Sense
chr4	ENSPTRG00000016045	FRYL	83261914	83545240	+	L1M5	83396295	83396682	-	Antisense
chr4	ENSPTRG00000016045	FRYL	83261914	83545240	+	MIR3	83440804	83440906	-	Antisense
chr4	ENSPTRG00000016053	SGCB	78016364	78029180	+	HAL1	78018650	78019960	+	Sense
chr4	ENSPTRG00000016072	CLOCK	74463480	74577602	+	L2c	74531585	74531896	-	Antisense
chr4	ENSPTRG00000016099	UBA6	62212655	62298589	+	AluSz6	62251115	62251408	+	Sense
chr4	ENSPTRG00000016099	UBA6	62212655	62298589	+	MIR	62251763	62251931	+	Sense
chr4	ENSPTRG00000016153	RASSF6	56458606	56503939	+	LTR86A2	56488617	56488784	-	Antisense
chr4	ENSPTRG00000016153	RASSF6	56458606	56503939	+	L1MA6	56488071	56488276	-	Antisense
chr4	ENSPTRG00000016153	RASSF6	56458606	56503939	+	Tigger15a	56490055	56490150	-	Antisense
chr4	ENSPTRG00000016153	RASSF6	56458606	56503939	+	MIRc	56490202	56490266	+	Sense
chr4	ENSPTRG00000016153	RASSF6	56458606	56503939	+	MIR	56490608	56490776	-	Antisense
chr4	ENSPTRG00000016154	CXCL8	56335450	56338653	-	MIRc	56336097	56336206	-	Sense
chr4	ENSPTRG00000016154	CXCL8	56335450	56338653	-	MER53	56336225	56336281	+	Antisense
chr4	ENSPTRG00000016154	CXCL8	56335450	56338653	-	MER53	56335803	56335891	-	Sense
chr4	ENSPTRG00000016224	COPS4	46935626	46976404	-	AluSx1	46942500	46942802	-	Sense
chr4	ENSPTRG00000016224	COPS4	46935626	46976404	-	L2b	46942067	46942289	-	Sense
chr4	ENSPTRG00000016224	COPS4	46935626	46976404	-	L1ME4c	46942802	46942887	-	Sense
chr4	ENSPTRG00000016224	COPS4	46935626	46976404	-	L2c	46942305	46942423	+	Antisense
chr4	ENSPTRG00000016227	COQ2	46719700	46741147	+	MIR	46732328	46732591	+	Sense
chr4	ENSPTRG00000016307	TRMT10A	102022033	102039335	-	L1MEi	102035425	102035811	+	Antisense
chr4	ENSPTRG00000016307	TRMT10A	102022033	102039335	-	L1ME4a	102034659	102035237	+	Antisense
chr4	ENSPTRG00000016307	TRMT10A	102022033	102039335	-	L1M5	102035812	102035976	+	Antisense
chr4	ENSPTRG00000016315	PPP3CA	103535876	103869332	-	FLAM_C	103834582	103834715	-	Sense
chr4	ENSPTRG00000016315	PPP3CA	103535876	103869332	-	MER47C	103833655	103833729	-	Sense
chr4	ENSPTRG00000016315	PPP3CA	103535876	103869332	-	MIR	103833400	103833478	-	Sense
chr4	ENSPTRG00000016328	SLC9B2	105574810	105616209	-	MER104	105591321	105591463	+	Antisense
chr4	ENSPTRG00000016328	SLC9B2	105574810	105616209	-	L1ME3Cz	105590975	105591291	+	Antisense
chr4	ENSPTRG00000016328	SLC9B2	105574810	105616209	-	L1ME4c	105591468	105591635	+	Antisense
chr4	ENSPTRG00000016328	SLC9B2	105574810	105616209	-	MIRb	105592222	105592371	+	Antisense
chr4	ENSPTRG00000016384	ARSJ	116594094	116672851	-	L2	116659451	116659892	-	Sense
chr4	ENSPTRG00000016384	ARSJ	116594094	116672851	-	Kanga1c	116594043	116594097	-	Sense
