chr_name	ensembl_id	gene_symbol	gene_start	gene_end	gene_strand	te_name	te_start	te_end	te_strand	strand_relation
chr16	ENSPPYG00000007183	OTOA	21630482	21677698	+	AluSx	21660338	21660637	-	Antisense
chr17	ENSPPYG00000008122	TAOK1	24143452	24302550	+	MIR3	24235655	24235819	-	Antisense
chr17	ENSPPYG00000008122	TAOK1	24143452	24302550	+	AluSx	24235885	24236187	+	Sense
chr17	ENSPPYG00000008147	NF1	25942867	26215458	+	AluSq	26107691	26107993	-	Antisense
chr17	ENSPPYG00000008147	NF1	25942867	26215458	+	MIRb	26106819	26106902	+	Sense
chr17	ENSPPYG00000008147	NF1	25942867	26215458	+	MER104	26055048	26055215	+	Sense
chr17	ENSPPYG00000008293	NSF	43002295	43169963	-	L1MA7	43117422	43117553	+	Antisense
chr17	ENSPPYG00000008293	NSF	43002295	43169963	-	L1ME4a	43117853	43117973	+	Antisense
chr17	ENSPPYG00000008714	EIF4A3	70182595	70194420	-	AluSg	70182967	70183275	+	Antisense
chr17_random	ENSPPYG00000008877	NPEPPS	11384634	11482830	+	MER90	11437258	11437768	+	Sense
chr17_random	ENSPPYG00000008877	NPEPPS	11384634	11482830	+	L1M6	11436922	11437234	-	Antisense
chr17_random	ENSPPYG00000008877	NPEPPS	11384634	11482830	+	AluSg/x	11432991	11433191	+	Sense
chr17_random	ENSPPYG00000008877	NPEPPS	11384634	11482830	+	MIR	11435549	11435773	+	Sense
chr17_random	ENSPPYG00000008877	NPEPPS	11384634	11482830	+	MARNA	11434475	11434591	+	Sense
chr17_random	ENSPPYG00000008877	NPEPPS	11384634	11482830	+	AluSx	11434597	11434899	+	Sense
chr18	ENSPPYG00000009037	SMCHD1	29760168	29872786	-	L1MD3	29850358	29850595	+	Antisense
chr18	ENSPPYG00000009037	SMCHD1	29760168	29872786	-	Tigger4a	29761126	29761388	+	Antisense
chr18	ENSPPYG00000009037	SMCHD1	29760168	29872786	-	MIR	29849258	29849448	-	Sense
chr18	ENSPPYG00000009040	METTL4	30017238	30049028	+	AluSx	30046786	30047081	+	Sense
chr18	ENSPPYG00000009121	RIT2	54982970	55388708	-	LTR37A	55066157	55066541	+	Antisense
chr18	ENSPPYG00000009121	RIT2	54982970	55388708	-	L1MD2	55167141	55170139	+	Antisense
chr18	ENSPPYG00000009121	RIT2	54982970	55388708	-	L4	55065551	55065814	-	Sense
chr18	ENSPPYG00000009121	RIT2	54982970	55388708	-	L1M5	55065923	55066009	+	Antisense
chr18	ENSPPYG00000009170	STARD6	66963000	66992612	-	MIRc	66970759	66970969	+	Antisense
chr20	ENSPPYG00000010714	TASP1	8148645	8422943	-	AluSx	8269897	8270197	-	Sense
chr20	ENSPPYG00000010714	TASP1	8148645	8422943	-	L1MB7	8166238	8167415	-	Sense
chr21	ENSPPYG00000011291	USP25	15436628	15561575	+	L1MC3	15551723	15551805	-	Antisense
chr21	ENSPPYG00000011291	USP25	15436628	15561575	+	MIRb	15537517	15537711	+	Sense
chr21	ENSPPYG00000011291	USP25	15436628	15561575	+	MER3	15552372	15552558	-	Antisense
chr21	ENSPPYG00000011291	USP25	15436628	15561575	+	L1MC3	15551723	15551805	-	Antisense
chr21	ENSPPYG00000011291	USP25	15436628	15561575	+	MIRb	15537517	15537711	+	Sense
chr21	ENSPPYG00000011291	USP25	15436628	15561575	+	MER3	15552372	15552558	-	Antisense
chr22	ENSPPYG00000011675	CHEK2	23579676	23627305	-	AluS	23582822	23582894	+	Antisense
chr22	ENSPPYG00000011675	CHEK2	23579676	23627305	-	AluSq	23583105	23583409	+	Antisense
chr22	ENSPPYG00000011675	CHEK2	23579676	23627305	-	MIRb	23586701	23586887	-	Sense
chr22	ENSPPYG00000011675	CHEK2	23579676	23627305	-	AluSx	23580312	23580606	+	Antisense
chr22	ENSPPYG00000011675	CHEK2	23579676	23627305	-	AluJo	23582552	23582697	+	Antisense
chr22	ENSPPYG00000011675	CHEK2	23579676	23627305	-	AluJo	23583443	23583624	+	Antisense
chr22	ENSPPYG00000011675	CHEK2	23579676	23627305	-	THE1C	23584620	23584986	+	Antisense
chr2a	ENSPPYG00000012087	MGAT4A	6157389	6275555	-	L1ME4a	6159266	6159354	+	Antisense
chr2a	ENSPPYG00000012140	CCDC138	17176574	17271652	+	L1MDa	17230549	17231922	-	Antisense
chr2a	ENSPPYG00000012161	ANAPC1	19730213	19857269	-	MIR	19768498	19768739	-	Sense
chr2a	ENSPPYG00000012161	ANAPC1	19730213	19857269	-	L1ME3B	19790150	19790830	+	Antisense
chr2a	ENSPPYG00000012161	ANAPC1	19730213	19857269	-	AluY	19789840	19790150	-	Sense
chr2a	ENSPPYG00000012449	PREPL	67040553	67082731	+	MIRb	67055952	67056030	-	Antisense
chr2a	ENSPPYG00000012449	PREPL	67040553	67082731	+	AluJb	67052918	67053220	-	Antisense
chr2a	ENSPPYG00000012472	MAP4K3	72260989	72464560	+	AluJo	72452838	72453130	+	Sense
chr2a	ENSPPYG00000012472	MAP4K3	72260989	72464560	+	L1M4	72350062	72350221	-	Antisense
chr2a	ENSPPYG00000012472	MAP4K3	72260989	72464560	+	L1MB1	72348794	72349940	-	Antisense
chr2a	ENSPPYG00000012472	MAP4K3	72260989	72464560	+	MER20B	72309428	72309640	-	Antisense
chr2a	ENSPPYG00000012472	MAP4K3	72260989	72464560	+	L1MEd	72309640	72311460	-	Antisense
chr2a	ENSPPYG00000012472	MAP4K3	72260989	72464560	+	MIR3	72452102	72452283	+	Sense
chr2a	ENSPPYG00000012472	MAP4K3	72260989	72464560	+	MIRc	72390976	72391162	+	Sense
chr2a	ENSPPYG00000012472	MAP4K3	72260989	72464560	+	L1ME3A	72451392	72451900	-	Antisense
chr2a	ENSPPYG00000012474	SOS1	72605988	72742277	+	AluSx	72663663	72663972	-	Antisense
chr2a	ENSPPYG00000012647	ROCK2	101326439	101494765	+	Charlie1	101471088	101471322	-	Antisense
chr2b	ENSPPYG00000012748	ENSPPYG00000012748	3990225	3997553	+	MIRb	3997429	3997559	-	Antisense
chr2b	ENSPPYG00000012748	ENSPPYG00000012748	3990225	3997553	+	Tigger4b	3996848	3997211	+	Sense
chr2b	ENSPPYG00000012748	ENSPPYG00000012748	3990225	3997553	+	L2a	3994643	3995655	-	Antisense
chr2b	ENSPPYG00000012822	DARS1	24862280	24943885	-	AluJo	24868726	24868948	-	Sense
chr2b	ENSPPYG00000012822	DARS1	24862280	24943885	-	L1ME4a	24868948	24869051	-	Sense
chr2b	ENSPPYG00000012822	DARS1	24862280	24943885	-	MER5A	24867811	24868006	+	Antisense
chr2b	ENSPPYG00000012822	DARS1	24862280	24943885	-	L1ME4a	24868593	24868726	-	Sense
chr2b	ENSPPYG00000012827	KYNU	32127925	32309773	+	L1M7	32285867	32287022	-	Antisense
chr2b	ENSPPYG00000012834	ACVR2A	37262876	37347481	+	Charlie1a	37313142	37313714	-	Antisense
chr2b	ENSPPYG00000012834	ACVR2A	37262876	37347481	+	L1ME1	37311707	37313133	-	Antisense
chr2b	ENSPPYG00000012848	ARL5A	41194475	41220213	-	AluJo	41203083	41203433	-	Sense
chr2b	ENSPPYG00000012872	BAZ2B	49050374	49360250	-	L1MC4a	49231240	49231543	+	Antisense
chr2b	ENSPPYG00000012885	GCG	51939760	51945300	-	MIRb	51940205	51940262	-	Sense
chr2b	ENSPPYG00000012887	IFIH1	52063979	52116272	-	L2c	52079642	52079815	-	Sense
chr2b	ENSPPYG00000012969	AGPS	67589160	67739660	+	L2c	67696114	67696223	+	Sense
chr2b	ENSPPYG00000012974	RBM45	68347532	68364719	+	MIR	68352645	68352868	-	Antisense
chr2b	ENSPPYG00000012974	RBM45	68347532	68364719	+	MIRb	68352872	68352982	+	Sense
chr2b	ENSPPYG00000012998	NUP35	73591700	73634436	+	L2b	73630818	73630920	-	Antisense
chr2b	ENSPPYG00000012998	NUP35	73591700	73634436	+	MIR3	73630457	73630610	-	Antisense
chr2b	ENSPPYG00000013013	WDR75	80190354	80229368	+	HAL1	80221048	80221998	-	Antisense
chr2b	ENSPPYG00000013015	ANKAR	80427135	80499017	+	Charlie18a	80498339	80498653	+	Sense
chr2b	ENSPPYG00000013028	STAT4	81806276	81926730	-	L1ME4a	81845344	81845710	+	Antisense
chr2b	ENSPPYG00000013028	STAT4	81806276	81926730	-	L1MC4a	81845058	81845252	-	Sense
chr2b	ENSPPYG00000013032	TMEFF2	82745509	82999328	-	Charlie22a	82825805	82826267	+	Antisense
chr2b	ENSPPYG00000013036	DNAH7	86648518	87002164	-	L1M5	86672039	86672673	-	Sense
chr2b	ENSPPYG00000013036	DNAH7	86648518	87002164	-	L1MA3	86671657	86672029	+	Antisense
chr2b	ENSPPYG00000013036	DNAH7	86648518	87002164	-	L4	86960792	86960860	-	Sense
chr2b	ENSPPYG00000013231	CUL3	116510152	116630993	-	MER5A	116546595	116546727	-	Sense
chr2b	ENSPPYG00000013231	CUL3	116510152	116630993	-	MIRc	116545849	116546036	-	Sense
chr3	ENSPPYG00000013449	TXNRD3	6144428	6191553	+	MLT1B	6175833	6176268	-	Antisense
chr3	ENSPPYG00000013449	TXNRD3	6144428	6191553	+	L1ME2	6176279	6176449	-	Antisense
chr3	ENSPPYG00000013499	STXBP5L	11341786	11728709	-	L1MD	11638318	11638533	+	Antisense
chr3	ENSPPYG00000013499	STXBP5L	11341786	11728709	-	L1MD	11638128	11638315	+	Antisense
chr3	ENSPPYG00000013501	RABL3	11905988	11965176	+	L2	11939543	11941172	-	Antisense
chr3	ENSPPYG00000013501	RABL3	11905988	11965176	+	MamSINE1	11960043	11960101	-	Antisense
chr3	ENSPPYG00000013501	RABL3	11905988	11965176	+	L4	11960377	11960505	+	Sense
chr3	ENSPPYG00000013532	CCDC191	18758942	18849120	+	L1MA4	18839959	18841071	+	Sense
chr3	ENSPPYG00000013532	CCDC191	18758942	18849120	+	L1MA4	18841076	18842887	+	Sense
chr3	ENSPPYG00000013532	CCDC191	18758942	18849120	+	MER2	18773137	18773435	-	Antisense
chr3	ENSPPYG00000013539	SPICE1	19329179	19391632	+	MER112	19346146	19346408	+	Sense
chr3	ENSPPYG00000013573	CIP2A	24306698	24347312	+	L2b	24330331	24330367	-	Antisense
chr3	ENSPPYG00000013606	CMSS1	33044177	33082139	-	L1ME5	33056733	33057318	+	Antisense
chr3	ENSPPYG00000013606	CMSS1	33044388	33417529	-	L1ME5	33056733	33057318	+	Antisense
chr3	ENSPPYG00000013624	EPHA6	35488007	36026662	-	MLT2B2	35532664	35533131	-	Sense
chr3	ENSPPYG00000013624	EPHA6	35488007	36026662	-	MIRb	35788282	35788544	+	Antisense
chr3	ENSPPYG00000013624	EPHA6	35488007	36026662	-	AluY	35779962	35780266	-	Sense
chr3	ENSPPYG00000013624	EPHA6	35488007	36026662	-	L1MB3	35618017	35619408	+	Antisense
chr3	ENSPPYG00000013624	EPHA6	35488007	36026662	-	L2	35619498	35619995	+	Antisense
chr3	ENSPPYG00000013624	EPHA6	35488007	36026662	-	L1MD	35796464	35797027	-	Sense
chr3	ENSPPYG00000013624	EPHA6	35488007	36026662	-	AluSx	35795490	35795759	-	Sense
chr3	ENSPPYG00000013624	EPHA6	35488007	36026662	-	L1M5	35796203	35796414	+	Antisense
chr3	ENSPPYG00000013953	KIF15	101753595	101842643	-	Charlie2b	101757782	101757963	+	Antisense
chr3	ENSPPYG00000013953	KIF15	101753595	101838532	-	L4	101758259	101758392	-	Sense
chr3	ENSPPYG00000013953	KIF15	101753595	101838532	-	Charlie2b	101757782	101757963	+	Antisense
chr3	ENSPPYG00000013953	KIF15	101753595	101842643	-	L4	101758259	101758392	-	Sense
chr3	ENSPPYG00000013953	KIF15	101753595	101838532	-	AluJb	101757664	101757782	-	Sense
chr3	ENSPPYG00000013953	KIF15	101753595	101842643	-	AluJb	101757664	101757782	-	Sense
chr3	ENSPPYG00000014047	STT3B	115346358	115452294	-	MER58A	115394049	115394219	-	Sense
chr3	ENSPPYG00000014047	STT3B	115346358	115452294	-	MIRc	115369015	115369089	+	Antisense
chr3	ENSPPYG00000014047	STT3B	115346358	115452294	-	L1MB7	115393004	115393489	+	Antisense
chr3	ENSPPYG00000014047	STT3B	115346358	115452294	-	L1MB7	115393513	115394049	+	Antisense
chr3	ENSPPYG00000014047	STT3B	115346358	115452294	-	L1MB7	115394219	115396309	+	Antisense
chr3	ENSPPYG00000014061	TOP2B	121610172	121679640	+	MER2	121638118	121638298	-	Antisense
chr3	ENSPPYG00000014061	TOP2B	121610172	121679640	+	L1MCb	121638804	121638929	-	Antisense
chr3	ENSPPYG00000014175	TRPC1	145280081	145362557	+	MIR	145340092	145340329	-	Antisense
chr3	ENSPPYG00000014175	TRPC1	145280761	145362020	+	MER2B	145339188	145339429	-	Antisense
chr3	ENSPPYG00000014175	TRPC1	145280761	145362020	+	MIR	145340092	145340329	-	Antisense
chr3	ENSPPYG00000014175	TRPC1	145280081	145362557	+	MER2B	145339188	145339429	-	Antisense
chr3	ENSPPYG00000014182	DIPK2A	146561465	146588742	+	MER47A	146582695	146582979	-	Antisense
chr3	ENSPPYG00000014193	HLTF	151805580	151862639	-	MER33	151817132	151817419	+	Antisense
chr3	ENSPPYG00000014193	HLTF	151805580	151862639	-	L1ME3B	151816861	151817045	+	Antisense
chr3	ENSPPYG00000014268	SI	168514034	168611807	-	MIR	168568602	168568778	-	Sense
chr3	ENSPPYG00000014268	SI	168514034	168611807	-	L3b	168569663	168569760	-	Sense
chr3	ENSPPYG00000014268	SI	168514034	168611807	-	MIRb	168528403	168528485	+	Antisense
chr3	ENSPPYG00000014275	SERPINI1	171254888	171345407	+	L1MA3	171342503	171342794	-	Antisense
chr4	ENSPPYG00000014682	PDS5A	40901542	41067951	-	AluSp	41015616	41015925	+	Antisense
chr4	ENSPPYG00000014691	ENSPPYG00000014691	42310577	42322796	+	FLAM_A	42314054	42314167	-	Antisense
chr4	ENSPPYG00000014699	ATP8A1	43520694	43805829	-	MIRc	43723146	43723358	-	Sense
chr4	ENSPPYG00000014717	SLAIN2	49838757	49918849	+	Tigger9a	49881349	49881534	-	Antisense
chr4	ENSPPYG00000014717	SLAIN2	49838757	49918849	+	Tigger9b	49881534	49881639	-	Antisense
chr4	ENSPPYG00000014738	TECRL	55314351	55460580	+	L1ME4a	55435666	55435877	+	Sense
chr4	ENSPPYG00000014738	TECRL	55314351	55460580	+	L1ME4a	55435982	55436274	+	Sense
chr4	ENSPPYG00000014792	CSN1S1	72994468	73009056	+	MIR3	73003513	73003558	+	Sense
chr4	ENSPPYG00000014823	AFP	76684203	76703746	+	L1MA9	76702901	76703021	-	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSx	107369189	107369480	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluJo	107369989	107370268	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSg/x	107368462	107368604	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	MLT2B3	107380315	107380995	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M5	107371241	107371434	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M5	107371982	107372648	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	FLAM_C	107372648	107372775	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M4c	107380997	107381248	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSq	107372807	107373092	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M5	107373092	107373179	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSq	107373290	107373611	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M5	107372775	107372807	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M4c	107378103	107378856	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M5	107393992	107394377	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSx	107394394	107394671	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluY	107394908	107395205	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	LTR16A1	107397058	107397382	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	MER5B	107397382	107397421	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	MLT1F	107397422	107397710	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSq	107397880	107398036	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M5	107398037	107398428	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSg	107398482	107398743	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M5	107399096	107399425	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M5	107399499	107399625	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1PA15	107399849	107401063	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1PA15	107401978	107405547	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSg/x	107410270	107410460	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L2c	107410886	107411198	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	MER6	107411658	107412218	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1P4	107412219	107412296	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1P4	107412333	107412469	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1PA17	107412464	107412929	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSx	107413642	107413944	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1MEd	107414615	107414668	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSq	107414668	107414993	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1MEd	107414993	107416284	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1MEf	107416378	107416525	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	THE1A	107416525	107416851	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSx	107375334	107375624	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1PA8	107417125	107417230	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluJo	107378856	107379158	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M4c	107379158	107380312	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1MEf	107419213	107419308	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	MLT1A0	107381973	107382333	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSp	107381248	107381550	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M4c	107381550	107381881	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M4c	107381876	107381973	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	MIR	107393232	107393372	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1M4c	107382333	107382378	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	THE1-int	107382552	107383050	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	MLT2B3	107392583	107393144	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	AluSx	107393492	107393789	-	Sense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1MEf	107416851	107416894	+	Antisense
chr4	ENSPPYG00000014969	SLC9B1	107357808	107481812	-	L1MEf	107418129	107419173	+	Antisense
chr4	ENSPPYG00000014977	INTS12	110343966	110371543	-	AluSx	110354960	110355269	+	Antisense
chr4	ENSPPYG00000014980	TBCK	110729399	110999061	-	L1M1	110827254	110827382	+	Antisense
chr4	ENSPPYG00000014980	TBCK	110729399	110999061	-	L1M5	110828062	110828390	+	Antisense
chr4	ENSPPYG00000014980	TBCK	110729399	110999061	-	L1MCa	110927469	110928703	+	Antisense
chr4	ENSPPYG00000014980	TBCK	110729399	110999061	-	MIR	110827472	110827583	-	Sense
chr4	ENSPPYG00000014980	TBCK	110729399	110999061	-	MIR	110827873	110828057	-	Sense
chr4	ENSPPYG00000014980	TBCK	110729399	110999061	-	FRAM	110947140	110947263	-	Sense
chr4	ENSPPYG00000015002	ENPEP	115174600	115263660	+	MADE1	115186989	115187024	+	Sense
chr4	ENSPPYG00000015013	CAMK2D	118178982	118491782	-	L1M5	118337255	118337581	-	Sense
chr4	ENSPPYG00000015013	CAMK2D	118178982	118491782	-	L1ME2	118454660	118456179	+	Antisense
chr4	ENSPPYG00000015013	CAMK2D	118178982	118491782	-	L2c	118338497	118338578	+	Antisense
chr4	ENSPPYG00000015013	CAMK2D	118178982	118491782	-	MIRb	118456204	118456398	+	Antisense
chr4	ENSPPYG00000015013	CAMK2D	118178982	118491782	-	MIRc	118338272	118338462	+	Antisense
chr4	ENSPPYG00000015041	BLTP1	126751669	126953693	+	L1M5	126857843	126858085	+	Sense
chr4	ENSPPYG00000015041	BLTP1	126751669	126953693	+	MIRb	126872727	126872861	-	Antisense
chr4	ENSPPYG00000015041	BLTP1	126751669	126953693	+	AluJb	126770955	126771236	-	Antisense
chr4	ENSPPYG00000015041	BLTP1	126751669	126953693	+	MIRc	126872949	126873180	-	Antisense
chr4	ENSPPYG00000015088	USP38	148752021	148790220	+	Charlie4z	148786035	148786116	-	Antisense
chr4	ENSPPYG00000015091	SMARCA5	149098081	149139966	+	L2b	149132068	149132194	+	Sense
chr4	ENSPPYG00000015094	ENSPPYG00000015094	149594232	149623113	-	L4	149616404	149616446	+	Antisense
chr4	ENSPPYG00000015094	ENSPPYG00000015094	149594232	149623113	-	L1M6	149615462	149615713	+	Antisense
chr4	ENSPPYG00000015094	ENSPPYG00000015094	149594232	149623113	-	AluSx	149615719	149615995	+	Antisense
chr4	ENSPPYG00000015094	ENSPPYG00000015094	149594232	149623113	-	L1MD	149616030	149616081	+	Antisense
chr4	ENSPPYG00000015094	ENSPPYG00000015094	149594232	149623113	-	L1MB5	149617073	149618631	+	Antisense
chr4	ENSPPYG00000015094	ENSPPYG00000015094	149594232	149623113	-	MIR	149621937	149622162	-	Sense
chr4	ENSPPYG00000015094	ENSPPYG00000015094	149594232	149623113	-	MIR	149616883	149617062	+	Antisense
chr4	ENSPPYG00000015182	SPOCK3	173314741	173766957	-	MER30	173353040	173353259	-	Sense
chr4	ENSPPYG00000015182	SPOCK3	173314741	173766957	-	HAL1	173353261	173353735	+	Antisense
chr4	ENSPPYG00000015182	SPOCK3	173314741	173766957	-	L2a	173349783	173350118	-	Sense
chr4	ENSPPYG00000015185	DDX60L	174977212	175100547	-	MIRb	175091616	175091817	-	Sense
chr4	ENSPPYG00000015210	FBXO8	181261457	181312028	-	MER58A	181265177	181265361	+	Antisense
chr4	ENSPPYG00000015210	FBXO8	181261457	181312028	-	L1MC	181264885	181265021	-	Sense
chr4	ENSPPYG00000015210	FBXO8	181261457	181312028	-	MIRc	181304505	181304658	+	Antisense
chr4	ENSPPYG00000015210	FBXO8	181261457	181312028	-	L2c	181265494	181265601	+	Antisense
chr4	ENSPPYG00000015210	FBXO8	181261457	181312028	-	AluSg	181303908	181304200	-	Sense
chr4	ENSPPYG00000015210	FBXO8	181261457	181312028	-	AluSc	181304242	181304313	-	Sense
chr4	ENSPPYG00000015211	CEP44	181311048	181341983	+	MIR	181337221	181337453	-	Antisense
chr4	ENSPPYG00000015211	CEP44	181311048	181341983	+	MIRc	181327847	181327915	-	Antisense
chr4	ENSPPYG00000015216	SPATA4	183401653	183412453	-	L3	183410424	183410483	+	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	Charlie1b	38386431	38386635	+	Sense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	AluY	38412617	38412919	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L2c	38384729	38384951	+	Sense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L1MA6	38413249	38413467	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MER2	38413467	38413772	+	Sense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L2a	38413778	38413888	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L1ME3A	38415096	38415648	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	THE1B	38425368	38425720	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MLT-int	38425722	38427269	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	THE1B	38427269	38427622	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	THE1C	38427670	38427723	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MLT1H2	38427827	38427941	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	FAM	38428002	38428181	+	Sense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MLT1A	38412482	38412617	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MER82	38428833	38429283	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MLT1A	38412919	38412963	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MER82	38429589	38429738	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	AluSx	38429916	38430219	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L1PREC2	38430219	38430538	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	AluSg	38431213	38431505	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L1M2	38431507	38433241	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	AluSx	38388072	38388366	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	LTR41	38409010	38409635	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MER3	38410985	38411050	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	AluY	38411050	38411366	+	Sense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MER3	38411366	38411494	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MLT1H	38428509	38428644	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	AluSx	38411582	38411880	+	Sense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	AluSx	38429283	38429589	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L2c	38384379	38384629	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	MLT1A	38411514	38411581	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L1MC5	38387478	38387614	-	Antisense
chr5	ENSPPYG00000015408	WDR70	38326708	38692769	+	L1MC5	38387711	38387911	-	Antisense
