chr	start	end	peak_id	score	strand	signal_value	p_value	q_value	length	peak_center	peak_strength	signal_category
chr13	51749613	51750173	macs3_results/Chimp_Judith_peak_4578	27	.	1.70254	2.70379	0.820493	699	51749962.5	Weak	Low
chr13	51971905	51972502	macs3_results/Chimp_Judith_peak_4580	20	.	1.64634	2.0261	0.438796	468	51972139	Weak	Low
chr13	51976994	51977817	macs3_results/Chimp_Judith_peak_4581	48	.	2.27352	4.80412	2.01619	1241	51977614.5	Weak	Low
chr13	51976994	51977817	macs3_results/Chimp_Judith_peak_4581	48	.	2.27352	4.80412	2.01619	1241	51977614.5	Weak	Low
chr13	51989051	51989271	macs3_results/Chimp_Judith_peak_4582	36	.	2.03833	3.64447	1.3244	490	51989296	Weak	Low
chr13	52318411	52319447	macs3_results/Chimp_Judith_peak_4585	53	.	2.36125	5.38182	2.41812	1334	52319078	Weak	Low
chr13	54286311	54286898	macs3_results/Chimp_Judith_peak_4592	74	.	2.7439	7.49199	3.86885	654	54286638	Weak	Low
chr13	55196246	55197279	macs3_results/Chimp_Judith_peak_4600	29	.	1.88153	2.94746	0.929844	494	55196493	Weak	Low
chr13	55432473	55433548	macs3_results/Chimp_Judith_peak_4603	40	.	2.11672	4.01628	1.54274	526	55432736	Weak	Low
chr13	56735838	56736126	macs3_results/Chimp_Judith_peak_4623	44	.	2.19512	4.40297	1.77013	598	56736137	Weak	Low
chr13	58644408	58645408	macs3_results/Chimp_Judith_peak_4638	56	.	2.43031	5.64808	2.55795	859	58644837.5	Weak	Low
chr13	58644408	58645408	macs3_results/Chimp_Judith_peak_4638	56	.	2.43031	5.64808	2.55795	859	58644837.5	Weak	Low
chr13	59595059	59596001	macs3_results/Chimp_Judith_peak_4653	23	.	1.72474	2.31594	0.589454	923	59595520.5	Weak	Low
chr13	59606680	59607751	macs3_results/Chimp_Judith_peak_4655	48	.	2.14865	4.86204	2.06661	975	59607167.5	Weak	Low
chr13	59606680	59607751	macs3_results/Chimp_Judith_peak_4655	48	.	2.14865	4.86204	2.06661	975	59607167.5	Weak	Low
chr13	59683322	59683932	macs3_results/Chimp_Judith_peak_4659	45	.	2.14144	4.51987	1.87051	827	59683735.5	Weak	Low
chr13	59703553	59704497	macs3_results/Chimp_Judith_peak_4660	44	.	2.03826	4.47913	1.83786	858	59703982	Weak	Low
chr13	60236131	60237131	macs3_results/Chimp_Judith_peak_4665	52	.	2.35191	5.21929	2.27892	671	60236466.5	Weak	Low
chr13	61895493	61896680	macs3_results/Chimp_Judith_peak_4684	36	.	2.03833	3.64447	1.3244	520	61895753	Weak	Low
chr13	61895493	61896680	macs3_results/Chimp_Judith_peak_4684	36	.	2.03833	3.64447	1.3244	520	61895753	Weak	Low
chr13	62029438	62030089	macs3_results/Chimp_Judith_peak_4689	56	.	2.3526	5.60092	2.55795	539	62029707.5	Weak	Low
chr13	62217227	62219589	macs3_results/Chimp_Judith_peak_4697a	31	.	1.89607	3.15061	1.09905	675	62217564.5	Weak	Low
chr13	62217227	62219589	macs3_results/Chimp_Judith_peak_4697a	31	.	1.89607	3.15061	1.09905	675	62217564.5	Weak	Low
chr13	62217227	62219589	macs3_results/Chimp_Judith_peak_4697b	43	.	2.15725	4.37122	1.77013	1286	62217870	Weak	Low
chr13	62217227	62219589	macs3_results/Chimp_Judith_peak_4697b	43	.	2.15725	4.37122	1.77013	1286	62217870	Weak	Low
chr13	62574115	62575170	macs3_results/Chimp_Judith_peak_4711	79	.	2.8223	7.98345	4.25539	985	62574607.5	Weak	Low
chr13	62719327	62719386	macs3_results/Chimp_Judith_peak_4715	20	.	1.64634	2.0261	0.438796	458	62719556	Weak	Low
chr13	62729883	62731271	macs3_results/Chimp_Judith_peak_4716a	52	.	2.35191	5.21929	2.27892	598	62730182	Weak	Low
chr13	62729883	62731271	macs3_results/Chimp_Judith_peak_4716a	52	.	2.35191	5.21929	2.27892	598	62730182	Weak	Low
chr13	62729883	62731271	macs3_results/Chimp_Judith_peak_4716b	79	.	2.8223	7.98345	4.25539	1806	62730786	Weak	Low
chr13	62729883	62731271	macs3_results/Chimp_Judith_peak_4716b	79	.	2.8223	7.98345	4.25539	1806	62730786	Weak	Low
chr13	62846310	62847310	macs3_results/Chimp_Judith_peak_4719a	29	.	1.88153	2.94746	0.929844	528	62846574	Weak	Low
chr13	62846310	62847310	macs3_results/Chimp_Judith_peak_4719b	44	.	2.19512	4.40297	1.77013	1705	62847162.5	Weak	Low
chr13	63592031	63593043	macs3_results/Chimp_Judith_peak_4735	52	.	2.35191	5.21929	2.27892	1039	63592550.5	Weak	Low
chr13	63700676	63701192	macs3_results/Chimp_Judith_peak_4737	56	.	2.43031	5.64808	2.55795	490	63700921	Weak	Low
chr13	63981157	63981472	macs3_results/Chimp_Judith_peak_4740	48	.	2.27352	4.80412	2.01619	547	63981430.5	Weak	Low
chr13	64051556	64052126	macs3_results/Chimp_Judith_peak_4743	32	.	1.95993	3.28804	1.1188	633	64051872.5	Weak	Low
chr13	64654696	64655360	macs3_results/Chimp_Judith_peak_4753	44	.	2.19512	4.40297	1.77013	620	64655006	Weak	Low
chr13	65533125	65533696	macs3_results/Chimp_Judith_peak_4781	52	.	2.35191	5.21929	2.27892	716	65533483	Weak	Low
chr13	65873712	65875599	macs3_results/Chimp_Judith_peak_4788	60	.	2.50871	6.0901	2.85411	1654	65874539	Weak	Low
chr13	65878177	65879389	macs3_results/Chimp_Judith_peak_4789	74	.	2.73135	7.44083	3.86885	1120	65878737	Weak	Low
chr13	66479796	66480798	macs3_results/Chimp_Judith_peak_4802	60	.	2.50871	6.0901	2.85411	940	66480266	Weak	Low
chr13	66479616	66481131	macs3_results/Chimp_Judith_peak_4802	60	.	2.50871	6.0901	2.85411	940	66480086	Weak	Low
chr13	66941121	66941672	macs3_results/Chimp_Judith_peak_4814	48	.	2.27352	4.80412	2.01619	482	66941362	Weak	Low
chr13	67823603	67824539	macs3_results/Chimp_Judith_peak_4824	23	.	1.72474	2.31594	0.589454	540	67823873	Weak	Low
chr13	68538431	68538950	macs3_results/Chimp_Judith_peak_4834	23	.	1.72474	2.31594	0.589454	474	68538668	Weak	Low
chr13	69326103	69326355	macs3_results/Chimp_Judith_peak_4841	44	.	2.19512	4.40297	1.77013	928	69326567	Weak	Low
chr13	69821862	69821969	macs3_results/Chimp_Judith_peak_4845	40	.	2.11672	4.01628	1.54274	479	69822101.5	Weak	Low
chr13	69821511	69821969	macs3_results/Chimp_Judith_peak_4845	40	.	2.11672	4.01628	1.54274	479	69821750.5	Weak	Low
chr13	69876243	69877243	macs3_results/Chimp_Judith_peak_4846	44	.	2.19512	4.40297	1.77013	485	69876485.5	Weak	Low
chr13	69889692	69890751	macs3_results/Chimp_Judith_peak_4847	79	.	2.8223	7.98345	4.25539	832	69890108	Weak	Low
chr13	70092466	70092899	macs3_results/Chimp_Judith_peak_4852	56	.	2.43031	5.64808	2.55795	502	70092717	Weak	Low
chr13	70237220	70238309	macs3_results/Chimp_Judith_peak_4855	95	.	3.05749	9.52608	5.57326	749	70237594.5	Weak	Low
chr13	71104721	71105189	macs3_results/Chimp_Judith_peak_4871	48	.	2.27352	4.80412	2.01619	587	71105014.5	Weak	Low
chr13	72877147	72878177	macs3_results/Chimp_Judith_peak_4892	60	.	2.46303	6.04915	2.85411	523	72877408.5	Weak	Low
chr13	73758263	73759422	macs3_results/Chimp_Judith_peak_4899	48	.	2.27352	4.80412	2.01619	586	73758556	Weak	Low
chr13	73848589	73849089	macs3_results/Chimp_Judith_peak_4900	60	.	2.50871	6.0901	2.85411	657	73848917.5	Weak	Low
chr13	73919571	73920156	macs3_results/Chimp_Judith_peak_4902	53	.	2.326	5.36856	2.41104	492	73919817	Weak	Low
chr13	75311429	75311775	macs3_results/Chimp_Judith_peak_4911	59	.	2.47985	5.97727	2.84142	825	75311841.5	Weak	Low
chr13	75499496	75500546	macs3_results/Chimp_Judith_peak_4916	52	.	2.35191	5.21929	2.27892	611	75499801.5	Weak	Low
chr13	75589166	75589349	macs3_results/Chimp_Judith_peak_4919	42	.	2.07699	4.26354	1.74902	474	75589403	Weak	Low
chr13	76250533	76251548	macs3_results/Chimp_Judith_peak_4923	56	.	2.43031	5.64808	2.55795	575	76250820.5	Weak	Low
chr13	76992184	76993547	macs3_results/Chimp_Judith_peak_4933	35	.	1.98853	3.55976	1.3244	1014	76992691	Weak	Low
chr13	77005669	77006683	macs3_results/Chimp_Judith_peak_4934	55	.	2.40235	5.54057	2.55442	479	77005908.5	Weak	Low
chr13	77059229	77060559	macs3_results/Chimp_Judith_peak_4935	62	.	2.41199	6.23993	2.98704	499	77059478.5	Weak	Low
chr13	77059229	77060559	macs3_results/Chimp_Judith_peak_4935	62	.	2.41199	6.23993	2.98704	499	77059478.5	Weak	Low
chr13	77193814	77194842	macs3_results/Chimp_Judith_peak_4939	35	.	1.92872	3.58867	1.3244	484	77194056	Weak	Low
chr13	77193814	77194842	macs3_results/Chimp_Judith_peak_4939	35	.	1.92872	3.58867	1.3244	484	77194056	Weak	Low
chr13	77238860	77239955	macs3_results/Chimp_Judith_peak_4941	27	.	1.72957	2.74968	0.861072	803	77239261.5	Weak	Low
chr13	77238860	77239955	macs3_results/Chimp_Judith_peak_4941	27	.	1.72957	2.74968	0.861072	803	77239261.5	Weak	Low
chr13	77293010	77294041	macs3_results/Chimp_Judith_peak_4942	46	.	1.88843	4.64588	1.97764	630	77293325	Weak	Low
chr13	77366875	77367214	macs3_results/Chimp_Judith_peak_4943	29	.	1.57987	2.96248	0.942285	1279	77367514.5	Weak	Low
chr13	77670668	77671876	macs3_results/Chimp_Judith_peak_4949	58	.	2.42242	5.88505	2.76261	567	77670951.5	Weak	Low
chr13	77767160	77767967	macs3_results/Chimp_Judith_peak_4951	26	.	1.80313	2.62325	0.751142	528	77767424	Weak	Low
chr13	79013669	79014562	macs3_results/Chimp_Judith_peak_4974	44	.	2.19512	4.40297	1.77013	639	79013988.5	Weak	Low
chr13	79311625	79312149	macs3_results/Chimp_Judith_peak_4981	29	.	1.88153	2.94746	0.929844	500	79311875	Weak	Low
chr13	79321787	79322787	macs3_results/Chimp_Judith_peak_4983	100	.	3.13589	10.0621	6.05685	1689	79322631.5	Weak	Low
chr13	79361020	79361154	macs3_results/Chimp_Judith_peak_4985	31	.	1.80532	3.17292	1.1188	593	79361316.5	Weak	Low
chr13	79360154	79360679	macs3_results/Chimp_Judith_peak_4985	31	.	1.80532	3.17292	1.1188	593	79360450.5	Weak	Low
chr13	79386829	79387440	macs3_results/Chimp_Judith_peak_4986	34	.	1.80249	3.4296	1.24229	465	79387061.5	Weak	Low
chr13	79549134	79550371	macs3_results/Chimp_Judith_peak_4987	56	.	2.2133	5.69421	2.59942	469	79549368.5	Weak	Low
chr13	79559990	79561326	macs3_results/Chimp_Judith_peak_4989	44	.	2.19512	4.40297	1.77013	822	79560401	Weak	Low
chr13	79559990	79561326	macs3_results/Chimp_Judith_peak_4989	44	.	2.19512	4.40297	1.77013	822	79560401	Weak	Low
chr13	80017323	80018328	macs3_results/Chimp_Judith_peak_4996	40	.	2.11672	4.01628	1.54274	497	80017571.5	Weak	Low
chr13	81185560	81186788	macs3_results/Chimp_Judith_peak_5014	79	.	2.8223	7.98345	4.25539	814	81185967	Weak	Low
chr13	81437788	81437819	macs3_results/Chimp_Judith_peak_5019	65	.	2.58711	6.54499	3.17003	668	81438122	Weak	Low
chr13	81791885	81792885	macs3_results/Chimp_Judith_peak_5024	48	.	2.27352	4.80412	2.01619	584	81792177	Weak	Low
chr13	82387506	82388050	macs3_results/Chimp_Judith_peak_5034a	29	.	1.88153	2.94746	0.929844	498	82387755	Weak	Low
chr13	82387506	82388050	macs3_results/Chimp_Judith_peak_5034b	36	.	2.03833	3.64447	1.3244	1261	82388136.5	Weak	Low
chr13	83469936	83470978	macs3_results/Chimp_Judith_peak_5048	32	.	1.95993	3.28804	1.1188	490	83470181	Weak	Low
chr13	83469936	83470978	macs3_results/Chimp_Judith_peak_5048	32	.	1.95993	3.28804	1.1188	490	83470181	Weak	Low
chr13	83529335	83530041	macs3_results/Chimp_Judith_peak_5050	40	.	2.11672	4.01628	1.54274	555	83529612.5	Weak	Low
chr13	84412299	84413284	macs3_results/Chimp_Judith_peak_5062	36	.	2.03833	3.64447	1.3244	699	84412648.5	Weak	Low
chr13	85863998	85864284	macs3_results/Chimp_Judith_peak_5081	70	.	2.6655	7.0124	3.50578	657	85864326.5	Weak	Low
chr13	86596452	86596796	macs3_results/Chimp_Judith_peak_5088	36	.	2.03833	3.64447	1.3244	792	86596848	Weak	Low
chr13	86979925	86980325	macs3_results/Chimp_Judith_peak_5092	60	.	2.42389	6.02472	2.85411	490	86980170	Weak	Low
chr13	87868462	87869071	macs3_results/Chimp_Judith_peak_5098	40	.	2.11672	4.01628	1.54274	488	87868706	Weak	Low
chr13	87868855	87869539	macs3_results/Chimp_Judith_peak_5098	40	.	2.11672	4.01628	1.54274	488	87869099	Weak	Low
chr13	89120341	89121345	macs3_results/Chimp_Judith_peak_5118	111	.	3.29268	11.1655	7.08472	775	89120728.5	Strong	Low
chr13	89634573	89635276	macs3_results/Chimp_Judith_peak_5126	26	.	1.80313	2.62325	0.751142	487	89634816.5	Weak	Low
chr13	90554157	90554794	macs3_results/Chimp_Judith_peak_5138	32	.	1.95993	3.28804	1.1188	1098	90554706	Weak	Low
chr13	90736184	90736790	macs3_results/Chimp_Judith_peak_5140	36	.	2.03833	3.64447	1.3244	709	90736538.5	Weak	Low
chr13	91487765	91488095	macs3_results/Chimp_Judith_peak_5154	44	.	2.08546	4.49279	1.84854	530	91488030	Weak	Low
chr13	91502867	91503883	macs3_results/Chimp_Judith_peak_5155	42	.	2.13583	4.29095	1.7696	857	91503295.5	Weak	Low
chr13	91555286	91555738	macs3_results/Chimp_Judith_peak_5158	42	.	2.13583	4.29095	1.7696	757	91555664.5	Weak	Low
chr13	91628981	91629517	macs3_results/Chimp_Judith_peak_5159	31	.	1.90424	3.10038	1.05688	483	91629222.5	Weak	Low
chr13	91628981	91629517	macs3_results/Chimp_Judith_peak_5159	31	.	1.90424	3.10038	1.05688	483	91629222.5	Weak	Low
chr13	95864919	95865380	macs3_results/Chimp_Judith_peak_5179	65	.	2.58433	6.534	3.17003	707	95865272.5	Weak	Low
chr13	96144957	96145433	macs3_results/Chimp_Judith_peak_5182	29	.	1.88153	2.94746	0.929844	471	96145192.5	Weak	Low
chr13	96213613	96213756	macs3_results/Chimp_Judith_peak_5184	34	.	1.98041	3.44384	1.2498	673	96213949.5	Weak	Low
chr13	96225208	96225775	macs3_results/Chimp_Judith_peak_5185	52	.	2.35191	5.21929	2.27892	511	96225463.5	Weak	Low
chr13	97114264	97114868	macs3_results/Chimp_Judith_peak_5190	32	.	1.95993	3.28804	1.1188	642	97114585	Weak	Low
chr13	99479561	99480248	macs3_results/Chimp_Judith_peak_5204	56	.	2.1615	5.65586	2.56436	509	99479815.5	Weak	Low
chr13	99483014	99484014	macs3_results/Chimp_Judith_peak_5205	52	.	2.24422	5.26977	2.32463	535	99483281.5	Weak	Low
chr13	101795114	101796114	macs3_results/Chimp_Judith_peak_5219	36	.	2.03833	3.64447	1.3244	537	101795382.5	Weak	Low
chr13	101926351	101927358	macs3_results/Chimp_Judith_peak_5222	46	.	2.20948	4.67765	2.0029	731	101926716.5	Weak	Low
chr13	102955046	102956047	macs3_results/Chimp_Judith_peak_5224	49	.	2.21052	4.90418	2.10325	682	102955387	Weak	Low
chr13	104148429	104149060	macs3_results/Chimp_Judith_peak_5231	31	.	1.90424	3.10038	1.05688	485	104148671.5	Weak	Low
chr13	104321348	104322333	macs3_results/Chimp_Judith_peak_5234	44	.	2.19512	4.40297	1.77013	571	104321633.5	Weak	Low
chr13	104334353	104334836	macs3_results/Chimp_Judith_peak_5235	23	.	1.72474	2.31594	0.589454	739	104334722.5	Weak	Low
chr13	105474320	105474801	macs3_results/Chimp_Judith_peak_5243	56	.	2.43031	5.64808	2.55795	535	105474587.5	Weak	Low
chr13	108439789	108440410	macs3_results/Chimp_Judith_peak_5265	63	.	2.50408	6.35618	3.08334	530	108440054	Weak	Low
chr13	108439789	108440410	macs3_results/Chimp_Judith_peak_5265	63	.	2.50408	6.35618	3.08334	530	108440054	Weak	Low
chr13	113273825	113274855	macs3_results/Chimp_Judith_peak_5278	59	.	2.43043	5.91751	2.78918	577	113274113.5	Weak	Low
chr13_GL392075_random	69694	70037	macs3_results/Chimp_Judith_peak_5281	48	.	2.27352	4.80412	2.01619	608	69998	Weak	Low
chr13_GL392075_random	733383	734853	macs3_results/Chimp_Judith_peak_5285	34	.	1.9342	3.4469	1.24992	913	733839.5	Weak	Low
chr13_GL392075_random	783504	783715	macs3_results/Chimp_Judith_peak_5288	56	.	2.43031	5.64808	2.55795	715	783861.5	Weak	Low
chr13_GL392075_random	804131	805215	macs3_results/Chimp_Judith_peak_5289	95	.	3.05749	9.52608	5.57326	1288	804775	Weak	Low
chr13_GL392075_random	1715386	1716297	macs3_results/Chimp_Judith_peak_5295	58	.	2.35207	5.85098	2.73283	760	1715766	Weak	Low
chr13_GL392075_random	2024730	2025859	macs3_results/Chimp_Judith_peak_5297	29	.	1.67324	2.96204	0.941861	1243	2025351.5	Weak	Low
chr13_GL392075_random	2024730	2025859	macs3_results/Chimp_Judith_peak_5297	29	.	1.67324	2.96204	0.941861	1243	2025351.5	Weak	Low
chr13_GL392075_random	2053941	2054827	macs3_results/Chimp_Judith_peak_5299	42	.	1.90702	4.20756	1.70088	560	2054221	Weak	Low
chr13_GL392075_random	2053941	2054827	macs3_results/Chimp_Judith_peak_5299	42	.	1.90702	4.20756	1.70088	560	2054221	Weak	Low
chr13_GL392075_random	2072750	2074188	macs3_results/Chimp_Judith_peak_5301a	58	.	2.21914	5.83379	2.71721	564	2073032	Weak	Low
chr13_GL392075_random	2072750	2074188	macs3_results/Chimp_Judith_peak_5301b	30	.	1.75346	3.02633	0.997111	2922	2074211	Weak	Low
chr13_GL392075_random	2377105	2377596	macs3_results/Chimp_Judith_peak_5308	43	.	2.00161	4.31649	1.77013	468	2377339	Weak	Low
chr13_GL392075_random	2733916	2734490	macs3_results/Chimp_Judith_peak_5314	41	.	2.13274	4.17622	1.6721	1350	2734591	Weak	Low
chr13_GL392075_random	2754355	2755438	macs3_results/Chimp_Judith_peak_5316	49	.	2.29293	4.99605	2.17986	771	2754740.5	Weak	Low
chr13_GL392075_random	2949226	2949759	macs3_results/Chimp_Judith_peak_5320	35	.	1.94299	3.56196	1.3244	526	2949489	Weak	Low
chr13_GL392075_random	2960683	2962379	macs3_results/Chimp_Judith_peak_5321	38	.	1.86241	3.84313	1.49003	795	2961080.5	Weak	Low
chr13_GL392075_random	2972476	2972525	macs3_results/Chimp_Judith_peak_5322	41	.	2.12547	4.1497	1.65315	442	2972697	Weak	Low
chr13_GL392075_random	2977714	2978273	macs3_results/Chimp_Judith_peak_5323a	72	.	2.65138	7.26963	3.73254	825	2978126.5	Weak	Low
chr13_GL392075_random	2976901	2977901	macs3_results/Chimp_Judith_peak_5323a	72	.	2.65138	7.26963	3.73254	825	2977313.5	Weak	Low
chr13_GL392075_random	2977714	2978273	macs3_results/Chimp_Judith_peak_5323b	37	.	2.00328	3.79085	1.44902	1926	2978677	Weak	Low
chr13_GL392075_random	2976901	2977901	macs3_results/Chimp_Judith_peak_5323b	37	.	2.00328	3.79085	1.44902	1926	2977864	Weak	Low
chr13_GL392075_random	3133902	3134774	macs3_results/Chimp_Judith_peak_5329	33	.	1.91871	3.30958	1.13863	452	3134128	Weak	Low
chr13_GL392075_random	3212435	3213040	macs3_results/Chimp_Judith_peak_5330	32	.	1.95993	3.28804	1.1188	507	3212688.5	Weak	Low
chr13_GL392075_random	3275142	3276155	macs3_results/Chimp_Judith_peak_5331	49	.	2.21052	4.90418	2.10325	862	3275573	Weak	Low
chr13_GL392075_random	4496689	4497703	macs3_results/Chimp_Judith_peak_5339	40	.	2.11672	4.01628	1.54274	654	4497016	Weak	Low
chr13_GL392075_random	4680212	4680582	macs3_results/Chimp_Judith_peak_5341a	36	.	2.03833	3.64447	1.3244	766	4680595	Weak	Low
chr13_GL392075_random	4680212	4680582	macs3_results/Chimp_Judith_peak_5341b	26	.	1.80313	2.62325	0.751142	1128	4680776	Weak	Low
chr13_GL392075_random	6336784	6337940	macs3_results/Chimp_Judith_peak_5354	48	.	2.27352	4.80412	2.01619	769	6337168.5	Weak	Low
chr13_GL392075_random	6555605	6556132	macs3_results/Chimp_Judith_peak_5356	54	.	2.20669	5.44174	2.47061	584	6555897	Weak	Low
chr13_GL392075_random	6957248	6957552	macs3_results/Chimp_Judith_peak_5360	49	.	2.28508	4.96624	2.15325	754	6957625	Weak	Low
chr13_GL392075_random	7242250	7243250	macs3_results/Chimp_Judith_peak_5362	32	.	1.95993	3.28804	1.1188	496	7242498	Weak	Low
chr13_GL392075_random	7242250	7243250	macs3_results/Chimp_Judith_peak_5362	32	.	1.95993	3.28804	1.1188	496	7242498	Weak	Low
chr13_GL392075_random	7242250	7243250	macs3_results/Chimp_Judith_peak_5362	32	.	1.95993	3.28804	1.1188	496	7242498	Weak	Low
chr13_GL392075_random	7242250	7243250	macs3_results/Chimp_Judith_peak_5362	32	.	1.95993	3.28804	1.1188	496	7242498	Weak	Low
chr13_GL392075_random	7242250	7243250	macs3_results/Chimp_Judith_peak_5362	32	.	1.95993	3.28804	1.1188	496	7242498	Weak	Low
chr13_GL392075_random	7244224	7245320	macs3_results/Chimp_Judith_peak_5363	29	.	1.88153	2.94746	0.929844	469	7244458.5	Weak	Low
chr13_GL392075_random	7244224	7245320	macs3_results/Chimp_Judith_peak_5363	29	.	1.88153	2.94746	0.929844	469	7244458.5	Weak	Low
chr13_GL392075_random	7244224	7245320	macs3_results/Chimp_Judith_peak_5363	29	.	1.88153	2.94746	0.929844	469	7244458.5	Weak	Low
chr13_GL392075_random	7244224	7245320	macs3_results/Chimp_Judith_peak_5363	29	.	1.88153	2.94746	0.929844	469	7244458.5	Weak	Low
chr13_GL392075_random	7244224	7245320	macs3_results/Chimp_Judith_peak_5363	29	.	1.88153	2.94746	0.929844	469	7244458.5	Weak	Low
chr14	18737758	18738369	macs3_results/Chimp_Judith_peak_5365	48	.	2.27352	4.80412	2.01619	857	18738186.5	Weak	Low
chr14	18769175	18771152	macs3_results/Chimp_Judith_peak_5368a	65	.	2.58711	6.54499	3.17003	681	18769515.5	Weak	Low
chr14	18769175	18771152	macs3_results/Chimp_Judith_peak_5368b	30	.	1.82118	3.02877	0.997769	1797	18770073.5	Weak	Low
chr14	19532179	19532761	macs3_results/Chimp_Judith_peak_5378	110	.	2.58633	11.0343	6.9702	806	19532582	Strong	Low
chr14	20069878	20070151	macs3_results/Chimp_Judith_peak_5385	52	.	2.35191	5.21929	2.27892	505	20070130.5	Weak	Low
chr14	20087956	20089922	macs3_results/Chimp_Judith_peak_5386	244	.	3.65371	24.4402	19.9915	1282	20088597	Strong	Low
chr14	20088893	20089912	macs3_results/Chimp_Judith_peak_5386	244	.	3.65371	24.4402	19.9915	1282	20089534	Strong	Low
chr14	21477665	21478647	macs3_results/Chimp_Judith_peak_5391	30	.	1.68425	3.06698	1.03194	646	21477988	Weak	Low
chr14	27220793	27221888	macs3_results/Chimp_Judith_peak_5408	52	.	2.35191	5.21929	2.27892	1118	27221352	Weak	Low
chr14	29410354	29411311	macs3_results/Chimp_Judith_peak_5425	44	.	2.19512	4.40297	1.77013	467	29410587.5	Weak	Low
chr14	29446938	29447948	macs3_results/Chimp_Judith_peak_5426	35	.	1.90499	3.57409	1.3244	831	29447353.5	Weak	Low
chr14	29516165	29517184	macs3_results/Chimp_Judith_peak_5429	40	.	2.11672	4.01628	1.54274	555	29516442.5	Weak	Low
chr14	29871615	29872208	macs3_results/Chimp_Judith_peak_5443	36	.	1.91361	3.68795	1.35779	460	29871845	Weak	Low
chr14	29871615	29872208	macs3_results/Chimp_Judith_peak_5443	36	.	1.91361	3.68795	1.35779	460	29871845	Weak	Low
chr14	33684994	33685415	macs3_results/Chimp_Judith_peak_5465	56	.	2.43031	5.64808	2.55795	617	33685302.5	Weak	Low
chr14	34111975	34112874	macs3_results/Chimp_Judith_peak_5470	44	.	2.19512	4.40297	1.77013	498	34112224	Weak	Low
chr14	34573045	34573762	macs3_results/Chimp_Judith_peak_5473	44	.	2.19512	4.40297	1.77013	590	34573340	Weak	Low
chr14	34632530	34633637	macs3_results/Chimp_Judith_peak_5477	44	.	2.19512	4.40297	1.77013	525	34632792.5	Weak	Low
chr14	36505355	36507314	macs3_results/Chimp_Judith_peak_5493	325	.	5.72299	32.553	27.9832	1445	36506077.5	Strong	High
chr14	38054845	38055245	macs3_results/Chimp_Judith_peak_5498	82	.	2.79868	8.22921	4.47787	922	38055306	Weak	Low
chr14	38055413	38056329	macs3_results/Chimp_Judith_peak_5498	82	.	2.79868	8.22921	4.47787	922	38055874	Weak	Low
chr14	38058147	38058531	macs3_results/Chimp_Judith_peak_5499	48	.	2.27352	4.80412	2.01619	914	38058604	Weak	Low
chr14	38057055	38058505	macs3_results/Chimp_Judith_peak_5499	48	.	2.27352	4.80412	2.01619	914	38057512	Weak	Low
chr14	38302798	38303880	macs3_results/Chimp_Judith_peak_5502	20	.	1.64634	2.0261	0.438796	676	38303136	Weak	Low
chr14	38318096	38318743	macs3_results/Chimp_Judith_peak_5503	65	.	2.58711	6.54499	3.17003	776	38318484	Weak	Low
chr14	39054104	39054921	macs3_results/Chimp_Judith_peak_5514	48	.	2.27352	4.80412	2.01619	631	39054419.5	Weak	Low
chr14	41532291	41532975	macs3_results/Chimp_Judith_peak_5550	36	.	2.03833	3.64447	1.3244	588	41532585	Weak	Low
chr14	41592064	41592441	macs3_results/Chimp_Judith_peak_5552	48	.	2.27352	4.80412	2.01619	1372	41592750	Weak	Low
chr14	42239832	42240754	macs3_results/Chimp_Judith_peak_5563a	26	.	1.80313	2.62325	0.751142	524	42240094	Weak	Low
chr14	42239832	42240754	macs3_results/Chimp_Judith_peak_5563b	36	.	2.03833	3.64447	1.3244	812	42240238	Weak	Low
chr14	42890581	42891462	macs3_results/Chimp_Judith_peak_5567	44	.	2.19512	4.40297	1.77013	799	42890980.5	Weak	Low
chr14	43821335	43822160	macs3_results/Chimp_Judith_peak_5568	32	.	1.93408	3.28291	1.1188	495	43821582.5	Weak	Low
chr14	43821335	43822160	macs3_results/Chimp_Judith_peak_5568	32	.	1.93408	3.28291	1.1188	495	43821582.5	Weak	Low
chr14	44099372	44100497	macs3_results/Chimp_Judith_peak_5571a	31	.	1.91736	3.14462	1.09357	506	44099625	Weak	Low
chr14	44099372	44100497	macs3_results/Chimp_Judith_peak_5571b	35	.	2.02191	3.5877	1.3244	1917	44100330.5	Weak	Low
chr14	47962449	47962526	macs3_results/Chimp_Judith_peak_5609	56	.	2.43031	5.64808	2.55795	630	47962764	Weak	Low
chr14	49246958	49247647	macs3_results/Chimp_Judith_peak_5620	53	.	1.92208	5.30927	2.35758	700	49247308	Weak	Low
chr14	49363760	49364949	macs3_results/Chimp_Judith_peak_5621	38	.	2.04863	3.86844	1.51318	556	49364038	Weak	Low
chr14	49364623	49364949	macs3_results/Chimp_Judith_peak_5621	38	.	2.04863	3.86844	1.51318	556	49364901	Weak	Low
chr14	50835563	50836520	macs3_results/Chimp_Judith_peak_5637	55	.	2.21297	5.5816	2.55795	576	50835851	Weak	Low
chr14	50835563	50836520	macs3_results/Chimp_Judith_peak_5637	55	.	2.21297	5.5816	2.55795	576	50835851	Weak	Low
chr14	50939802	50940327	macs3_results/Chimp_Judith_peak_5638a	27	.	1.77948	2.74437	0.856221	497	50940050.5	Weak	Low
