chr	start	end	peak_id	score	strand	signal_value	p_value	q_value	length	peak_center	peak_strength	signal_category
chr10	19439565	19442359	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19457165	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19457165	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19461183	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19470302	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19474869	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19474869	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19478741	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19495278	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19484614	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19487899	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19487899	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19487899	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19491658	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19499357	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19431378	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19431378	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19465337	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19495668	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960m	2514	.	14.5982	251.491	246.805	35200	19495668	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19424299.5	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19425621.5	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19435110.5	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19441520.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19445422.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19445422.5	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19453174.5	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19454066.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19458832.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19458832.5	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19462850.5	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19471969.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19476536.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19476536.5	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19480408.5	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19496945.5	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19486281.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19489566.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19489566.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19489566.5	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19493325.5	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19501024.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19433045.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19433045.5	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19467004.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19497335.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960n	3101	.	14.0518	310.187	305.306	38535	19497335.5	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19425335	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19426657	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19436146	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19442556	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19446458	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19446458	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19454210	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19455102	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19459868	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19459868	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19463886	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19473005	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19477572	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19477572	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19481444	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19497981	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19487317	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19490602	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19490602	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19490602	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19494361	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19502060	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19434081	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19434081	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19468040	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19498371	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960o	3284	.	15.2908	328.409	323.453	40606	19498371	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19426922.5	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19428244.5	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19437733.5	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19444143.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19448045.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19448045.5	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19455797.5	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19456689.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19461455.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19461455.5	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19465473.5	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19474592.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19479159.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19479159.5	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19483031.5	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19499568.5	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19488904.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19492189.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19492189.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19492189.5	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19495948.5	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19503647.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19435668.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19435668.5	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19469627.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19499958.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960p	3451	.	18.0714	345.179	340.144	43781	19499958.5	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19428571.5	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19429893.5	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19439382.5	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19445792.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19449694.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19449694.5	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19457446.5	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19458338.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19463104.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19463104.5	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19467122.5	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19476241.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19480808.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19480808.5	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19484680.5	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19501217.5	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19490553.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19493838.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19493838.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19493838.5	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19497597.5	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19505296.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19437317.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19437317.5	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19471276.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19501607.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960q	3201	.	16.6544	320.102	315.181	47079	19501607.5	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19430743	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19432065	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19441554	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19447964	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19451866	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19451866	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19459618	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19460510	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19465276	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19465276	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19469294	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19478413	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19482980	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19482980	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19486852	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19503389	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19492725	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19496010	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19496010	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19496010	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19499769	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19507468	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19439489	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19439489	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19473448	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19503779	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960r	1770	.	11.3057	177.07	172.557	51422	19503779	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19431579.5	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19432901.5	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19442390.5	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19448800.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19452702.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19452702.5	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19460454.5	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19461346.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19466112.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19466112.5	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19470130.5	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19479249.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19483816.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19483816.5	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19487688.5	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19504225.5	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19493561.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19496846.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19496846.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19496846.5	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19500605.5	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19508304.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19440325.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19440325.5	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19474284.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19504615.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960s	3326	.	18.1821	332.656	327.678	53095	19504615.5	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19432432.5	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19433754.5	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19443243.5	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19449653.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19453555.5	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19453555.5	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19461307.5	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19462199.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19466965.5	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19466965.5	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19470983.5	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19480102.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19484669.5	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19484669.5	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19488541.5	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19505078.5	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19494414.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19497699.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19497699.5	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19497699.5	Strong	High
chr10	19474058	19476118	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19501458.5	Strong	High
chr10	19481757	19483276	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19509157.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19441178.5	Strong	High
chr10	19413778	19415304	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19441178.5	Strong	High
chr10	19447737	19448946	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19475137.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19505468.5	Strong	High
chr10	19478068	19481068	macs3_results/GM18558_peak_960t	2688	.	15.7424	268.881	264.142	54801	19505468.5	Strong	High
chr10	19405032	19406200	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19433404	Strong	High
chr10	19406354	19407579	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19434726	Strong	High
chr10	19415843	19417383	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19444215	Strong	High
chr10	19422253	19423833	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19450625	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19454527	Strong	High
chr10	19426155	19428711	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19454527	Strong	High
chr10	19433907	19434907	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19462279	Strong	High
chr10	19434799	19436048	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19463171	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19467937	Strong	High
chr10	19439565	19442359	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19467937	Strong	High
chr10	19443583	19444964	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19471955	Strong	High
chr10	19452702	19454186	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19481074	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19485641	Strong	High
chr10	19457269	19460045	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19485641	Strong	High
chr10	19461141	19462562	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19489513	Strong	High
chr10	19477678	19478699	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19506050	Strong	High
chr10	19467014	19468735	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19495386	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19498671	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19498671	Strong	High
chr10	19470299	19473319	macs3_results/GM18558_peak_960u	3148	.	17.4903	314.836	309.937	56744	19498671	Strong	High
