Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ATP5MC2	ATP5MC2	chr12	-	53437689	53449342	490.227295	1328.382690	2200.765137
CALCOCO1	CALCOCO1	chr12	-	53492482	53510024	8.784603	23.836718	39.490894
NFE2	NFE2	chr12	-	54075404	54084792	0.0	0.0	0.0
COPZ1	COPZ1	chr12	+	54107336	54133884	56.486076	153.061905	253.581528
BLOC1S1	BLOC1S1	chr12	+	55466200	55469874	46.614006	126.311287	209.263092
SARNP	SARNP	chr12	-	55507858	55569349	118.506119	321.119354	532.006531
DGKA	DGKA	chr12	+	55681507	55704241	36.465485	98.811546	163.703583
RAB5B	RAB5B	chr12	+	55724404	55746341	27.409389	74.271996	123.048286
SUOX	SUOX	chr12	+	55754087	55757941	1.832428	4.965382	8.226273
ERBB3	ERBB3	chr12	+	55837910	55860909	0.128280	0.347604	0.575884
PA2G4	PA2G4	chr12	+	55862541	55871671	137.478424	372.529144	617.178467
RPL41	RPL41	chr12	+	55874338	55875532	1369.508789	3710.996582	6148.101074
ESYT1	ESYT1	chr12	+	55885935	55902170	0.024054	0.065180	0.107985
DKFZP459B1226	DKFZP459B1226	chr12	+	55885941	55902172	52.474968	142.192886	235.574554
MYL6	MYL6	chr12	+	55918760	55922159	712.433777	1930.501953	3198.311035
SMARCC2	SMARCC2	chr12	-	55923923	55950313	42.217552	114.398094	189.526199
RNF41	RNF41	chr12	-	55965142	55992957	15.010093	40.673271	67.384430
COQ10A	COQ10A	chr12	+	56040198	56061478	4.864919	13.182608	21.839958
APOF	APOF	chr12	-	56136880	56139109	0.000000	0.000000	0.000000
PTGES3	PTGES3	chr12	-	56444004	56468354	218.105820	591.007446	979.136902
NACA	NACA	chr12	-	56500792	56514279	1642.152466	4449.786621	7372.073730
NEMP1	NEMP1	chr12	-	56868061	56891878	16.873409	45.722351	75.749374
STAT6	STAT6	chr12	-	56909151	56924969	76.788681	208.076447	344.725494
SHMT2	SHMT2	chr12	+	57042080	57047064	166.773514	451.910858	748.692200
R3HDM2	R3HDM2	chr12	-	57067341	57251730	21.945103	59.465263	98.517593
DCTN2	DCTN2	chr12	-	57348607	57365584	92.512024	250.682449	415.311920
KIF5A	KIF5A	chr12	+	57368605	57404285	0.058422	0.158308	0.262272
PIP4K2C	PIP4K2C	chr12	+	57412289	57425430	22.970383	62.243492	103.120361
DTX3	DTX3	chr12	+	57426626	57432305	22.144653	60.005989	99.413437
OS9	OS9	chr12	+	57524465	57552804	88.235977	239.095505	396.115540
TSPAN31	TSPAN31	chr12	+	57574237	57577454	24.211945	65.607788	108.694061
TAFA2	TAFA2	chr12	-	61714204	62208743	0.0	0.0	0.0
XPOT	XPOT	chr12	+	64437652	64481973	80.823769	219.010452	362.840118
TBC1D30	TBC1D30	chr12	+	64880172	64934073	0.081441	0.220683	0.365611
MSRB3	MSRB3	chr12	+	65361459	65547889	0.063636	0.172436	0.285679
TMBIM4	TMBIM4	chr12	-	66234907	66269646	16.463366	44.611244	73.908577
CAND1	CAND1	chr12	+	67455423	67498225	55.544994	150.511841	249.356750
MDM1	MDM1	chr12	-	68517261	68554971	3.939540	10.675082	17.685678
RAP1B	RAP1B	chr12	+	68893196	68906431	112.019829	303.543304	502.887817
MDM2	MDM2	chr12	+	69069021	69102354	38.457016	104.208061	172.644119
CPM	CPM	chr12	-	69115836	69201667	6.224627	16.867048	27.944061
CPSF6	CPSF6	chr12	+	69495501	69525785	75.625633	204.924911	339.504242
RAB3IP	RAB3IP	chr12	+	70011640	70081843	2.285674	57.095783	94.592018
CNOT2	CNOT2	chr12	+	70496031	70609184	24.563227	66.559669	110.271072
PTPRR	PTPRR	chr12	-	70907307	71159538	0.000000	0.000000	0.000000
TSPAN8	TSPAN8	chr12	-	71415157	71449076	0.0	0.0	0.0
THAP2	THAP2	chr12	+	71979590	71995936	1.288384	3.491170	5.783910
TMEM19	TMEM19	chr12	+	72001671	72017683	9.520611	25.798265	42.740639
TBC1D15	TBC1D15	chr12	+	72187529	72269984	21.297047	57.709209	95.608292
DKFZP459B1215	DKFZP459B1215	chr12	-	76541397	76579551	13.235852	35.865562	59.419376
NAP1L1	NAP1L1	chr12	-	76541397	76579459	736.628601	1996.063232	3306.928223
BBS10	BBS10	chr12	-	76820817	76824500	3.515564	9.526220	15.782329
OSBPL8	OSBPL8	chr12	-	76831816	76971840	22.614756	61.279839	101.523857
LOC100173798	LOC100173798	chr12	+	79209766	79355921	0.0	0.0	0.0
SYT1	SYT1	chr12	+	79383141	79979320	0.0	0.0	0.0
OTOGL	OTOGL	chr12	+	80709289	80888382	0.0	0.0	0.0
ACSS3	ACSS3	chr12	+	81619615	81803029	0.0	0.0	0.0
PPFIA2	PPFIA2	chr12	-	81805143	82138742	0.0	0.0	0.0
METTL25	METTL25	chr12	+	82804725	82919534	1.262760	3.421736	5.668877
SLC6A15	SLC6A15	chr12	-	85450585	85510678	0.0	0.0	0.0
C12H12orf29	C12H12orf29	chr12	+	88851588	88866204	3.797517	10.290238	17.048098
POC1B	POC1B	chr12	-	90284169	90399930	7.287352	19.746744	32.714928
LUM	LUM	chr12	-	92022507	92041180	0.0	0.0	0.0
NUDT4	NUDT4	chr12	+	94478637	94504065	64.753799	175.465195	290.697601
UBE2N	UBE2N	chr12	-	94510839	94544472	72.899658	197.538254	327.266602
MRPL42	MRPL42	chr12	+	94570474	94608062	21.885971	61.068241	101.173286
CRADD	CRADD	chr12	+	94781368	94961424	5.106529	13.837306	22.924612
TMCC3	TMCC3	chr12	-	95702967	95788169	6.401996	17.347670	28.740320
NR2C1	NR2C1	chr12	-	96162815	96219047	14.156641	38.360649	63.553051
VEZT	VEZT	chr12	+	96367874	96450223	45.622849	123.625519	204.813507
NTN4	NTN4	chr12	-	96839709	96975479	0.000000	0.000000	0.000000
LTA4H	LTA4H	chr12	-	97173205	97210113	85.113091	230.633347	382.096039
SLC25A3	SLC25A3	chr12	+	99851834	99860101	79.433441	215.243027	356.598541
ANKS1B	ANKS1B	chr12	-	100006770	100430172	0.0	0.0	0.0
PAH	PAH	chr12	-	104564173	104645140	0.0	0.0	0.0
HSP90B1	HSP90B1	chr12	+	105667776	105687938	352.263824	954.539246	1581.409180
C12H12orf73	C12H12orf73	chr12	-	105693572	105700520	2.899586	7.857090	13.017038
TXNRD1	TXNRD1	chr12	+	106082422	106161063	36.082355	97.773376	161.983612
WASHC4	WASHC4	chr12	+	106880587	106941780	34.588440	93.725266	155.277008
MTERF2	MTERF2	chr12	-	108740339	108750309	3.594214	9.739343	16.135414
PRDM4	PRDM4	chr12	-	109504188	109532505	14.634994	39.656853	65.700508
SART3	SART3	chr12	-	110291733	110330238	37.995720	102.958076	170.573227
DAO	DAO	chr12	+	110660555	110681843	0.0	0.0	0.0
SVOP	SVOP	chr12	-	110691663	110783734	0.0	0.0	0.0
UNG	UNG	chr12	+	110867415	110881463	7.812434	21.169573	35.072163
TCHP	TCHP	chr12	+	111679224	111697069	10.850461	29.401798	48.710701
IFT81	IFT81	chr12	+	111910131	112010269	3.962443	10.737144	17.788496
VPS29	VPS29	chr12	-	112278755	112289357	45.274242	122.680893	203.248520
ALDH2	ALDH2	chr12	+	113595070	113640803	14.096580	38.197899	63.283424
RPH3A	RPH3A	chr12	+	114723338	114842521	0.000000	0.000000	0.000000
OAS1	OAS1	chr12	+	114850478	114862309	0.0	0.0	0.0
RNFT2	RNFT2	chr12	+	118784408	118894619	1.232475	3.339672	5.532919
PEBP1	PEBP1	chr12	+	120245672	120256353	167.466827	453.789581	751.804626
TAOK3	TAOK3	chr12	-	120261681	120496900	19.809212	53.677582	88.929001
SUDS3	SUDS3	chr12	+	120500549	120542017	16.464203	44.613514	73.912331
HSPB8	HSPB8	chr12	+	121345633	121361849	0.0	0.0	0.0
DKFZP468M2420	DKFZP468M2420	chr12	+	121346096	121361850	0.0	0.0	0.0
PRKAB1	PRKAB1	chr12	+	121864525	121878121	33.541634	90.888710	150.577621
PXN	PXN	chr12	-	122386260	122445150	4.616557	12.509615	20.724993
NME2	NME2	chr12	+	122462687	122463326	177.725006	481.586487	797.856384
COQ5	COQ5	chr12	-	122717312	122745019	23.604380	63.961456	105.966560
ACADS	ACADS	chr12	+	122951191	122961589	14.171575	38.401115	63.620094
ANAPC5	ANAPC5	chr12	-	123584112	123629098	48.210545	130.637466	216.430389
RNF34	RNF34	chr12	+	123689250	123711530	18.699800	50.671375	83.948540
DKFZP459H1620	DKFZP459H1620	chr12	+	123689252	123711533	6.575004	17.816473	29.517000
CFAP251	CFAP251	chr12	+	124222378	124306807	0.562882	1.525257	2.526932
DIABLO	DIABLO	chr12	-	124541895	124560911	22.260401	60.319633	99.933052
ZCCHC8	ZCCHC8	chr12	-	124804947	124835400	23.067820	62.507523	103.557785
RSRC2	RSRC2	chr12	-	124839206	124860697	30.772919	83.386238	138.148071
DENR	DENR	chr12	+	125105585	125123053	34.768513	94.213211	156.085403
HIP1R	HIP1R	chr12	+	125207236	125222350	5.935123	16.082569	26.644398
EIF2B1	EIF2B1	chr12	-	126014856	126026539	47.244019	128.018448	212.091385
ZNF664	ZNF664	chr12	+	126381945	126431305	31.071989	84.196648	139.490707
GLT1D1	GLT1D1	chr12	+	131700663	131843762	0.979900	2.655263	4.399040
RAN	RAN	chr12	+	133795747	133800821	204.309052	641.923218	1063.490356
CHFR	CHFR	chr12	-	135950033	135991286	23.692141	64.199257	106.360527
ZNF84	ZNF84	chr12	+	136155040	136175964	6.740056	18.263720	30.257963
LTA4H	LTA4H	chr12_random	-	5957796	5966122	39.460285	106.926651	177.148056
CFAP94	CFAP94	chr12_random	-	6594818	6841096	0.219269	0.594159	0.984359
ZNF664	ZNF664	chr12_random	+	10288842	10292901	39.362518	106.661728	176.709167
CFAP94	CFAP94	chr12_random	-	11050442	11063473	0.0	0.0	0.0
PARP4	PARP4	chr13	+	18421005	18592017	30.596689	82.908714	137.356949
MPHOSPH8	MPHOSPH8	chr13	+	18700209	18742502	15.142298	41.031509	67.977936
ZMYM5	ZMYM5	chr13	-	18901448	18941594	14.833131	40.193752	66.590004
ZMYM2	ZMYM2	chr13	+	19040145	19170553	28.875900	78.245850	129.631866
CRYL1	CRYL1	chr13	-	19499726	19623563	22.802702	61.789124	102.367599
SAP18	SAP18	chr13	+	20281532	20291654	17.586346	47.654217	78.949944
TNFRSF19	TNFRSF19	chr13	+	22728362	22777355	0.000000	0.000000	0.000000
MIPEP	MIPEP	chr13	-	22897066	23104154	22.095436	59.872623	99.192490
MTMR6	MTMR6	chr13	-	24424033	24464268	11.776972	31.912392	52.870064
RNF6	RNF6	chr13	-	25584349	25593372	25.570278	69.288498	114.792007
POMP	POMP	chr13	+	28114725	28134285	282.620575	765.824890	1268.761475
SLC46A3	SLC46A3	chr13	-	28156270	28176807	5.378291	14.573707	24.144627
MTUS2	MTUS2	chr13	+	28936337	29020119	0.107809	0.292133	0.483984
HSPH1	HSPH1	chr13	-	30618843	30644206	141.471207	383.348511	635.103088
B3GLCT	B3GLCT	chr13	+	30689669	30817979	1.381138	3.742508	6.200308
N4BP2L2	N4BP2L2	chr13	-	31977885	32080585	16.095974	72.447037	120.024826
SUPT20H	SUPT20H	chr13	-	36799369	36849886	23.286528	63.100159	104.539627
UFM1	UFM1	chr13	+	38207682	38222188	23.541473	63.790993	105.684151
NHLRC3	NHLRC3	chr13	+	38883685	38893308	30.045050	81.413918	134.880493
MAPK6	MAPK6	chr13	-	42036697	42040713	0.161563	0.437792	0.725301
DNAJC15	DNAJC15	chr13	+	43025280	43105922	8.546190	23.157852	38.366196
TSC22D1	TSC22D1	chr13	-	44451801	44600449	7.007129	39.939915	66.169464
GPALPP1	GPALPP1	chr13	+	44859384	44901203	10.045215	27.219801	45.095730
HTR2A	HTR2A	chr13	-	46856455	46924029	0.0	0.0	0.0
SUCLA2	SUCLA2	chr13	-	48074894	48146450	32.992943	89.401901	148.114380
RCBTB2	RCBTB2	chr13	-	48664077	48710146	7.041420	19.756016	32.730289
FNDC3A	FNDC3A	chr13	+	49291266	49385492	13.217634	35.816193	59.337589
CDADC1	CDADC1	chr13	+	49429586	49478750	2.374741	6.434903	10.660865
TRIM13	TRIM13	chr13	+	50252431	50270529	3.494709	9.469711	15.688709
FAM124A	FAM124A	chr13	+	51516691	51583210	0.0	0.0	0.0
ALG11	ALG11	chr13	+	52346179	52362596	6.846153	18.551212	30.734262
NEK5	NEK5	chr13	-	52370361	52473666	0.569631	1.543545	2.557230
THSD1	THSD1	chr13	-	52647310	52674561	0.286818	0.777199	1.287605
CKAP2	CKAP2	chr13	+	52729508	52751512	15.778143	42.754478	70.832420
DIAPH3	DIAPH3	chr13	-	60413116	60880605	0.079608	0.215716	0.357382
SLAIN1	SLAIN1	chr13	+	79164292	79187527	14.645117	39.684284	65.745956
OBI1	OBI1	chr13	-	80055460	80102226	8.944843	24.238094	40.155861
RBM26	RBM26	chr13	-	80787448	80873728	34.407158	93.234047	154.463181
NDFIP2	NDFIP2	chr13	+	80949988	81027308	19.033266	51.574978	85.445564
DKFZP459L221	DKFZP459L221	chr13	+	80950096	81027305	5.748038	15.575620	25.804523
SPRY2	SPRY2	chr13	-	81819360	81821727	14.783682	40.059757	66.368011
SLITRK1	SLITRK1	chr13	-	85525663	85529372	0.0	0.0	0.0
GPC6	GPC6	chr13	+	95408684	96644816	1.162698	3.150595	5.219671
MBNL2	MBNL2	chr13	+	99562707	99736714	4.263597	11.969723	19.830542
FARP1	FARP1	chr13	+	100466274	100783647	13.161081	35.662952	59.083710
DOCK9	DOCK9	chr13	-	101121812	101425378	9.772390	26.480522	43.870945
TM9SF2	TM9SF2	chr13	+	101844002	101908215	52.397285	141.982391	235.225815
TPP2	TPP2	chr13	+	104965144	105046540	49.275539	133.523315	221.211441
SLC10A2	SLC10A2	chr13	-	105425230	105447526	0.058354	0.158123	0.261967
FAM155A	FAM155A	chr13	-	109663239	110409070	0.082455	0.223431	0.370163
NAXD	NAXD	chr13	+	113316665	113342349	22.004642	59.626598	98.784889
TUBGCP3	TUBGCP3	chr13	-	115133292	115207752	10.048122	27.227682	45.108780
ADPRHL1	ADPRHL1	chr13	-	116071768	116101337	0.000000	0.000000	0.000000
PARP4	PARP4	chr13_random	-	32050	76353	58.586460	158.753372	263.010712
PARP4	PARP4	chr13_random	-	3412749	5104620	58.181305	157.655533	261.191895
LIG4	LIG4	chr13_random	-	4267963	4271824	7.575609	20.527842	34.008991
TUBGCP3	TUBGCP3	chr13_random	-	4464989	4470496	0.360656	0.977280	1.619084
PARP4	PARP4	chr13_random	-	8428138	8442725	154.098587	417.565277	691.790955
RNASE4	RNASE4	chr14	+	20014544	20026062	6.705004	18.168737	30.100607
RNASE1	RNASE1	chr14	-	20125069	20126810	0.0	0.0	0.0
NDRG2	NDRG2	chr14	-	20360460	20369428	0.845333	2.343243	3.882109
HNRNPC	HNRNPC	chr14	-	20571060	20630564	671.467468	1819.494263	3014.402100
DKFZP459D0119	DKFZP459D0119	chr14	+	20860574	20881357	8.029172	21.756872	36.045158
TOX4	TOX4	chr14	+	20860582	20881360	24.422375	66.178001	109.638748
DAD1	DAD1	chr14	-	22045858	22069296	154.285294	418.071198	692.629089
SLC7A7	SLC7A7	chr14	-	22235381	22275062	3.801491	10.301007	17.065939
MMP14	MMP14	chr14	+	22296154	22306517	2.701083	7.319201	12.125904
LRP10	LRP10	chr14	+	22338531	22344449	45.242165	122.593964	203.104507
RBM23	RBM23	chr14	-	22367203	22385902	39.582668	107.258263	177.697479
PRMT5	PRMT5	chr14	-	22387281	22396947	73.372940	198.820724	329.391327
C14H14orf93	C14H14orf93	chr14	-	22459761	22484620	3.079231	8.343879	13.823514
PSMB5	PSMB5	chr14	-	22500052	22509006	65.358521	177.103821	293.412354
SLC7A8	SLC7A8	chr14	-	22600686	22659930	0.000000	0.000000	0.000000
RNF212B	RNF212B	chr14	+	22661655	22756607	0.000000	0.000000	0.000000
DHRS4	DHRS4	chr14	+	23463552	23478536	2.178595	5.903400	9.780312
CPNE6	CPNE6	chr14	+	23548924	23555407	0.000000	0.000000	0.000000
PCK2	PCK2	chr14	+	23571626	23581628	21.200125	57.446571	95.173187
DKFZP469A0131	DKFZP469A0131	chr14	+	23571628	23581623	2.911708	7.889937	13.071458
DCAF11	DCAF11	chr14	+	23595201	23604575	37.970547	111.498169	184.721817
IPO4	IPO4	chr14	-	23661981	23670510	56.503960	153.110367	253.661804
TM9SF1	TM9SF1	chr14	-	23670861	23677307	14.775252	40.036915	66.330170
GMPR2	GMPR2	chr14	+	23711302	23717956	39.765938	107.754883	178.520218
TINF2	TINF2	chr14	-	23717607	23721338	17.015659	46.107811	76.387978
RABGGTA	RABGGTA	chr14	-	23744320	23750578	20.755733	56.242393	93.178192
SNX6	SNX6	chr14	+	34277558	34278600	14.633269	39.652180	65.692764
SNX6	SNX6	chr14	-	34293290	34360271	44.775719	121.330025	201.010513
SRP54	SRP54	chr14	+	34723371	34768748	58.444782	158.369476	262.374695
SLC25A21	SLC25A21	chr14	-	36427997	36941634	0.000000	0.000000	0.000000
DKFZP459E2428	DKFZP459E2428	chr14	-	38905114	38981645	0.000000	0.000000	0.000000
SEC23A	SEC23A	chr14	-	38905114	38981656	20.492970	55.530376	91.998573
PNN	PNN	chr14	+	39055687	39063987	95.926971	259.936005	430.642517
MIA2	MIA2	chr14	+	39110097	39231444	15.358068	41.616192	68.946587
RPS29	RPS29	chr14	-	49983020	49985832	723.267822	1959.859131	3246.948242
RPL36AL	RPL36AL	chr14	-	50024361	50026273	343.628113	931.138794	1542.641113
L2HGDH	L2HGDH	chr14	-	50677518	50747112	4.082657	11.062890	18.328169
DMAC2L	DMAC2L	chr14	+	50747211	50762204	8.287270	22.456247	37.203831
ATL1	ATL1	chr14	+	50997943	51067092	0.076160	0.206373	0.341903
TMX1	TMX1	chr14	+	51691091	51706008	23.823938	64.556396	106.952209
GNG2	GNG2	chr14	+	52280581	52394590	3.879191	10.511553	17.414755
RTRAF	RTRAF	chr14	+	52414803	52429804	261.025177	707.307251	1171.813843
STYX	STYX	chr14	+	53208094	53253637	7.659737	20.755802	34.386662
GNPNAT1	GNPNAT1	chr14	-	53253847	53270576	12.974588	35.157604	58.246490
CNIH1	CNIH1	chr14	-	54947436	54962371	57.350292	155.403702	257.461212
GMFB	GMFB	chr14	-	55003018	55018315	13.037379	35.327755	58.528378
SOCS4	SOCS4	chr14	+	55564768	55587333	11.985082	32.476311	53.804329
MAPK1IP1L	MAPK1IP1L	chr14	+	55589601	55603728	32.593285	88.318939	146.320206
AP5M1	AP5M1	chr14	+	57827681	57848577	35.883537	97.234627	161.091064
L3HYPDH	L3HYPDH	chr14	-	60136323	60148129	1.285472	3.483280	5.770837
JKAMP	JKAMP	chr14	+	60150473	60169442	12.396100	33.590061	55.649502
PCNX4	PCNX4	chr14	+	60777569	60797550	1.817796	4.925733	8.160586
PPM1A	PPM1A	chr14	+	60989418	60994971	14.001190	37.939419	62.855190
HIF1A	HIF1A	chr14	+	62453819	62505010	25.527304	69.172058	114.599083
WDR89	WDR89	chr14	-	64484815	64532811	14.220583	38.533916	63.840111
MTHFD1	MTHFD1	chr14	+	65290521	65364944	65.355911	177.096756	293.400665
CHURC1	CHURC1	chr14	+	65829780	65853137	19.196884	52.018341	86.180092
GPX2	GPX2	chr14	-	65856943	65860542	0.0	0.0	0.0
GPHN	GPHN	chr14	+	67463019	68137817	22.312071	60.459648	100.165016
MPP5	MPP5	chr14	+	68208115	68305705	6.378485	17.283960	28.634773
ATP6V1D	ATP6V1D	chr14	-	68307752	68328746	35.966274	97.458832	161.462494
EIF2S1	EIF2S1	chr14	+	68329300	68357479	37.160461	100.694748	166.823517
RDH11	RDH11	chr14	-	68660909	68679370	84.352615	228.572647	378.682068
DKFZP469G0620	DKFZP469G0620	chr14	-	69791598	69797085	156.779572	424.830048	703.826599
ZFP36L1	ZFP36L1	chr14	-	69791601	69795262	0.356838	0.966934	1.601944
DCAF5	DCAF5	chr14	-	70087147	70188781	27.871305	75.523659	125.121948
SLC39A9	SLC39A9	chr14	+	70439375	70501907	25.315712	68.598694	113.649193
SRSF5	SRSF5	chr14	+	70809670	70814591	180.548370	489.237000	810.531250
COX16	COX16	chr14	-	71416489	71452297	72.766113	197.176376	326.667084
MED6	MED6	chr14	-	71658822	71680621	6.189539	16.771967	27.786543
RGS6	RGS6	chr14	+	73068095	73706998	3.484101	9.440967	15.641088
ZFYVE1	ZFYVE1	chr14	-	74116866	74171635	16.005716	43.371140	71.854057
PSEN1	PSEN1	chr14	+	74284604	74367609	24.266909	65.756721	108.940811
NUMB	NUMB	chr14	-	74426646	74622581	27.460546	74.410614	123.277939
ZNF410	ZNF410	chr14	+	75053807	75100629	31.368050	84.998886	140.819794
ALDH6A1	ALDH6A1	chr14	-	75228524	75252821	9.424169	25.536936	42.307686
LIN52	LIN52	chr14	+	75253371	75373499	3.968816	10.754413	17.817106
ISCA2	ISCA2	chr14	+	75684716	75688032	6.665103	18.060617	29.921480
FCF1	FCF1	chr14	+	75929101	75949577	25.258581	68.443893	113.392715
RPS6KL1	RPS6KL1	chr14	-	76066638	76084297	4.804249	13.018208	21.567595
MLH3	MLH3	chr14	-	76173632	76210088	4.310273	11.679668	19.350000
ZC2HC1C	ZC2HC1C	chr14	+	76227650	76236903	0.809333	2.193073	3.633318
TMED10	TMED10	chr14	-	76289694	76335550	30.277014	82.042473	135.921844
ERG28	ERG28	chr14	-	76827878	76838207	22.469563	60.886406	100.872040
TTLL5	TTLL5	chr14	+	76838667	77134466	5.053702	13.694158	22.687458
CIPC	CIPC	chr14	+	78294969	78314196	3.605712	9.770499	16.187033
TMED8	TMED8	chr14	-	78516909	78562934	4.956522	13.430827	22.251190
AHSA1	AHSA1	chr14	+	78647935	78659190	139.890442	379.065063	628.006653
C14orf156	C14orf156	chr14	+	78901686	78911352	54.230366	146.949539	243.455017
SNW1	SNW1	chr14	-	78911356	78953904	49.133148	133.137482	220.572205
NRXN3	NRXN3	chr14	+	79616785	81115261	0.757641	2.053001	3.401259
GTF2A1	GTF2A1	chr14	-	82462969	82508740	6.595705	17.872566	29.609928
ZC3H14	ZC3H14	chr14	+	90099392	90152581	30.502607	82.653770	136.934586
TTC8	TTC8	chr14	+	90400311	90460509	2.202336	5.967732	9.886891
CALM1	CALM1	chr14	+	91636918	91648492	76.497726	207.288040	343.419342
RPS6KA5	RPS6KA5	chr14	-	92130922	92325196	1.008496	2.732750	4.527416
DGLUCY	DGLUCY	chr14	+	92382521	92495358	6.351337	17.210394	28.512894
FBLN5	FBLN5	chr14	-	93165795	93244126	0.0	0.0	0.0
NDUFB1	NDUFB1	chr14	-	93410942	93416601	46.017597	124.695183	206.585632
LGMN	LGMN	chr14	-	94032563	94071015	101.142052	274.067474	454.054443
UBR7	UBR7	chr14	+	94557155	94579824	11.466990	31.072428	51.478470
DDX24	DDX24	chr14	-	95395435	95426934	52.448627	142.121521	235.456314
SERPINA10	SERPINA10	chr14	-	95635684	95649142	0.0	0.0	0.0
SERPINA6	SERPINA6	chr14	-	95659762	95678887	0.0	0.0	0.0
SERPINA1	SERPINA1	chr14	-	95736105	95746846	0.253859	0.687889	1.139643
DKFZP470L1511	DKFZP470L1511	chr14	-	95736275	95746623	0.000000	0.000000	0.000000
SERPINA4	SERPINA4	chr14	+	95926728	95935127	0.0	0.0	0.0
SERPINA3	SERPINA3	chr14	+	95979131	95988659	0.0	0.0	0.0
EVL	EVL	chr14	+	101544547	101670615	77.132568	209.008301	346.269287
WARS1	WARS1	chr14	-	101855139	101892511	59.187714	160.382614	265.709900
MEG3	MEG3	chr14	+	102371833	102393001	0.000000	0.000000	0.000000
PPP2R5C	PPP2R5C	chr14	+	103356056	103535817	97.146416	263.240356	436.116974
EIF5	EIF5	chr14	+	105018825	105027859	121.856216	330.197205	547.046021
KLC1	KLC1	chr14	+	105323663	105384772	41.366554	112.092110	185.705841
CRIP2	CRIP2	chr14	+	107261969	107263897	0.430534	1.166630	1.932786
HIF1A	HIF1A	chr14_random	+	2906731	3554288	14.607670	39.582817	65.577843
CHURC1	CHURC1	chr14_random	+	3145920	3148151	22.328629	60.504517	100.239349
SERPINA3	SERPINA3	chr14_random	+	7221223	7224209	0.0	0.0	0.0
NIPA2	NIPA2	chr15	-	19048209	19065557	40.234707	109.025116	180.624664
SNURF	SNURF	chr15	+	21034591	21170806	90.102531	244.153366	404.495026
UBE3A	UBE3A	chr15	-	21546172	21651442	39.853142	107.991180	178.911697
GABRB3	GABRB3	chr15	-	22830317	23063606	0.000000	0.000000	0.000000
OCA2	OCA2	chr15	-	24239598	24618341	0.661227	1.791745	2.968430
APBA2	APBA2	chr15	+	24984492	25204941	0.000000	0.000000	0.000000
DCAF6	DCAF6	chr15	-	25333067	25334467	1.370807	3.714514	6.153929
EMC4	EMC4	chr15	+	30284431	30289087	36.306999	98.382095	162.992096
SLC12A6	SLC12A6	chr15	-	30290819	30378899	8.024601	21.744488	36.024639
MEIS2	MEIS2	chr15	-	33126369	33335136	0.000000	0.000000	0.000000
SRP14	SRP14	chr15	-	36404369	36407399	300.392975	813.983276	1348.546631
PAK6	PAK6	chr15	+	36604365	36643678	0.0	0.0	0.0
CCDC9B	CCDC9B	chr15	-	36699800	36709563	0.0	0.0	0.0
IVD	IVD	chr15	+	36775553	36789250	4.963058	13.448539	22.280531
RMDN3	RMDN3	chr15	-	37130950	37150392	39.304817	106.505371	176.450119
ZFYVE19	ZFYVE19	chr15	+	37207317	37214055	30.392788	82.356194	136.441574
CHP1	CHP1	chr15	+	37658835	37714462	10.744568	29.114859	48.235321
RPAP1	RPAP1	chr15	-	37958637	37986211	15.408755	41.753540	69.174133
TYRO3	TYRO3	chr15	+	38002567	38022100	0.000000	0.000000	0.000000
JMJD7	JMJD7	chr15	+	38292858	38302375	4.448153	12.053286	19.968981
PLA2G4B	PLA2G4B	chr15	+	38303613	38312918	3.933334	10.658266	17.657818
VPS39	VPS39	chr15	-	38644172	38693925	36.730740	99.530319	164.894394
SNAP23	SNAP23	chr15	+	38931386	38970661	47.895355	129.783386	215.015411
HAUS2	HAUS2	chr15	+	38986739	39007514	7.551351	20.462109	33.900089
CCNDBP1	CCNDBP1	chr15	+	39638852	39648728	45.287991	122.718140	203.310242
PDIA3	PDIA3	chr15	+	40194800	40687136	243.359802	659.438904	1092.509033
ELL3	ELL3	chr15	-	40222598	40226965	9.814775	26.595375	44.061222
SERF2	SERF2	chr15	+	40242123	40243846	275.487396	746.495911	1236.738647
GOLM2	GOLM2	chr15	+	40769406	40889710	25.940165	70.290794	116.452530
EIF3J	EIF3J	chr15	+	41019882	41044628	52.756721	142.956375	236.839417
B2M	B2M	chr15	+	41194642	41201236	2916.635742	7903.289551	13093.579102
SORD	SORD	chr15	-	41312846	41326057	3.667014	9.936611	16.462234
SORD	SORD	chr15	+	41452044	41497720	5.727158	15.519042	25.710787
GATM	GATM	chr15	-	41800329	41817224	88.825813	240.693817	398.763519
SEMA6D	SEMA6D	chr15	+	44217243	44272836	0.299115	0.810520	1.342809
EID1	EID1	chr15	+	45420156	45421873	58.885338	159.563263	264.352448
GALK2	GALK2	chr15	+	45699565	45868927	12.300384	33.330696	55.219807
FGF7	FGF7	chr15	+	45956012	46018302	0.0	0.0	0.0
DTWD1	DTWD1	chr15	+	46160306	46185051	4.912123	13.310519	22.051870
ATP8B4	ATP8B4	chr15	-	46409284	46774565	1.921856	5.207707	8.627740
SCG3	SCG3	chr15	+	48308749	48347026	0.0	0.0	0.0
LEO1	LEO1	chr15	-	48567720	48613672	26.722507	72.410728	119.964684
MAPK6	MAPK6	chr15	+	48690592	48711111	26.089188	70.694603	117.121536
GNB5	GNB5	chr15	-	48769888	48825965	3.326246	9.013223	14.932432
