Sample	aligned_libsize	Subfamily:Family:Class	copies	fpkm	uniq_counts	tot_counts	tot_reads	score
Orang_Jaqo_Zeb2_neg_R1	9136678	L1MA5A:L1:LINE	2911	122.468659905	457	472.22	474	99.62
Orang_Jaqo_Zeb2_neg_R1	9136678	L1P3:L1:LINE	4111	99.4570098756	452	465.90	482	96.66
Orang_Jaqo_Zeb2_neg_R1	9136678	L1MCc:L1:LINE	3029	127.808064311	451	454.75	456	99.73
Orang_Jaqo_Zeb2_neg_R1	9136678	L1P2:L1:LINE	2566	87.7667006501	450	473.91	512	92.56
Orang_Jaqo_Zeb2_neg_R1	9136678	HERV9-int:ERV1:LTR	992	99.6877432417	447	471.47	472	99.89
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie2b:MER1_type:DNA	2553	174.929505616	443	449.18	452	99.38
Orang_Jaqo_Zeb2_neg_R1	9136678	MER102c:MER1_type:DNA	2580	241.546661375	443	447.20	448	99.82
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT2B3:ERVL:LTR	2795	119.422506358	440	443.40	446	99.42
Orang_Jaqo_Zeb2_neg_R1	9136678	CR1_Mam:CR1:LINE	1499	182.87045794	435	435.84	437	99.74
Orang_Jaqo_Zeb2_neg_R1	9136678	HERV3-int:ERV1:LTR	248	47.3467976775	433	456.84	460	99.31
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT2F:ERVL:LTR	1738	87.8434507782	431	435.00	437	99.54
Orang_Jaqo_Zeb2_neg_R1	9136678	AluS:Alu:SINE	3956	250.40741396	428	436.50	444	98.31
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1M:MaLR:LTR	2507	218.154960833	428	433.17	438	98.90
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR13:ERVK:LTR	425	103.076191607	425	451.30	456	98.97
Orang_Jaqo_Zeb2_neg_R1	9136678	MER41B:ERV1:LTR	2517	107.159721759	411	422.75	427	99.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MamGyp-int:Gypsy:LTR	310	66.314368563	410	411.00	411	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR2C:ERV1:LTR	264	97.664463792	406	414.96	419	99.03
Orang_Jaqo_Zeb2_neg_R1	9136678	L1PA15-16:L1:LINE	1421	39.7103115434	405	412.08	414	99.54
Orang_Jaqo_Zeb2_neg_R1	9136678	L1PB3:L1:LINE	3160	114.686962737	405	416.57	419	99.42
Orang_Jaqo_Zeb2_neg_R1	9136678	AluJ/FLAM:Alu:SINE	4379	240.574879925	404	409.88	416	98.53
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVK-int:ERVK:LTR	189	61.5203090389	402	416.18	418	99.56
Orang_Jaqo_Zeb2_neg_R1	9136678	MER57A-int:ERV1:LTR	1699	109.619656191	402	411.71	419	98.26
Orang_Jaqo_Zeb2_neg_R1	9136678	L1P4:L1:LINE	3899	127.384013903	400	429.67	435	98.77
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR42:ERVL:LTR	259	103.432202512	393	397.73	398	99.93
Orang_Jaqo_Zeb2_neg_R1	9136678	MER113A:MER1_type:DNA	1765	176.336308586	392	403.93	407	99.24
Orang_Jaqo_Zeb2_neg_R1	9136678	MER4A1:ERV1:LTR	1869	85.2297922052	392	397.31	401	99.08
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVIP10F-int:ERV1:LTR	421	68.378170405	390	409.17	415	98.59
Orang_Jaqo_Zeb2_neg_R1	9136678	L1M7:L1:LINE	3670	138.277523718	390	392.85	396	99.20
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT2D:ERVL:LTR	3906	137.570645182	386	402.31	411	97.89
Orang_Jaqo_Zeb2_neg_R1	9136678	AluJ:Alu:SINE	2302	200.282763592	385	391.18	395	99.03
Orang_Jaqo_Zeb2_neg_R1	9136678	MER41A:ERV1:LTR	2289	123.466455678	385	403.03	408	98.78
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger13a:MER2_type:DNA	2640	189.975687891	383	390.06	392	99.51
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger16b:Tigger:DNA	873	193.482331859	383	383.00	383	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER8:MER2_type:DNA	1694	158.513963603	382	388.15	391	99.27
Orang_Jaqo_Zeb2_neg_R1	9136678	MER49:ERV1:LTR	1129	88.0510441697	379	394.36	401	98.34
Orang_Jaqo_Zeb2_neg_R1	9136678	MER90:ERV1:LTR	621	70.5064266949	373	384.02	387	99.23
Orang_Jaqo_Zeb2_neg_R1	9136678	AmnSINE1:SINE:SINE	977	188.050500331	372	372.00	372	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER41-int:ERV1:LTR	1563	67.8493727945	372	390.47	396	98.60
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVK3-int:ERVK:LTR	243	56.511759055	366	424.92	452	94.01
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1H2:MaLR:LTR	4149	156.827218283	364	369.66	374	98.84
Orang_Jaqo_Zeb2_neg_R1	9136678	MER53:hAT:DNA	4971	211.778293888	362	367.00	367	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie2a:MER1_type:DNA	2359	148.465455202	357	359.43	361	99.56
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger6a:MER2_type:DNA	681	59.0372355126	357	359.00	359	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	L1MA1:L1:LINE	3822	125.433873349	356	364.51	377	96.69
Orang_Jaqo_Zeb2_neg_R1	9136678	HERV16-int:ERVL:LTR	3923	113.924196647	353	372.50	374	99.60
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie7:MER1_type:DNA	3305	184.306979664	349	352.03	355	99.16
Orang_Jaqo_Zeb2_neg_R1	9136678	MST-int:MaLR:LTR	325	62.4183427283	343	343.75	345	99.64
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR10C:ERV1:LTR	459	64.7331191689	341	351.83	355	99.11
Orang_Jaqo_Zeb2_neg_R1	9136678	MER50:ERV1:LTR	2354	98.1188119515	340	342.20	344	99.48
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR41:ERVL:LTR	1415	94.5255101307	338	346.23	351	98.64
Orang_Jaqo_Zeb2_neg_R1	9136678	L1MA10:L1:LINE	4336	144.099164727	336	346.58	352	98.46
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVK9-int:ERVK:LTR	643	59.276317029	334	346.59	349	99.31
Orang_Jaqo_Zeb2_neg_R1	9136678	THE1A-int:MaLR:LTR	722	33.6896778367	333	349.14	354	98.63
Orang_Jaqo_Zeb2_neg_R1	9136678	MER4A:ERV1:LTR	975	91.1487286617	328	332.08	334	99.42
Orang_Jaqo_Zeb2_neg_R1	9136678	MER63D:AcHobo:DNA	1294	105.305240653	323	326.00	326	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie18a:MER1_type:DNA	2150	178.996966054	321	323.14	327	98.82
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger3:MER2_type:DNA	1650	130.579688941	319	328.60	336	97.80
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVE-int:ERV1:LTR	225	19.3555360901	317	339.95	342	99.40
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVL-int:ERVL:LTR	2512	77.8019258966	317	328.19	332	98.85
Orang_Jaqo_Zeb2_neg_R1	9136678	MER68-int:ERVL:LTR	310	37.1066035295	317	321.00	321	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR50:ERVL:LTR	2323	128.889304718	316	339.66	342	99.32
Orang_Jaqo_Zeb2_neg_R1	9136678	THE1D-int:MaLR:LTR	1344	45.2162077464	314	320.64	323	99.27
Orang_Jaqo_Zeb2_neg_R1	9136678	MER63A:AcHobo:DNA	3201	157.534065756	313	314.22	315	99.75
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie19a:Charlie:DNA	1440	177.098797275	311	312.50	313	99.84
Orang_Jaqo_Zeb2_neg_R1	9136678	MER51D:ERV1:LTR	136	66.8408344652	311	327.49	338	96.89
Orang_Jaqo_Zeb2_neg_R1	9136678	Kanga2_a:Tc2:DNA	1324	111.13428338	307	309.55	311	99.53
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1J1:MaLR:LTR	4346	148.962473259	306	317.12	321	98.79
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie17a:MER1_type:DNA	1294	144.320947183	304	304.00	305	99.67
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger12:MER2_type:DNA	628	116.564127595	304	311.00	312	99.68
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger3c:MER2_type:DNA	1541	110.521879367	300	304.94	309	98.69
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR13A:ERVK:LTR	172	60.6870741029	296	348.00	348	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1E3:MaLR:LTR	1660	83.6187042878	295	295.36	297	99.45
Orang_Jaqo_Zeb2_neg_R1	9136678	AluSp/q:Alu:SINE	4018	187.667093775	291	298.01	318	93.71
Orang_Jaqo_Zeb2_neg_R1	9136678	L1PB:L1:LINE	1960	66.37816758	291	298.27	305	97.79
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT2C1:ERVL:LTR	2284	122.534616763	291	293.68	295	99.55
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVK22-int:ERVK:LTR	307	33.9038951064	290	304.30	314	96.91
Orang_Jaqo_Zeb2_neg_R1	9136678	MER39:ERV1:LTR	2818	104.247134128	288	292.75	295	99.24
Orang_Jaqo_Zeb2_neg_R1	9136678	ERVL-B4-int:ERVL:LTR	3850	96.5204029745	287	291.31	296	98.42
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR49-int:ERV1:LTR	1877	78.1440404796	285	299.79	310	96.71
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT2B4:ERVL:LTR	3944	125.937640186	285	291.88	294	99.28
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR33B:ERVL:LTR	2358	136.298196438	284	288.56	292	98.82
Orang_Jaqo_Zeb2_neg_R1	9136678	MADE2:Mariner:DNA	2300	191.152693385	284	286.68	288	99.54
Orang_Jaqo_Zeb2_neg_R1	9136678	MER6A:MER2_type:DNA	901	73.7568497902	284	285.00	285	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie9:MER1_type:DNA	860	74.5589997322	283	297.50	299	99.50
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR41B:ERVL:LTR	843	101.22041528	281	300.02	301	99.67
Orang_Jaqo_Zeb2_neg_R1	9136678	MamRep38:hAT:DNA	1763	163.360229509	280	281.49	282	99.82
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR89:ERVL?:LTR	1027	121.925778157	274	276.58	277	99.85
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR9:ERV1:LTR	1764	82.1921312448	273	274.48	277	99.09
Orang_Jaqo_Zeb2_neg_R1	9136678	MER65D:ERV1:LTR	372	63.1729289383	273	283.87	292	97.22
Orang_Jaqo_Zeb2_neg_R1	9136678	MER67B:ERV1:LTR	435	60.1053035396	273	278.57	281	99.14
Orang_Jaqo_Zeb2_neg_R1	9136678	MER51A:ERV1:LTR	881	94.6352823701	267	271.10	273	99.30
Orang_Jaqo_Zeb2_neg_R1	9136678	MER101-int:ERV1:LTR	1084	83.9348920456	266	275.00	281	97.87
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR8A:ERV1:LTR	2539	95.9676924034	265	276.04	280	98.59
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR39:ERV1:LTR	1035	44.6391908757	263	263.87	265	99.57
Orang_Jaqo_Zeb2_neg_R1	9136678	MER90a:ERV1:LTR	1046	89.8048754692	262	262.45	266	98.67
Orang_Jaqo_Zeb2_neg_R1	9136678	LOR1-int:ERV1:LTR	1170	61.6749723438	260	266.54	270	98.72
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR79:ERVL:LTR	3621	147.418083587	260	261.88	264	99.20
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR16A1:ERVL:LTR	3628	141.379093267	259	264.75	265	99.91
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR16B1:ERVL:LTR	1657	96.5522157868	258	260.98	263	99.23
Orang_Jaqo_Zeb2_neg_R1	9136678	Kanga1:Tc2:DNA	1029	81.8211450047	256	257.00	257	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR2:ERV1:LTR	780	80.5902547277	255	258.54	262	98.68
Orang_Jaqo_Zeb2_neg_R1	9136678	MER44C:MER2_type:DNA	733	71.1416873635	253	256.55	263	97.55
Orang_Jaqo_Zeb2_neg_R1	9136678	THE1B-int:MaLR:LTR	2474	82.9903524432	253	283.05	301	94.04
Orang_Jaqo_Zeb2_neg_R1	9136678	MER63B:AcHobo:DNA	2119	148.213777318	252	256.00	256	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1G3:MaLR:LTR	2402	129.572366367	251	259.09	262	98.89
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR7:ERV1:LTR	1489	99.3742886289	249	257.53	265	97.18
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1G:MaLR:LTR	2451	104.442454408	248	252.02	256	98.45
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger2b_Pri:MER2_type:DNA	1176	82.1229739399	246	249.50	251	99.40
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger12c:MER2_type:DNA	929	146.151719346	244	247.50	249	99.40
Orang_Jaqo_Zeb2_neg_R1	9136678	AluJo/FRAM:Alu:SINE	1243	130.404663578	243	247.67	249	99.46
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT2B1:ERVL:LTR	3966	96.1137329266	243	251.72	258	97.57
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1H1:MaLR:LTR	3095	113.459381151	242	246.84	252	97.95
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie14a:MER1_type:DNA	634	51.0703775695	241	243.78	248	98.30
Orang_Jaqo_Zeb2_neg_R1	9136678	L1M3c:L1:LINE	1062	65.5601990021	241	242.00	242	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVI-int:ERV1:LTR	132	23.2926081715	240	248.99	251	99.20
Orang_Jaqo_Zeb2_neg_R1	9136678	MamRep1161:TcMar:DNA	1417	158.41500891	240	244.00	244	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie22a:MER1_type:DNA	911	97.4800121663	238	239.43	240	99.76
Orang_Jaqo_Zeb2_neg_R1	9136678	LFSINE_Vert:SINE:SINE	866	149.773925381	238	238.00	238	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MSTB-int:MaLR:LTR	766	45.3216543247	238	243.45	244	99.77
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger14a:MER2_type:DNA	1104	154.014262068	238	238.74	241	99.06
Orang_Jaqo_Zeb2_neg_R1	9136678	Looper:PiggyBac:DNA	456	51.1015513161	235	239.00	239	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER52A:ERV1:LTR	1580	70.3812588346	235	239.27	239	100.11
Orang_Jaqo_Zeb2_neg_R1	9136678	MamRep4096:hAT?:DNA	1106	76.3234794613	235	235.70	236	99.87
Orang_Jaqo_Zeb2_neg_R1	9136678	MER91B:Tip100:DNA	1351	150.687376716	234	236.68	237	99.87
Orang_Jaqo_Zeb2_neg_R1	9136678	AluYb9:Alu:SINE	132	46.1773697203	229	232.20	234	99.23
Orang_Jaqo_Zeb2_neg_R1	9136678	L1PA14:L1:LINE	2716	70.2543290973	226	231.09	233	99.18
Orang_Jaqo_Zeb2_neg_R1	9136678	MER47C:MER2_type:DNA	677	90.2497950448	225	228.52	230	99.36
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1C-int:MaLR:LTR	413	34.5869221175	225	226.72	228	99.44
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT2A1:ERVL:LTR	3169	87.5592599449	218	222.41	225	98.85
Orang_Jaqo_Zeb2_neg_R1	9136678	THE1C-int:MaLR:LTR	1767	46.6691651077	215	222.50	223	99.78
Orang_Jaqo_Zeb2_neg_R1	9136678	MER5C:MER1_type:DNA	1163	111.368550582	212	225.52	224	100.68
Orang_Jaqo_Zeb2_neg_R1	9136678	MER96B:hAT:DNA	1828	84.6895690712	212	213.37	216	98.78
Orang_Jaqo_Zeb2_neg_R1	9136678	Tigger8:MER2_type:DNA	747	85.2052590824	212	213.13	214	99.60
Orang_Jaqo_Zeb2_neg_R1	9136678	MER91C:Tip100:DNA	1396	104.195817926	211	215.62	218	98.91
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT2A2:ERVL:LTR	3492	88.6103254315	210	213.21	216	98.71
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie10:MER1_type:DNA	1087	57.1431199253	209	211.00	211	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVL40-int:ERVL:LTR	1206	64.1398715191	207	209.50	211	99.29
Orang_Jaqo_Zeb2_neg_R1	9136678	MER54A:ERVL:LTR	533	65.5666714134	207	213.00	213	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER4A1_:ERV1:LTR	344	45.9142476019	204	206.00	206	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER74A:ERVL:LTR	1386	68.840289853	204	239.98	244	98.35
Orang_Jaqo_Zeb2_neg_R1	9136678	THE1-int:MaLR:LTR	445	31.5589880346	204	206.51	209	98.81
Orang_Jaqo_Zeb2_neg_R1	9136678	Zaphod2:Tip100:DNA	553	38.3205298453	203	203.00	203	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	L1PA12:L1:LINE	1625	39.0219428567	199	203.50	205	99.27
Orang_Jaqo_Zeb2_neg_R1	9136678	MER4B:ERV1:LTR	1499	60.1168908364	198	201.64	204	98.84
Orang_Jaqo_Zeb2_neg_R1	9136678	MamGypLTR3:Gypsy:LTR	751	83.5074906651	198	209.83	210	99.92
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR33A:ERVL:LTR	1794	81.4439708146	196	200.00	201	99.50
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR43-int:ERV1:LTR	65	27.8798681093	195	195.00	195	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVK13-int:ERVK:LTR	44	20.0556097276	193	201.50	204	98.78
Orang_Jaqo_Zeb2_neg_R1	9136678	L1MEb:L1:LINE	1664	71.7526871227	193	196.02	198	99.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR48:ERV1:LTR	940	53.1067842756	193	195.02	197	99.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR40a:ERVL:LTR	1898	92.2056760408	192	195.95	198	98.96
Orang_Jaqo_Zeb2_neg_R1	9136678	MER31A:ERV1:LTR	1202	79.4984161347	191	194.76	195	99.88
Orang_Jaqo_Zeb2_neg_R1	9136678	L1PB2:L1:LINE	2677	90.9299562919	186	191.00	193	98.96
Orang_Jaqo_Zeb2_neg_R1	9136678	MADE1:Mariner:DNA	6360	143.683318802	186	188.83	190	99.39
Orang_Jaqo_Zeb2_neg_R1	9136678	BLACKJACK:AcHobo:DNA	1914	58.642858889	177	179.88	182	98.84
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR15:ERV1:LTR	186	29.3383302803	177	178.81	179	99.89
Orang_Jaqo_Zeb2_neg_R1	9136678	MER57-int:ERV1:LTR	1074	37.4200957612	175	182.50	183	99.73
Orang_Jaqo_Zeb2_neg_R1	9136678	MER4C:ERV1:LTR	1100	63.4934953501	174	177.00	178	99.44
Orang_Jaqo_Zeb2_neg_R1	9136678	MER4D:ERV1:LTR	1198	63.3448862671	174	177.67	179	99.26
Orang_Jaqo_Zeb2_neg_R1	9136678	MER4E1:ERV1:LTR	862	46.4860717293	174	176.00	176	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR12D:ERV1:LTR	433	45.0363215143	173	182.34	185	98.56
Orang_Jaqo_Zeb2_neg_R1	9136678	MER41E:ERV1:LTR	338	60.556215786	173	207.35	196	105.79
Orang_Jaqo_Zeb2_neg_R1	9136678	L1PBa:L1:LINE	2549	47.4773036547	172	187.45	192	97.63
Orang_Jaqo_Zeb2_neg_R1	9136678	MER67C:ERV1:LTR	1490	58.9926083536	172	173.00	173	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	PRIMA41-int:ERV1:LTR	386	36.5982522653	172	173.00	173	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR16E1:ERVL:LTR	2283	76.4172615722	171	179.64	182	98.71
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR19A:ERV1:LTR	339	47.1746219028	171	172.00	172	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	ORSL:Tip100:DNA	1033	74.7564072507	169	171.26	172	99.57
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR1:ERV1:LTR	1272	55.4150509843	168	170.99	176	97.15
Orang_Jaqo_Zeb2_neg_R1	9136678	L1M2a:L1:LINE	464	14.4236233795	167	167.00	168	99.40
Orang_Jaqo_Zeb2_neg_R1	9136678	MER57C1:ERV1:LTR	171	127.616721257	167	168.07	169	99.45
Orang_Jaqo_Zeb2_neg_R1	9136678	MER6B:MER2_type:DNA	554	71.8879794635	166	166.45	167	99.67
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1E1:MaLR:LTR	942	59.6701464174	166	204.33	209	97.77
Orang_Jaqo_Zeb2_neg_R1	9136678	MER45A:Tip100:DNA	3008	113.650176367	165	169.00	170	99.41
Orang_Jaqo_Zeb2_neg_R1	9136678	Arthur1A:Tip100:DNA	986	93.8835792601	164	164.00	164	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR65:ERV1:LTR	395	49.5865300844	163	163.00	163	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER85:PiggyBac:DNA	784	90.2620931491	163	163.00	163	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER57B2:ERV1:LTR	950	56.1000346444	161	161.50	162	99.69
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie21a:MER1_type:DNA	638	52.1418783776	160	163.00	163	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR49:ERV1:LTR	1165	51.8885033672	160	161.97	164	98.76
Orang_Jaqo_Zeb2_neg_R1	9136678	MER119:MER1_type:DNA	1038	78.4122039411	160	160.50	161	99.69
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR10E:ERV1:LTR	250	38.0673264005	159	161.00	161	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR7Y:ERV1:LTR	320	63.7507523997	158	164.01	169	97.05
Orang_Jaqo_Zeb2_neg_R1	9136678	MER105:DNA:DNA	630	96.3883217759	158	159.59	161	99.12
Orang_Jaqo_Zeb2_neg_R1	9136678	MER31B:ERV1:LTR	1323	73.0186411297	155	158.09	161	98.20
Orang_Jaqo_Zeb2_neg_R1	9136678	MER47B:MER2_type:DNA	666	40.3188620782	154	155.83	158	98.63
Orang_Jaqo_Zeb2_neg_R1	9136678	MER11B:ERVK:LTR	522	28.4963943718	153	157.43	162	97.18
Orang_Jaqo_Zeb2_neg_R1	9136678	MSTB2:MaLR:LTR	1466	62.39585342	151	152.45	155	98.35
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie23a:MER1_type:DNA	1238	96.6350355994	150	150.00	150	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	PRIMA4-int:ERV1:LTR	575	57.9825883739	150	158.21	159	99.50
Orang_Jaqo_Zeb2_neg_R1	9136678	MER44B:MER2_type:DNA	1266	65.5273980146	149	152.79	158	96.70
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR37A:ERV1:LTR	1746	85.2721212625	148	152.67	155	98.50
Orang_Jaqo_Zeb2_neg_R1	9136678	MER34A:ERV1:LTR	1359	58.7212195493	147	148.00	148	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER61E:ERV1:LTR	279	22.860283247	146	149.70	152	98.49
Orang_Jaqo_Zeb2_neg_R1	9136678	AluJ/FRAM:Alu:SINE	1886	92.3694821015	145	146.79	151	97.21
Orang_Jaqo_Zeb2_neg_R1	9136678	L1PA8A:L1:LINE	2345	52.2691785452	144	147.00	151	97.35
Orang_Jaqo_Zeb2_neg_R1	9136678	MER65A:ERV1:LTR	1220	63.7562057379	144	144.00	144	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR14B:ERVK:LTR	319	42.5133136236	143	155.40	157	98.98
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR53:ERVL:LTR	613	45.14432882	142	143.18	149	96.10
Orang_Jaqo_Zeb2_neg_R1	9136678	MER11A:ERVK:LTR	879	36.3493698496	142	145.50	146	99.66
Orang_Jaqo_Zeb2_neg_R1	9136678	MER115:Tip100:DNA	2195	85.7944959155	141	144.00	147	97.96
Orang_Jaqo_Zeb2_neg_R1	9136678	MER34A1:ERV1:LTR	672	38.4851833703	141	143.00	143	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER31-int:ERV1:LTR	1747	57.0133383256	140	142.50	145	98.28
Orang_Jaqo_Zeb2_neg_R1	9136678	MER34:ERV1:LTR	1210	65.8050155408	139	142.79	145	98.48
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1B-int:MaLR:LTR	453	28.8362044199	138	141.02	143	98.62
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR12:ERV1:LTR	696	44.5521260061	137	143.04	147	97.31
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR40c:ERVL:LTR	525	60.565265638	137	141.27	144	98.11
Orang_Jaqo_Zeb2_neg_R1	9136678	HERVIP10FH-int:ERV1:LTR	564	42.9137745274	135	137.00	141	97.16
Orang_Jaqo_Zeb2_neg_R1	9136678	L1MCb:L1:LINE	1929	39.987773928	135	140.11	145	96.63
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR10B1:ERV1:LTR	201	28.5199111371	135	140.02	142	98.61
Orang_Jaqo_Zeb2_neg_R1	9136678	MER39B:ERV1:LTR	1009	53.6354439666	135	139.78	143	97.75
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1D-int:MaLR:LTR	527	29.8943779028	135	139.50	140	99.64
Orang_Jaqo_Zeb2_neg_R1	9136678	AluYd8:Alu:SINE	558	55.6746162154	134	137.11	143	95.88
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR85a:Gypsy?:LTR	1656	64.8432342494	134	134.00	134	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER4E:ERV1:LTR	647	52.5398113609	134	135.72	154	88.13
Orang_Jaqo_Zeb2_neg_R1	9136678	Charlie10a:MER1_type:DNA	244	62.8822919496	133	133.00	133	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	MER51C:ERV1:LTR	143	28.7574457982	133	136.56	136	100.41
Orang_Jaqo_Zeb2_neg_R1	9136678	MER61C:ERV1:LTR	281	39.422820801	132	167.46	179	93.55
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR21A:ERV1:LTR	75	37.4614095887	131	131.00	131	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR3B_:ERVK:LTR	236	37.9231987893	131	132.00	132	100.00
Orang_Jaqo_Zeb2_neg_R1	9136678	LTR22A:ERVK:LTR	169	30.0552726101	130	139.70	143	97.69
Orang_Jaqo_Zeb2_neg_R1	9136678	MLT1I-int:MaLR:LTR	730	41.5213680333	130	132.67	136	97.55
Orang_Jaqo_Zeb2_neg_R1	9136678	MER21-int:ERV1:LTR	825	34.3557370443	129	131.50	135	97.41
