Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
C12H12orf29	C12H12orf29	chr12	+	88851588	88866204	2.915603	11.801872	19.216255
POC1B	POC1B	chr12	-	90284169	90399930	1.689203	6.837611	11.133256
LUM	LUM	chr12	-	92022507	92041180	0.000000	0.000000	0.000000
NUDT4	NUDT4	chr12	+	94478637	94504065	39.067390	158.138229	257.486664
UBE2N	UBE2N	chr12	-	94510839	94544472	83.225922	336.884583	548.528198
MRPL42	MRPL42	chr12	+	94570474	94608062	22.274786	92.855980	151.191620
CRADD	CRADD	chr12	+	94781368	94961424	3.189862	12.912026	21.023849
TMCC3	TMCC3	chr12	-	95702967	95788169	1.614717	6.536104	10.642331
NR2C1	NR2C1	chr12	-	96162815	96219047	4.694806	19.003788	30.942686
VEZT	VEZT	chr12	+	96367874	96450223	26.967041	109.158058	177.735291
NTN4	NTN4	chr12	-	96839709	96975479	0.171201	0.692993	1.128357
LTA4H	LTA4H	chr12	-	97173205	97210113	56.529087	228.820282	372.573822
SLC25A3	SLC25A3	chr12	+	99851834	99860101	64.895157	262.684723	427.713165
ANKS1B	ANKS1B	chr12	-	100006770	100430172	0.0	0.0	0.0
PAH	PAH	chr12	-	104564173	104645140	0.0	0.0	0.0
HSP90B1	HSP90B1	chr12	+	105667776	105687938	255.865967	1035.702515	1686.369995
C12H12orf73	C12H12orf73	chr12	-	105693572	105700520	0.744011	3.011632	4.903653
TXNRD1	TXNRD1	chr12	+	106082422	106161063	22.973700	92.993690	151.415833
WASHC4	WASHC4	chr12	+	106880587	106941780	21.309845	86.258682	140.449631
MTERF2	MTERF2	chr12	-	108740339	108750309	3.300272	13.358948	21.751543
PRDM4	PRDM4	chr12	-	109504188	109532505	7.659781	31.005510	50.484341
SART3	SART3	chr12	-	110291733	110330238	16.879282	68.324509	111.248543
DAO	DAO	chr12	+	110660555	110681843	0.000000	0.000000	0.000000
SVOP	SVOP	chr12	-	110691663	110783734	0.000000	0.000000	0.000000
UNG	UNG	chr12	+	110867415	110881463	9.270544	37.525608	61.100613
TCHP	TCHP	chr12	+	111679224	111697069	5.286917	21.400555	34.845192
IFT81	IFT81	chr12	+	111910131	112010269	2.452580	9.927633	16.164547
VPS29	VPS29	chr12	-	112278755	112289357	43.408127	175.708817	286.095764
ALDH2	ALDH2	chr12	+	113595070	113640803	4.659960	18.862736	30.713022
RPH3A	RPH3A	chr12	+	114723338	114842521	0.0	0.0	0.0
OAS1	OAS1	chr12	+	114850478	114862309	0.100315	0.406058	0.661159
RNFT2	RNFT2	chr12	+	118784408	118894619	0.728886	2.950408	4.803967
PEBP1	PEBP1	chr12	+	120245672	120256353	187.237473	757.905884	1234.051025
TAOK3	TAOK3	chr12	-	120261681	120496900	9.778319	39.580997	64.447273
SUDS3	SUDS3	chr12	+	120500549	120542017	12.350777	49.993874	81.401917
HSPB8	HSPB8	chr12	+	121345633	121361849	0.0	0.0	0.0
DKFZP468M2420	DKFZP468M2420	chr12	+	121346096	121361850	0.0	0.0	0.0
PRKAB1	PRKAB1	chr12	+	121864525	121878121	23.551830	95.333862	155.226196
PXN	PXN	chr12	-	122386260	122445150	1.009244	4.085250	6.651759
NME2	NME2	chr12	+	122462687	122463326	141.035934	570.889832	929.544373
COQ5	COQ5	chr12	-	122717312	122745019	10.530832	42.627045	69.406960
ACADS	ACADS	chr12	+	122951191	122961589	2.382951	9.645786	15.705634
ANAPC5	ANAPC5	chr12	-	123584112	123629098	38.956043	157.687531	256.752808
RNF34	RNF34	chr12	+	123689250	123711530	22.815474	92.353210	150.373001
DKFZP459H1620	DKFZP459H1620	chr12	+	123689252	123711533	3.218936	13.029714	21.215471
CFAP251	CFAP251	chr12	+	124222378	124306807	0.000000	0.000000	0.000000
DIABLO	DIABLO	chr12	-	124541895	124560911	18.153515	73.482384	119.646790
ZCCHC8	ZCCHC8	chr12	-	124804947	124835400	8.973036	36.321342	59.139790
RSRC2	RSRC2	chr12	-	124839206	124860697	20.835932	84.340363	137.326157
DENR	DENR	chr12	+	125105585	125123053	16.329771	66.100174	107.626808
HIP1R	HIP1R	chr12	+	125207236	125222350	4.093759	16.570850	26.981285
EIF2B1	EIF2B1	chr12	-	126014856	126026539	31.203722	126.307434	205.658539
ZNF664	ZNF664	chr12	+	126381945	126431305	12.770361	51.692284	84.167328
GLT1D1	GLT1D1	chr12	+	131700663	131843762	0.133888	0.541956	0.882434
RAN	RAN	chr12	+	133795747	133800821	189.883209	891.702148	1451.903198
CHFR	CHFR	chr12	-	135950033	135991286	12.647687	51.195717	83.358803
ZNF84	ZNF84	chr12	+	136155040	136175964	3.962748	16.040541	26.117813
LTA4H	LTA4H	chr12_random	-	5957796	5966122	29.210659	118.239853	192.522598
CFAP94	CFAP94	chr12_random	-	6594818	6841096	0.456257	1.846852	3.007114
ZNF664	ZNF664	chr12_random	+	10288842	10292901	22.214401	89.920174	146.411423
CFAP94	CFAP94	chr12_random	-	11050442	11063473	0.000000	0.000000	0.000000
PARP4	PARP4	chr13	+	18421005	18592017	4.317671	17.477209	28.457052
MPHOSPH8	MPHOSPH8	chr13	+	18700209	18742502	5.858068	23.712477	38.609550
ZMYM5	ZMYM5	chr13	-	18901448	18941594	5.643476	22.843845	37.195213
ZMYM2	ZMYM2	chr13	+	19040145	19170553	11.213230	45.389275	73.904533
CRYL1	CRYL1	chr13	-	19499726	19623563	37.608776	152.234024	247.873184
SAP18	SAP18	chr13	+	20281532	20291654	17.109898	69.257996	112.768494
TNFRSF19	TNFRSF19	chr13	+	22728362	22777355	0.0	0.0	0.0
MIPEP	MIPEP	chr13	-	22897066	23104154	9.925892	40.178349	65.419907
MTMR6	MTMR6	chr13	-	24424033	24464268	4.399477	17.808342	28.996214
RNF6	RNF6	chr13	-	25584349	25593372	13.623850	55.147060	89.792526
POMP	POMP	chr13	+	28114725	28134285	228.510956	924.974060	1506.077759
SLC46A3	SLC46A3	chr13	-	28156270	28176807	1.758531	7.118238	11.590185
MTUS2	MTUS2	chr13	+	28936337	29020119	0.0	0.0	0.0
HSPH1	HSPH1	chr13	-	30618843	30644206	137.505890	556.600769	906.278442
B3GLCT	B3GLCT	chr13	+	30689669	30817979	0.809281	3.275834	5.333837
N4BP2L2	N4BP2L2	chr13	-	31977885	32080585	7.659397	53.308315	86.798615
SUPT20H	SUPT20H	chr13	-	36799369	36849886	11.821419	47.851120	77.913010
UFM1	UFM1	chr13	+	38207682	38222188	14.548347	58.889275	95.885735
NHLRC3	NHLRC3	chr13	+	38883685	38893308	9.270894	37.527023	61.102921
MAPK6	MAPK6	chr13	-	42036697	42040713	0.434653	1.759403	2.864726
DNAJC15	DNAJC15	chr13	+	43025280	43105922	5.373630	21.751553	35.416702
TSC22D1	TSC22D1	chr13	-	44451801	44600449	5.315110	43.233826	70.394951
GPALPP1	GPALPP1	chr13	+	44859384	44901203	3.315537	13.420737	21.852154
HTR2A	HTR2A	chr13	-	46856455	46924029	0.000000	0.000000	0.000000
SUCLA2	SUCLA2	chr13	-	48074894	48146450	20.127350	81.472145	132.656021
RCBTB2	RCBTB2	chr13	-	48664077	48710146	3.339340	14.704662	23.942686
FNDC3A	FNDC3A	chr13	+	49291266	49385492	5.678527	22.985725	37.426228
CDADC1	CDADC1	chr13	+	49429586	49478750	1.304477	5.280304	8.597591
TRIM13	TRIM13	chr13	+	50252431	50270529	2.141308	8.667656	14.113005
FAM124A	FAM124A	chr13	+	51516691	51583210	0.0	0.0	0.0
ALG11	ALG11	chr13	+	52346179	52362596	6.001299	24.292252	39.553562
NEK5	NEK5	chr13	-	52370361	52473666	0.000000	0.000000	0.000000
THSD1	THSD1	chr13	-	52647310	52674561	0.095206	0.385378	0.627487
CKAP2	CKAP2	chr13	+	52729508	52751512	15.941176	64.527206	105.065643
DIAPH3	DIAPH3	chr13	-	60413116	60880605	1.215148	4.918715	8.008839
SLAIN1	SLAIN1	chr13	+	79164292	79187527	11.227877	45.448563	74.001068
OBI1	OBI1	chr13	-	80055460	80102226	4.331678	17.533905	28.549370
RBM26	RBM26	chr13	-	80787448	80873728	14.028541	56.785183	92.459778
NDFIP2	NDFIP2	chr13	+	80949988	81027308	9.424001	38.146778	62.112022
DKFZP459L221	DKFZP459L221	chr13	+	80950096	81027305	0.000000	0.000000	0.000000
SPRY2	SPRY2	chr13	-	81819360	81821727	6.007225	24.316238	39.592621
SLITRK1	SLITRK1	chr13	-	85525663	85529372	0.092098	0.372797	0.607003
GPC6	GPC6	chr13	+	95408684	96644816	0.000000	0.000000	0.000000
MBNL2	MBNL2	chr13	+	99562707	99736714	1.178787	4.809618	7.831202
FARP1	FARP1	chr13	+	100466274	100783647	5.106529	20.670374	33.656284
DOCK9	DOCK9	chr13	-	101121812	101425378	1.608164	6.509578	10.599141
TM9SF2	TM9SF2	chr13	+	101844002	101908215	32.217186	130.409775	212.338120
TPP2	TPP2	chr13	+	104965144	105046540	22.930855	92.820251	151.133438
SLC10A2	SLC10A2	chr13	-	105425230	105447526	0.0	0.0	0.0
FAM155A	FAM155A	chr13	-	109663239	110409070	0.328270	1.328782	2.163573
NAXD	NAXD	chr13	+	113316665	113342349	30.212259	122.294167	199.123978
TUBGCP3	TUBGCP3	chr13	-	115133292	115207752	6.771424	27.409588	44.629330
ADPRHL1	ADPRHL1	chr13	-	116071768	116101337	0.111233	0.450253	0.733118
PARP4	PARP4	chr13_random	-	32050	76353	10.861868	43.967022	71.588768
PARP4	PARP4	chr13_random	-	3412749	5104620	6.155976	24.918358	40.573013
LIG4	LIG4	chr13_random	-	4267963	4271824	3.177887	12.863554	20.944925
TUBGCP3	TUBGCP3	chr13_random	-	4464989	4470496	0.000000	0.000000	0.000000
PARP4	PARP4	chr13_random	-	8428138	8442725	16.724678	67.698692	110.229568
RNASE4	RNASE4	chr14	+	20014544	20026062	0.784167	3.174176	5.168314
RNASE1	RNASE1	chr14	-	20125069	20126810	0.0	0.0	0.0
NDRG2	NDRG2	chr14	-	20360460	20369428	0.090779	0.375898	0.612051
HNRNPC	HNRNPC	chr14	-	20571060	20630564	313.821960	1270.298706	2068.348389
DKFZP459D0119	DKFZP459D0119	chr14	+	20860574	20881357	2.669073	10.803961	17.591415
TOX4	TOX4	chr14	+	20860582	20881360	17.110222	69.259308	112.770630
DAD1	DAD1	chr14	-	22045858	22069296	156.077805	631.776794	1028.682861
SLC7A7	SLC7A7	chr14	-	22235381	22275062	5.463923	22.117044	36.011806
MMP14	MMP14	chr14	+	22296154	22306517	0.000000	0.000000	0.000000
LRP10	LRP10	chr14	+	22338531	22344449	11.396515	46.131184	75.112534
RBM23	RBM23	chr14	-	22367203	22385902	34.665554	140.320358	228.474915
PRMT5	PRMT5	chr14	-	22387281	22396947	61.318867	248.208481	404.142456
C14H14orf93	C14H14orf93	chr14	-	22459761	22484620	1.130166	4.574723	7.448736
PSMB5	PSMB5	chr14	-	22500052	22509006	65.499519	265.131073	431.696442
SLC7A8	SLC7A8	chr14	-	22600686	22659930	0.070443	0.285141	0.464278
RNF212B	RNF212B	chr14	+	22661655	22756607	0.108043	0.437340	0.712093
DHRS4	DHRS4	chr14	+	23463552	23478536	1.279412	5.178845	8.432392
CPNE6	CPNE6	chr14	+	23548924	23555407	0.0	0.0	0.0
PCK2	PCK2	chr14	+	23571626	23581628	21.903143	88.660248	144.359970
DKFZP469A0131	DKFZP469A0131	chr14	+	23571628	23581623	3.151564	12.757002	20.771435
DCAF11	DCAF11	chr14	+	23595201	23604575	26.180363	113.428062	184.687836
IPO4	IPO4	chr14	-	23661981	23670510	38.878784	157.374802	256.243591
TM9SF1	TM9SF1	chr14	-	23670861	23677307	12.168381	49.255566	80.199776
GMPR2	GMPR2	chr14	+	23711302	23717956	31.137035	126.037506	205.219025
TINF2	TINF2	chr14	-	23717607	23721338	9.040014	36.592464	59.581230
RABGGTA	RABGGTA	chr14	-	23744320	23750578	10.941975	44.291279	72.116737
SNX6	SNX6	chr14	+	34277558	34278600	7.096836	28.726803	46.774067
SNX6	SNX6	chr14	-	34293290	34360271	19.879011	80.466904	131.019257
SRP54	SRP54	chr14	+	34723371	34768748	54.851204	222.028473	361.515167
SLC25A21	SLC25A21	chr14	-	36427997	36941634	0.0	0.0	0.0
DKFZP459E2428	DKFZP459E2428	chr14	-	38905114	38981645	0.000000	0.000000	0.000000
SEC23A	SEC23A	chr14	-	38905114	38981656	9.029659	36.550552	59.512989
PNN	PNN	chr14	+	39055687	39063987	38.751534	156.859726	255.404907
MIA2	MIA2	chr14	+	39110097	39231444	3.878660	15.700165	25.563602
RPS29	RPS29	chr14	-	49983020	49985832	449.540375	1819.664185	2962.845947
RPL36AL	RPL36AL	chr14	-	50024361	50026273	164.478088	665.779724	1084.047729
L2HGDH	L2HGDH	chr14	-	50677518	50747112	2.023060	8.189008	13.333652
DMAC2L	DMAC2L	chr14	+	50747211	50762204	4.090413	16.557306	26.959232
ATL1	ATL1	chr14	+	50997943	51067092	0.0	0.0	0.0
TMX1	TMX1	chr14	+	51691091	51706008	12.901962	52.224983	85.034683
GNG2	GNG2	chr14	+	52280581	52394590	1.268208	5.133493	8.358548
RTRAF	RTRAF	chr14	+	52414803	52429804	169.608597	686.547241	1117.862183
STYX	STYX	chr14	+	53208094	53253637	3.523826	14.263857	23.224951
GNPNAT1	GNPNAT1	chr14	-	53253847	53270576	10.548159	42.697178	69.521164
CNIH1	CNIH1	chr14	-	54947436	54962371	28.917881	117.054733	190.592957
GMFB	GMFB	chr14	-	55003018	55018315	9.278246	37.556786	61.151375
SOCS4	SOCS4	chr14	+	55564768	55587333	4.470130	18.094337	29.461884
MAPK1IP1L	MAPK1IP1L	chr14	+	55589601	55603728	33.149841	134.184998	218.485092
AP5M1	AP5M1	chr14	+	57827681	57848577	20.306246	82.196281	133.835083
L3HYPDH	L3HYPDH	chr14	-	60136323	60148129	0.769593	3.115184	5.072259
JKAMP	JKAMP	chr14	+	60150473	60169442	6.952120	28.141016	45.820267
PCNX4	PCNX4	chr14	+	60777569	60797550	2.564109	10.379084	16.899616
PPM1A	PPM1A	chr14	+	60989418	60994971	6.806929	27.553307	44.863338
HIF1A	HIF1A	chr14	+	62453819	62505010	19.597282	79.326515	129.162430
WDR89	WDR89	chr14	-	64484815	64532811	11.957425	48.401653	78.809402
MTHFD1	MTHFD1	chr14	+	65290521	65364944	88.093002	356.585663	580.606262
CHURC1	CHURC1	chr14	+	65829780	65853137	10.816011	43.781403	71.286530
GPX2	GPX2	chr14	-	65856943	65860542	0.0	0.0	0.0
GPHN	GPHN	chr14	+	67463019	68137817	14.321901	57.972656	94.393265
MPP5	MPP5	chr14	+	68208115	68305705	3.563408	14.424078	23.485830
ATP6V1D	ATP6V1D	chr14	-	68307752	68328746	23.784195	96.274429	156.757660
EIF2S1	EIF2S1	chr14	+	68329300	68357479	33.703117	136.424561	222.131638
RDH11	RDH11	chr14	-	68660909	68679370	50.530373	204.538483	333.037292
DKFZP469G0620	DKFZP469G0620	chr14	-	69791598	69797085	87.713737	355.050507	578.106628
ZFP36L1	ZFP36L1	chr14	-	69791601	69795262	0.060488	0.244845	0.398666
DCAF5	DCAF5	chr14	-	70087147	70188781	14.557487	58.926262	95.945976
SLC39A9	SLC39A9	chr14	+	70439375	70501907	7.674855	31.066528	50.583694
SRSF5	SRSF5	chr14	+	70809670	70814591	86.267456	349.196198	568.574463
COX16	COX16	chr14	-	71416489	71452297	76.544159	309.837921	504.489838
MED6	MED6	chr14	-	71658822	71680621	3.641142	14.738732	23.998161
RGS6	RGS6	chr14	+	73068095	73706998	0.440528	1.783183	2.903447
ZFYVE1	ZFYVE1	chr14	-	74116866	74171635	10.846163	43.903450	71.485260
PSEN1	PSEN1	chr14	+	74284604	74367609	16.181917	65.501694	106.652321
NUMB	NUMB	chr14	-	74426646	74622581	10.152235	41.094547	66.911690
ZNF410	ZNF410	chr14	+	75053807	75100629	17.415146	70.493591	114.780334
ALDH6A1	ALDH6A1	chr14	-	75228524	75252821	3.364729	13.619859	22.176369
LIN52	LIN52	chr14	+	75253371	75373499	3.190787	12.915771	21.029947
ISCA2	ISCA2	chr14	+	75684716	75688032	6.107073	24.720407	40.250702
FCF1	FCF1	chr14	+	75929101	75949577	12.730179	51.529629	83.902489
RPS6KL1	RPS6KL1	chr14	-	76066638	76084297	2.774766	11.231788	18.288021
MLH3	MLH3	chr14	-	76173632	76210088	2.357977	9.544695	15.541034
ZC2HC1C	ZC2HC1C	chr14	+	76227650	76236903	0.086667	0.350813	0.571208
TMED10	TMED10	chr14	-	76289694	76335550	18.404041	74.496475	121.297981
ERG28	ERG28	chr14	-	76827878	76838207	31.302174	126.705948	206.307419
TTLL5	TTLL5	chr14	+	76838667	77134466	5.118645	20.719418	33.736137
CIPC	CIPC	chr14	+	78294969	78314196	2.090378	8.461500	13.777333
TMED8	TMED8	chr14	-	78516909	78562934	5.747456	23.264738	37.880527
AHSA1	AHSA1	chr14	+	78647935	78659190	169.626572	686.619934	1117.980591
C14orf156	C14orf156	chr14	+	78901686	78911352	52.729061	213.438416	347.528503
SNW1	SNW1	chr14	-	78911356	78953904	28.624228	115.866081	188.657532
NRXN3	NRXN3	chr14	+	79616785	81115261	1.259312	5.097484	8.299916
GTF2A1	GTF2A1	chr14	-	82462969	82508740	4.584412	18.556932	30.215097
ZC3H14	ZC3H14	chr14	+	90099392	90152581	15.915282	64.422394	104.894966
TTC8	TTC8	chr14	+	90400311	90460509	4.299666	17.404327	28.338383
CALM1	CALM1	chr14	+	91636918	91648492	43.302067	175.279510	285.396729
RPS6KA5	RPS6KA5	chr14	-	92130922	92325196	0.181246	0.733653	1.194562
DGLUCY	DGLUCY	chr14	+	92382521	92495358	3.068498	12.420765	20.223961
FBLN5	FBLN5	chr14	-	93165795	93244126	0.337861	1.367605	2.226786
NDUFB1	NDUFB1	chr14	-	93410942	93416601	49.436951	200.112488	325.830719
LGMN	LGMN	chr14	-	94032563	94071015	29.292122	118.569603	193.059509
UBR7	UBR7	chr14	+	94557155	94579824	9.738691	39.420589	64.186096
DDX24	DDX24	chr14	-	95395435	95426934	58.621227	237.288895	386.362762
SERPINA10	SERPINA10	chr14	-	95635684	95649142	0.0	0.0	0.0
SERPINA6	SERPINA6	chr14	-	95659762	95678887	0.0	0.0	0.0
SERPINA1	SERPINA1	chr14	-	95736105	95746846	0.0	0.0	0.0
DKFZP470L1511	DKFZP470L1511	chr14	-	95736275	95746623	0.0	0.0	0.0
SERPINA4	SERPINA4	chr14	+	95926728	95935127	0.0	0.0	0.0
SERPINA3	SERPINA3	chr14	+	95979131	95988659	0.0	0.0	0.0
EVL	EVL	chr14	+	101544547	101670615	50.173122	203.092377	330.682709
WARS1	WARS1	chr14	-	101855139	101892511	27.896343	112.919724	183.860184
MEG3	MEG3	chr14	+	102371833	102393001	1.533305	6.817797	11.100994
PPP2R5C	PPP2R5C	chr14	+	103356056	103535817	42.424755	171.728287	279.614502
EIF5	EIF5	chr14	+	105018825	105027859	58.842617	238.185043	387.821899
KLC1	KLC1	chr14	+	105323663	105384772	29.590729	119.778313	195.027573
CRIP2	CRIP2	chr14	+	107261969	107263897	0.0	0.0	0.0
HIF1A	HIF1A	chr14_random	+	2906731	3554288	6.777777	27.435310	44.671207
CHURC1	CHURC1	chr14_random	+	3145920	3148151	10.810036	43.757210	71.247147
SERPINA3	SERPINA3	chr14_random	+	7221223	7224209	0.0	0.0	0.0
NIPA2	NIPA2	chr15	-	19048209	19065557	30.628431	123.978760	201.866898
SNURF	SNURF	chr15	+	21034591	21170806	57.018814	230.802597	375.801544
UBE3A	UBE3A	chr15	-	21546172	21651442	17.000029	68.813263	112.044357
GABRB3	GABRB3	chr15	-	22830317	23063606	0.125447	0.507788	0.826800
OCA2	OCA2	chr15	-	24239598	24618341	0.0	0.0	0.0
APBA2	APBA2	chr15	+	24984492	25204941	0.0	0.0	0.0
DCAF6	DCAF6	chr15	-	25333067	25334467	0.138473	0.560516	0.912652
EMC4	EMC4	chr15	+	30284431	30289087	18.565001	75.148010	122.358826
SLC12A6	SLC12A6	chr15	-	30290819	30378899	1.032777	4.180508	6.806861
MEIS2	MEIS2	chr15	-	33126369	33335136	2.479141	10.035148	16.339605
SRP14	SRP14	chr15	-	36404369	36407399	254.196793	1028.945923	1675.368774
PAK6	PAK6	chr15	+	36604365	36643678	0.372069	1.506073	2.452245
CCDC9B	CCDC9B	chr15	-	36699800	36709563	0.099071	0.401023	0.652960
IVD	IVD	chr15	+	36775553	36789250	9.048229	36.625713	59.635372
RMDN3	RMDN3	chr15	-	37130950	37150392	21.605253	87.454445	142.396637
ZFYVE19	ZFYVE19	chr15	+	37207317	37214055	12.127679	49.090809	79.931519
CHP1	CHP1	chr15	+	37658835	37714462	7.375985	29.856752	48.613892
RPAP1	RPAP1	chr15	-	37958637	37986211	11.000511	44.528225	72.502541
TYRO3	TYRO3	chr15	+	38002567	38022100	0.0	0.0	0.0
JMJD7	JMJD7	chr15	+	38292858	38302375	1.436080	5.813011	9.464965
PLA2G4B	PLA2G4B	chr15	+	38303613	38312918	0.704554	2.851917	4.643598
VPS39	VPS39	chr15	-	38644172	38693925	20.187017	81.713661	133.049271
SNAP23	SNAP23	chr15	+	38931386	38970661	44.112408	178.559631	290.737549
HAUS2	HAUS2	chr15	+	38986739	39007514	5.898677	23.876854	38.877197
CCNDBP1	CCNDBP1	chr15	+	39638852	39648728	22.934971	92.836914	151.160568
PDIA3	PDIA3	chr15	+	40194800	40687136	204.542831	827.955139	1348.107788
ELL3	ELL3	chr15	-	40222598	40226965	8.462228	34.253681	55.773136
SERF2	SERF2	chr15	+	40242123	40243846	294.709351	1192.934082	1942.380249
GOLM2	GOLM2	chr15	+	40769406	40889710	14.714466	59.561695	96.980598
EIF3J	EIF3J	chr15	+	41019882	41044628	37.610222	152.239868	247.882706
B2M	B2M	chr15	+	41194642	41201236	1130.966187	4577.961426	7454.009766
SORD	SORD	chr15	-	41312846	41326057	2.145028	8.682714	14.137523
SORD	SORD	chr15	+	41452044	41497720	5.321057	21.538746	35.070202
GATM	GATM	chr15	-	41800329	41817224	89.548126	362.475800	590.196838
SEMA6D	SEMA6D	chr15	+	44217243	44272836	0.254734	1.031121	1.678910
EID1	EID1	chr15	+	45420156	45421873	39.615833	160.358246	261.101349
GALK2	GALK2	chr15	+	45699565	45868927	6.995420	28.316288	46.105648
FGF7	FGF7	chr15	+	45956012	46018302	0.0	0.0	0.0
DTWD1	DTWD1	chr15	+	46160306	46185051	4.868576	19.707180	32.087975
ATP8B4	ATP8B4	chr15	-	46409284	46774565	1.163570	4.709937	7.668896
SCG3	SCG3	chr15	+	48308749	48347026	0.0	0.0	0.0
LEO1	LEO1	chr15	-	48567720	48613672	20.577589	83.294632	135.623474
MAPK6	MAPK6	chr15	+	48690592	48711111	18.190300	73.631279	119.889244
GNB5	GNB5	chr15	-	48769888	48825965	7.624241	30.861649	50.250103
WDR72	WDR72	chr15	-	50203743	50451756	0.0	0.0	0.0
RSL24D1	RSL24D1	chr15	-	51965791	51981546	68.640411	277.844879	452.397522
POLR2M	POLR2M	chr15	+	54560195	54570975	3.713139	15.030164	24.472681
ALDH1A2	ALDH1A2	chr15	-	54821364	54939339	0.0	0.0	0.0
ADAM10	ADAM10	chr15	-	55494455	55654048	8.843902	35.798634	58.288689
RNF111	RNF111	chr15	+	55896149	56007388	6.295078	25.481421	41.489811
ANXA2	ANXA2	chr15	-	57269326	57319875	35.085636	142.020767	231.243591
ICE2	ICE2	chr15	-	57347843	57404373	9.475613	38.357441	62.455036
TPM1	TPM1	chr15	+	60023646	60048752	3.727612	15.088748	24.568071
RAB8B	RAB8B	chr15	+	60165550	60246863	28.357954	114.788231	186.902542
APH1B	APH1B	chr15	+	60254502	60288001	3.942373	15.958066	25.983524
SNX1	SNX1	chr15	+	61107576	61150134	68.639107	277.839600	452.388916
OAZ2	OAZ2	chr15	-	61751118	61755467	21.867498	88.515968	144.125046
SPG21	SPG21	chr15	-	62034537	62064603	29.123507	117.887070	191.948181
HACD3	HACD3	chr15	+	62642718	62689900	11.416694	46.212864	75.245529
DNAJB14	DNAJB14	chr15	-	62888577	62891240	0.184305	0.746036	1.214724
RAB11A	RAB11A	chr15	+	62992786	63012660	25.309652	102.449234	166.811707
DIS3L	DIS3L	chr15	+	63450036	63491793	6.758075	27.355556	44.541348
RPL4	RPL4	chr15	-	63659740	63665289	2991.291260	12108.245117	19715.101562
ZWILCH	ZWILCH	chr15	+	63665775	63710670	26.125862	105.753113	172.191208
AAGAB	AAGAB	chr15	-	64357676	64416703	16.243639	65.751526	107.059120
PAQR5	PAQR5	chr15	+	66536117	66652881	0.0	0.0	0.0
THAP10	THAP10	chr15	-	68183141	68194483	0.000000	0.000000	0.000000
PKM	PKM	chr15	-	69558432	69590945	674.273376	2729.345459	4444.023926
PARP6	PARP6	chr15	-	69601039	69633472	14.486097	58.637291	95.475456
HEXA	HEXA	chr15	-	69706159	69738096	24.449108	98.965889	161.139999
STOML1	STOML1	chr15	-	71391343	71403900	2.479955	10.038442	16.344971
ISLR	ISLR	chr15	+	71611530	71614540	0.528899	2.140895	3.485885
STRA6	STRA6	chr15	-	71617059	71649862	0.829388	3.402761	5.540505
EDC3	EDC3	chr15	-	72036333	72108127	9.768675	39.541962	64.383713
CYP1A2	CYP1A2	chr15	+	72158042	72164609	0.0	0.0	0.0
SCAMP2	SCAMP2	chr15	-	72255018	72285598	27.966595	113.204086	184.323166
SCAMP5	SCAMP5	chr15	+	72410696	72437104	1.575416	6.377020	10.383305
MAN2C1	MAN2C1	chr15	-	72824073	72836859	10.442009	42.267502	68.821541
FBXO22	FBXO22	chr15	+	73413354	73443559	12.223465	49.478539	80.562828
ETFA	ETFA	chr15	-	73728637	73830015	101.143875	409.413452	666.622437
SCAPER	SCAPER	chr15	-	73866352	74432514	4.270354	17.285677	28.145193
TSPAN3	TSPAN3	chr15	-	74581510	74607092	56.405739	228.320984	371.760864
PEAK1	PEAK1	chr15	-	74643887	74977331	1.589539	6.434188	10.476387
LINGO1	LINGO1	chr15	-	75189892	75277897	0.148372	0.600585	0.977895
IDH3A	IDH3A	chr15	+	75722056	75743581	19.515186	78.994209	128.621338
MORF4L1	MORF4L1	chr15	+	76310351	76340221	84.642494	342.618652	557.864624
ZFAND6	ZFAND6	chr15	+	77582136	77654599	26.000618	105.246140	171.365753
MESD	MESD	chr15	-	78504155	78546449	3.941483	15.954463	25.977659
STARD5	STARD5	chr15	-	78881284	78894745	1.084217	4.388729	7.145894
EFL1	EFL1	chr15	-	79732873	79872934	23.125452	93.607956	152.416000
RAMAC	RAMAC	chr15	+	80429775	80434203	55.833481	226.004562	367.989166
TM6SF1	TM6SF1	chr15	+	80558243	80588249	0.136818	0.553816	0.901745
AEN	AEN	chr15	+	85262544	85273663	12.110624	49.021778	79.819107
AP3S2	AP3S2	chr15	-	86482867	86537990	9.389989	38.009102	61.887856
NGRN	NGRN	chr15	+	86946343	86952534	34.337238	138.991394	226.311035
UNC45A	UNC45A	chr15	+	87651238	87672859	18.026701	72.969063	118.810982
CHD2	CHD2	chr15	+	89688475	89819543	7.499738	30.357683	49.429527
IGF1R	IGF1R	chr15	+	95867775	96056130	0.884535	3.580450	5.829823
LRRC28	LRRC28	chr15	+	96426877	96489953	1.799211	7.282905	11.858300
MEF2A	MEF2A	chr15	+	96673677	96826540	2.839216	11.492670	18.712801
LYSMD4	LYSMD4	chr15	-	96837834	96843788	4.875189	19.733948	32.131561
ASB7	ASB7	chr15	+	97808452	97852909	2.960798	11.984814	19.514128
SELENOS	SELENOS	chr15	-	98476251	98481648	26.670713	107.958572	175.782242
ZSCAN2	ZSCAN2	chr15_random	+	9435649	9458648	0.627809	2.541265	4.137784
