Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ARCN1	ARCN1	chr11	+	115517034	115546979	16.516211	51.128910	54.236774
DDX6	DDX6	chr11	-	115687457	115728967	2.694857	8.342416	8.849509
TRAPPC4	TRAPPC4	chr11	+	115960519	115965620	104.136505	322.373352	341.968750
SLC37A4	SLC37A4	chr11	-	115966304	115971679	1.976832	6.119640	6.491622
HYOU1	HYOU1	chr11	-	115984368	115997356	38.467724	119.083778	126.322273
VPS11	VPS11	chr11	+	116008377	116022770	0.572946	1.773658	1.881469
RNF26	RNF26	chr11	+	116284338	116287357	3.904486	12.087041	12.821751
THY1	THY1	chr11	-	116373979	116378959	0.0	0.0	0.0
HSPA8	HSPA8	chr11	-	120016721	120027973	1038.168335	3213.837402	3409.190186
SIAE	SIAE	chr11	-	121595659	121635461	0.0	0.0	0.0
ROBO3	ROBO3	chr11	+	121852000	121856577	1.703144	5.272389	5.592871
PKNOX2	PKNOX2	chr11	+	122229316	122435332	0.0	0.0	0.0
STT3A	STT3A	chr11	+	122599923	122630535	30.345839	93.941025	99.651215
SRPRA	SRPRA	chr11	-	123320368	123325949	3.741335	11.581978	12.285987
ST3GAL4	ST3GAL4	chr11	+	123467529	123477081	4.346233	13.454548	14.272382
KCNJ1	KCNJ1	chr11	-	125932451	125968915	0.0	0.0	0.0
PRDM10	PRDM10	chr11	-	127064287	127169507	0.0	0.0	0.0
NTM	NTM	chr11	+	128431885	129384600	0.0	0.0	0.0
OPCML	OPCML	chr11	-	129465695	130627522	0.0	0.0	0.0
B4GAT1	B4GAT1	chr11_random	-	2960399	2962328	12.726352	39.396721	41.791447
SLC29A2	SLC29A2	chr11_random	-	3336818	3346457	4.381521	13.563790	14.388262
EIF1AD	EIF1AD	chr11_random	-	3586619	3588847	46.441933	143.769379	152.508392
SRPRA	SRPRA	chr11_random	-	4596075	4597340	7.420068	22.970160	24.366398
USH1C	USH1C	chr11_random	-	5706372	5734158	0.0	0.0	0.0
WNT5B	WNT5B	chr12	+	1662597	1678906	0.582788	1.804125	1.913789
DCP1B	DCP1B	chr12	-	1978801	2043219	2.893963	8.958785	9.503344
ITFG2	ITFG2	chr12	+	2843681	2857865	0.427815	1.324378	1.404881
TULP3	TULP3	chr12	+	2945766	2998688	0.0	0.0	0.0
C12H12orf4	C12H12orf4	chr12	-	4604130	4653057	0.843693	2.611804	2.770562
NDUFA9	NDUFA9	chr12	+	4771576	4812248	21.431055	66.343697	70.376396
FCF1	FCF1	chr12	-	5782632	5783017	5.522021	17.094412	18.133493
VWF	VWF	chr12	-	6122402	6316362	1.416052	4.383645	4.650104
LTBR	LTBR	chr12	+	6589953	6596554	0.000000	0.000000	0.000000
TAPBPL	TAPBPL	chr12	+	6663071	6673816	26.205420	129.375565	137.239639
GAPDH	GAPDH	chr12	+	6744438	6748316	6688.919922	20706.757812	21965.416016
ZNF384	ZNF384	chr12	-	6875641	6898697	4.599499	14.238580	15.104070
COPS7A	COPS7A	chr12	+	6943585	6951586	5.922625	18.334555	19.449018
USP5	USP5	chr12	+	7081776	7096805	60.424728	187.055649	198.425812
TPI1	TPI1	chr12	+	7098805	7100766	1063.567627	3292.465576	3492.597656
ENO2	ENO2	chr12	+	7144316	7152672	12.545313	38.836281	41.196938
PHB2	PHB2	chr12	-	7201349	7206657	202.271515	626.167969	664.229553
C1R	C1R	chr12	-	7315131	7354496	0.535469	1.657641	1.758400
RBP5	RBP5	chr12	-	7390100	7396006	0.0	0.0	0.0
CLSTN3	CLSTN3	chr12	+	7396284	7426358	2.372907	7.345762	7.792273
SLC2A3	SLC2A3	chr12	-	8171248	8192319	0.0	0.0	0.0
SLC2A3	SLC2A3	chr12	-	8231955	8248578	3.929201	12.163550	12.902910
C3AR1	C3AR1	chr12	-	8385888	8411076	0.0	0.0	0.0
NECAP1	NECAP1	chr12	+	8411216	8426572	0.0	0.0	0.0
A2M	A2M	chr12	-	9124831	9181130	0.0	0.0	0.0
TMEM52B	TMEM52B	chr12	+	10477349	10490801	0.0	0.0	0.0
GABARAPL1	GABARAPL1	chr12	+	10512318	10523264	2.003156	6.201131	6.578066
MANSC1	MANSC1	chr12	-	12853352	12876824	0.0	0.0	0.0
EMP1	EMP1	chr12	+	13647290	13667674	0.0	0.0	0.0
MGP	MGP	chr12	-	15359323	15363274	0.0	0.0	0.0
EPS8	EPS8	chr12	-	16171010	16345920	0.532414	1.648184	1.748368
LMO3	LMO3	chr12	-	17139628	17202428	0.0	0.0	0.0
PYROXD1	PYROXD1	chr12	+	22311229	22335738	5.370968	16.626801	17.637459
RECQL	RECQL	chr12	-	22335305	22372310	6.606553	20.451777	21.694935
GOLT1B	GOLT1B	chr12	+	22372482	22393354	3.864031	11.961805	12.688902
CMAS	CMAS	chr12	+	22925132	22945591	20.048916	62.065037	65.837654
C2CD5	C2CD5	chr12	-	23371495	23468742	2.714746	8.403986	8.914822
FGFR1OP2	FGFR1OP2	chr12	+	27999082	28027439	2.332545	7.220814	7.659730
MED21	MED21	chr12	+	28087122	28094492	0.343915	1.064651	1.129366
CCDC91	CCDC91	chr12	+	29335133	29686693	1.602941	4.962193	5.263819
SINHCAF	SINHCAF	chr12	-	32276134	32322291	5.400754	16.719009	17.735271
AMN1	AMN1	chr12	-	32662235	32724171	0.0	0.0	0.0
FGD4	FGD4	chr12	+	33550195	33695261	0.0	0.0	0.0
SYT10	SYT10	chr12	-	34476387	34542006	0.0	0.0	0.0
CNTN1	CNTN1	chr12	+	40058982	40345750	0.0	0.0	0.0
TWF1	TWF1	chr12	-	43249223	43261883	1.169147	3.619306	3.839304
NELL2	NELL2	chr12	-	43984761	44358841	0.0	0.0	0.0
SLC38A1	SLC38A1	chr12	-	45722449	45804035	9.123686	28.244015	29.960825
SLC38A4	SLC38A4	chr12	-	46336786	46398409	0.0	0.0	0.0
RAPGEF3	RAPGEF3	chr12	-	47371037	47407261	0.105477	0.326523	0.346371
VDR	VDR	chr12	-	47480087	47590285	4.331519	13.408998	14.224063
SENP1	SENP1	chr12	-	47691438	47754027	2.845284	8.808090	9.343489
PFKM	PFKM	chr12	+	47769323	47781857	2.041160	6.318779	6.702866
ASB8	ASB8	chr12	-	47783571	47793705	2.879473	8.913928	9.455760
DKFZP469H0235	DKFZP469H0235	chr12	-	47783571	47793616	0.000000	0.000000	0.000000
KANSL2	KANSL2	chr12	-	48304075	48333491	8.509776	26.343546	27.944836
DDX23	DDX23	chr12	-	48484145	48505783	25.610012	79.280418	84.099472
ARF3	ARF3	chr12	-	48593334	48615365	27.464539	85.021431	90.189453
LMBR1L	LMBR1L	chr12	-	48758117	48771779	11.157906	34.541309	36.640900
DNAJC22	DNAJC22	chr12	+	49021868	49025776	0.0	0.0	0.0
TMBIM6	TMBIM6	chr12	+	49424097	49446982	71.564713	235.136658	249.429428
BCDIN3D	BCDIN3D	chr12	-	49523359	49530325	1.529737	4.735577	5.023428
FAIM2	FAIM2	chr12	-	49553320	49588613	0.0	0.0	0.0
GPD1	GPD1	chr12	+	49780485	49787814	0.0	0.0	0.0
METTL7A	METTL7A	chr12	+	50624366	50631893	0.000000	0.000000	0.000000
DAZAP2	DAZAP2	chr12	+	50931110	50936202	25.780693	79.808784	84.659958
ACVRL1	ACVRL1	chr12	+	51619833	51636498	0.000000	0.000000	0.000000
NR4A1	NR4A1	chr12	+	51762951	51771018	8.454695	26.173033	27.763958
KRT71	KRT71	chr12	-	52252576	52261874	0.0	0.0	0.0
KRT8	KRT8	chr12	-	52657778	52666001	1.379375	4.270104	4.529662
SPRYD3	SPRYD3	chr12	-	52836492	52851857	12.177414	37.697384	39.988811
MFSD5	MFSD5	chr12	+	53024966	53027177	8.355636	25.866379	27.438662
PFDN5	PFDN5	chr12	+	53065191	53069597	899.961060	2785.991943	2955.338135
MAP3K12	MAP3K12	chr12	-	53253691	53271918	4.170946	12.911916	13.696765
ATF7	ATF7	chr12	-	53289630	53397162	0.000000	0.000000	0.000000
ATP5MC2	ATP5MC2	chr12	-	53437689	53449342	673.529053	2085.030762	2211.769043
CALCOCO1	CALCOCO1	chr12	-	53492482	53510024	0.0	0.0	0.0
NFE2	NFE2	chr12	-	54075404	54084792	0.0	0.0	0.0
COPZ1	COPZ1	chr12	+	54107336	54133884	96.192825	297.782227	315.882904
BLOC1S1	BLOC1S1	chr12	+	55466200	55469874	321.535004	995.369690	1055.873047
SARNP	SARNP	chr12	-	55507858	55569349	378.893066	1172.931885	1244.228394
DGKA	DGKA	chr12	+	55681507	55704241	16.474354	50.999332	54.099323
RAB5B	RAB5B	chr12	+	55724404	55746341	0.797876	2.469969	2.620106
SUOX	SUOX	chr12	+	55754087	55757941	0.498247	1.542413	1.636169
ERBB3	ERBB3	chr12	+	55837910	55860909	0.0	0.0	0.0
PA2G4	PA2G4	chr12	+	55862541	55871671	118.768982	367.670807	390.019653
RPL41	RPL41	chr12	+	55874338	55875532	3554.357178	11003.154297	11671.979492
ESYT1	ESYT1	chr12	+	55885935	55902170	6.204334	19.206635	20.374109
DKFZP459B1226	DKFZP459B1226	chr12	+	55885941	55902172	0.000000	0.000000	0.000000
MYL6	MYL6	chr12	+	55918760	55922159	3254.724365	10075.586914	10688.030273
SMARCC2	SMARCC2	chr12	-	55923923	55950313	1.605598	4.970418	5.272544
RNF41	RNF41	chr12	-	55965142	55992957	0.696330	2.155615	2.286644
COQ10A	COQ10A	chr12	+	56040198	56061478	0.000000	0.000000	0.000000
APOF	APOF	chr12	-	56136880	56139109	0.000000	0.000000	0.000000
PTGES3	PTGES3	chr12	-	56444004	56468354	136.625656	422.949371	448.658325
NACA	NACA	chr12	-	56500792	56514279	2508.193359	7764.564941	8236.533203
NEMP1	NEMP1	chr12	-	56868061	56891878	3.223956	9.980338	10.586991
STAT6	STAT6	chr12	-	56909151	56924969	26.832918	83.066139	88.115303
SHMT2	SHMT2	chr12	+	57042080	57047064	112.510147	348.295471	369.466553
R3HDM2	R3HDM2	chr12	-	57067341	57251730	1.456359	4.508422	4.782466
DCTN2	DCTN2	chr12	-	57348607	57365584	68.251411	211.284561	224.127457
KIF5A	KIF5A	chr12	+	57368605	57404285	0.000000	0.000000	0.000000
PIP4K2C	PIP4K2C	chr12	+	57412289	57425430	2.321019	7.185133	7.621881
DTX3	DTX3	chr12	+	57426626	57432305	20.579823	63.708549	67.581070
OS9	OS9	chr12	+	57524465	57552804	60.856770	188.393127	199.844574
TSPAN31	TSPAN31	chr12	+	57574237	57577454	13.121563	40.620163	43.089256
TAFA2	TAFA2	chr12	-	61714204	62208743	0.0	0.0	0.0
XPOT	XPOT	chr12	+	64437652	64481973	12.689610	39.282978	41.670788
TBC1D30	TBC1D30	chr12	+	64880172	64934073	0.0	0.0	0.0
MSRB3	MSRB3	chr12	+	65361459	65547889	0.0	0.0	0.0
TMBIM4	TMBIM4	chr12	-	66234907	66269646	6.271457	19.414423	20.594526
CAND1	CAND1	chr12	+	67455423	67498225	12.906656	39.954884	42.383533
MDM1	MDM1	chr12	-	68517261	68554971	1.795946	5.559675	5.897619
RAP1B	RAP1B	chr12	+	68893196	68906431	52.195522	161.580658	171.402328
MDM2	MDM2	chr12	+	69069021	69102354	4.036901	12.496956	13.256581
CPM	CPM	chr12	-	69115836	69201667	0.0	0.0	0.0
CPSF6	CPSF6	chr12	+	69495501	69525785	28.709610	88.875778	94.278084
RAB3IP	RAB3IP	chr12	+	70011640	70081843	0.806698	21.005825	22.282660
CNOT2	CNOT2	chr12	+	70496031	70609184	0.000000	0.000000	0.000000
PTPRR	PTPRR	chr12	-	70907307	71159538	0.865591	2.679593	2.842472
TSPAN8	TSPAN8	chr12	-	71415157	71449076	0.0	0.0	0.0
THAP2	THAP2	chr12	+	71979590	71995936	0.414003	1.281621	1.359524
TMEM19	TMEM19	chr12	+	72001671	72017683	1.198855	3.711272	3.936861
TBC1D15	TBC1D15	chr12	+	72187529	72269984	3.370588	10.434264	11.068509
DKFZP459B1215	DKFZP459B1215	chr12	-	76541397	76579551	9.461755	29.290569	31.070993
NAP1L1	NAP1L1	chr12	-	76541397	76579459	545.094727	1687.439087	1790.009888
BBS10	BBS10	chr12	-	76820817	76824500	0.0	0.0	0.0
OSBPL8	OSBPL8	chr12	-	76831816	76971840	0.394538	1.221364	1.295604
LOC100173798	LOC100173798	chr12	+	79209766	79355921	0.0	0.0	0.0
SYT1	SYT1	chr12	+	79383141	79979320	0.0	0.0	0.0
OTOGL	OTOGL	chr12	+	80709289	80888382	0.0	0.0	0.0
ACSS3	ACSS3	chr12	+	81619615	81803029	0.0	0.0	0.0
PPFIA2	PPFIA2	chr12	-	81805143	82138742	0.0	0.0	0.0
METTL25	METTL25	chr12	+	82804725	82919534	0.0	0.0	0.0
SLC6A15	SLC6A15	chr12	-	85450585	85510678	0.0	0.0	0.0
C12H12orf29	C12H12orf29	chr12	+	88851588	88866204	0.957801	2.965046	3.145276
POC1B	POC1B	chr12	-	90284169	90399930	4.034755	12.490314	13.249536
LUM	LUM	chr12	-	92022507	92041180	0.000000	0.000000	0.000000
NUDT4	NUDT4	chr12	+	94478637	94504065	29.984737	92.823166	98.465416
UBE2N	UBE2N	chr12	-	94510839	94544472	31.211449	96.620667	102.493736
MRPL42	MRPL42	chr12	+	94570474	94608062	7.028720	21.975756	23.311550
CRADD	CRADD	chr12	+	94781368	94961424	4.778351	14.792247	15.691393
TMCC3	TMCC3	chr12	-	95702967	95788169	0.191014	0.591318	0.627262
NR2C1	NR2C1	chr12	-	96162815	96219047	0.000000	0.000000	0.000000
VEZT	VEZT	chr12	+	96367874	96450223	2.117510	6.555135	6.953588
NTN4	NTN4	chr12	-	96839709	96975479	0.000000	0.000000	0.000000
LTA4H	LTA4H	chr12	-	97173205	97210113	47.248470	146.266159	155.156937
SLC25A3	SLC25A3	chr12	+	99851834	99860101	103.071198	319.075470	338.470459
ANKS1B	ANKS1B	chr12	-	100006770	100430172	0.0	0.0	0.0
PAH	PAH	chr12	-	104564173	104645140	0.0	0.0	0.0
HSP90B1	HSP90B1	chr12	+	105667776	105687938	387.630249	1199.979370	1272.919922
C12H12orf73	C12H12orf73	chr12	-	105693572	105700520	6.319255	19.562391	20.751488
TXNRD1	TXNRD1	chr12	+	106082422	106161063	7.976390	24.692354	26.193275
WASHC4	WASHC4	chr12	+	106880587	106941780	1.906997	5.903453	6.262294
MTERF2	MTERF2	chr12	-	108740339	108750309	2.006114	6.210288	6.587780
PRDM4	PRDM4	chr12	-	109504188	109532505	1.113973	3.448504	3.658121
SART3	SART3	chr12	-	110291733	110330238	4.831140	14.955665	15.864744
DAO	DAO	chr12	+	110660555	110681843	0.0	0.0	0.0
SVOP	SVOP	chr12	-	110691663	110783734	0.0	0.0	0.0
UNG	UNG	chr12	+	110867415	110881463	5.553420	17.191614	18.236605
TCHP	TCHP	chr12	+	111679224	111697069	1.307642	4.048042	4.294102
IFT81	IFT81	chr12	+	111910131	112010269	1.005311	3.112122	3.301291
VPS29	VPS29	chr12	-	112278755	112289357	46.788551	144.842407	153.646637
ALDH2	ALDH2	chr12	+	113595070	113640803	7.594064	23.508797	24.937775
RPH3A	RPH3A	chr12	+	114723338	114842521	0.0	0.0	0.0
OAS1	OAS1	chr12	+	114850478	114862309	0.726366	2.248597	2.385278
RNFT2	RNFT2	chr12	+	118784408	118894619	0.000000	0.000000	0.000000
PEBP1	PEBP1	chr12	+	120245672	120256353	179.463242	555.560852	589.330566
TAOK3	TAOK3	chr12	-	120261681	120496900	1.154089	3.572691	3.789856
SUDS3	SUDS3	chr12	+	120500549	120542017	2.087331	6.461710	6.854484
HSPB8	HSPB8	chr12	+	121345633	121361849	0.097798	0.302751	0.321154
DKFZP468M2420	DKFZP468M2420	chr12	+	121346096	121361850	0.000000	0.000000	0.000000
PRKAB1	PRKAB1	chr12	+	121864525	121878121	27.795588	86.046249	91.276566
PXN	PXN	chr12	-	122386260	122445150	1.081591	3.348260	3.551784
NME2	NME2	chr12	+	122462687	122463326	653.547913	2023.175537	2146.154053
COQ5	COQ5	chr12	-	122717312	122745019	25.031563	77.489723	82.199921
ACADS	ACADS	chr12	+	122951191	122961589	15.252609	47.217205	50.087296
ANAPC5	ANAPC5	chr12	-	123584112	123629098	40.547924	125.523422	133.153336
RNF34	RNF34	chr12	+	123689250	123711530	8.812347	27.280210	28.938435
DKFZP459H1620	DKFZP459H1620	chr12	+	123689252	123711533	0.000000	0.000000	0.000000
CFAP251	CFAP251	chr12	+	124222378	124306807	0.000000	0.000000	0.000000
DIABLO	DIABLO	chr12	-	124541895	124560911	15.774032	48.831364	51.799572
ZCCHC8	ZCCHC8	chr12	-	124804947	124835400	3.908193	12.098516	12.833923
RSRC2	RSRC2	chr12	-	124839206	124860697	24.445004	75.673920	80.273750
DENR	DENR	chr12	+	125105585	125123053	19.819086	61.353558	65.082924
HIP1R	HIP1R	chr12	+	125207236	125222350	9.064240	28.059990	29.765614
EIF2B1	EIF2B1	chr12	-	126014856	126026539	26.474709	81.957237	86.938995
ZNF664	ZNF664	chr12	+	126381945	126431305	0.000000	0.000000	0.000000
GLT1D1	GLT1D1	chr12	+	131700663	131843762	3.979813	12.320230	13.069113
RAN	RAN	chr12	+	133795747	133800821	273.139618	977.112549	1036.506104
CHFR	CHFR	chr12	-	135950033	135991286	4.425055	13.698557	14.531221
ZNF84	ZNF84	chr12	+	136155040	136175964	3.490687	10.806051	11.462896
LTA4H	LTA4H	chr12_random	-	5957796	5966122	0.000000	0.000000	0.000000
CFAP94	CFAP94	chr12_random	-	6594818	11063473	0.0	0.0	0.0
ZNF664	ZNF664	chr12_random	+	10288842	10292901	11.060040	34.238350	36.319523
PARP4	PARP4	chr13	+	18421005	18592017	10.043498	31.091461	32.981350
MPHOSPH8	MPHOSPH8	chr13	+	18700209	18742502	10.646878	32.959332	34.962761
ZMYM5	ZMYM5	chr13	-	18901448	18941594	0.946111	2.928857	3.106888
ZMYM2	ZMYM2	chr13	+	19040145	19170553	3.071387	9.508033	10.085978
CRYL1	CRYL1	chr13	-	19499726	19623563	8.912838	27.591297	29.268433
SAP18	SAP18	chr13	+	20281532	20291654	43.515121	134.708908	142.897171
TNFRSF19	TNFRSF19	chr13	+	22728362	22777355	0.0	0.0	0.0
MIPEP	MIPEP	chr13	-	22897066	23104154	10.859960	33.618965	35.662491
MTMR6	MTMR6	chr13	-	24424033	24464268	6.593828	20.412386	21.653149
RNF6	RNF6	chr13	-	25584349	25593372	4.452012	13.782006	14.619744
POMP	POMP	chr13	+	28114725	28134285	748.969666	2318.570801	2459.504883
SLC46A3	SLC46A3	chr13	-	28156270	28176807	0.0	0.0	0.0
MTUS2	MTUS2	chr13	+	28936337	29020119	0.0	0.0	0.0
HSPH1	HSPH1	chr13	-	30618843	30644206	50.380585	155.962189	165.442337
B3GLCT	B3GLCT	chr13	+	30689669	30817979	1.958084	6.061602	6.430056
N4BP2L2	N4BP2L2	chr13	-	31977885	32080585	6.891013	37.032333	39.283344
SUPT20H	SUPT20H	chr13	-	36799369	36849886	1.503153	4.653281	4.936131
UFM1	UFM1	chr13	+	38207682	38222188	13.829823	42.812710	45.415077
NHLRC3	NHLRC3	chr13	+	38883685	38893308	0.000000	0.000000	0.000000
MAPK6	MAPK6	chr13	-	42036697	42040713	0.0	0.0	0.0
DNAJC15	DNAJC15	chr13	+	43025280	43105922	7.254320	22.457056	23.822105
TSC22D1	TSC22D1	chr13	-	44451801	44600449	0.565059	1.884591	1.999146
GPALPP1	GPALPP1	chr13	+	44859384	44901203	4.698250	14.544280	15.428353
HTR2A	HTR2A	chr13	-	46856455	46924029	0.0	0.0	0.0
SUCLA2	SUCLA2	chr13	-	48074894	48146450	0.811090	2.510875	2.663499
RCBTB2	RCBTB2	chr13	-	48664077	48710146	1.166614	3.739356	3.966652
FNDC3A	FNDC3A	chr13	+	49291266	49385492	1.532323	4.743582	5.031920
CDADC1	CDADC1	chr13	+	49429586	49478750	2.654017	8.215988	8.715397
TRIM13	TRIM13	chr13	+	50252431	50270529	4.531662	14.028577	14.881303
FAM124A	FAM124A	chr13	+	51516691	51583210	0.0	0.0	0.0
ALG11	ALG11	chr13	+	52346179	52362596	4.854546	15.028123	15.941606
NEK5	NEK5	chr13	-	52370361	52473666	0.0	0.0	0.0
THSD1	THSD1	chr13	-	52647310	52674561	0.429856	1.330697	1.411583
CKAP2	CKAP2	chr13	+	52729508	52751512	3.634518	11.251307	11.935216
DIAPH3	DIAPH3	chr13	-	60413116	60880605	1.331308	4.121304	4.371817
SLAIN1	SLAIN1	chr13	+	79164292	79187527	1.048143	3.244716	3.441946
OBI1	OBI1	chr13	-	80055460	80102226	1.265573	3.917809	4.155953
RBM26	RBM26	chr13	-	80787448	80873728	12.965082	40.135754	42.575401
NDFIP2	NDFIP2	chr13	+	80949988	81027308	3.685912	11.410405	12.103986
DKFZP459L221	DKFZP459L221	chr13	+	80950096	81027305	0.000000	0.000000	0.000000
SPRY2	SPRY2	chr13	-	81819360	81821727	0.000000	0.000000	0.000000
SLITRK1	SLITRK1	chr13	-	85525663	85529372	0.0	0.0	0.0
GPC6	GPC6	chr13	+	95408684	96644816	0.0	0.0	0.0
MBNL2	MBNL2	chr13	+	99562707	99736714	0.997527	3.112673	3.301876
FARP1	FARP1	chr13	+	100466274	100783647	0.0	0.0	0.0
DOCK9	DOCK9	chr13	-	101121812	101425378	0.429703	1.330223	1.411081
TM9SF2	TM9SF2	chr13	+	101844002	101908215	7.020685	21.733799	23.054884
TPP2	TPP2	chr13	+	104965144	105046540	4.691758	14.524183	15.407034
SLC10A2	SLC10A2	chr13	-	105425230	105447526	0.0	0.0	0.0
FAM155A	FAM155A	chr13	-	109663239	110409070	0.0	0.0	0.0
NAXD	NAXD	chr13	+	113316665	113342349	23.361874	72.320892	76.716911
TUBGCP3	TUBGCP3	chr13	-	115133292	115207752	2.301282	7.124034	7.557067
ADPRHL1	ADPRHL1	chr13	-	116071768	116101337	0.0	0.0	0.0
PARP4	PARP4	chr13_random	-	32050	76353	0.000000	0.000000	0.000000
PARP4	PARP4	chr13_random	-	3412749	5104620	0.394774	1.222094	1.296379
LIG4	LIG4	chr13_random	-	4267963	4271824	0.331693	1.026816	1.089230
TUBGCP3	TUBGCP3	chr13_random	-	4464989	4470496	0.000000	0.000000	0.000000
PARP4	PARP4	chr13_random	-	8428138	8442725	0.477492	1.478163	1.568013
RNASE4	RNASE4	chr14	+	20014544	20026062	12.322629	38.146919	40.465679
RNASE1	RNASE1	chr14	-	20125069	20126810	0.0	0.0	0.0
NDRG2	NDRG2	chr14	-	20360460	20369428	0.000000	0.000000	0.000000
HNRNPC	HNRNPC	chr14	-	20571060	20630564	378.584473	1171.976685	1243.215088
DKFZP459D0119	DKFZP459D0119	chr14	+	20860574	20881357	0.000000	0.000000	0.000000
TOX4	TOX4	chr14	+	20860582	20881360	13.678587	42.344532	44.918442
DAD1	DAD1	chr14	-	22045858	22069296	308.610992	955.361023	1013.432556
SLC7A7	SLC7A7	chr14	-	22235381	22275062	0.704076	2.179594	2.312081
MMP14	MMP14	chr14	+	22296154	22306517	0.175201	0.542366	0.575334
LRP10	LRP10	chr14	+	22338531	22344449	13.611756	42.137650	44.698978
RBM23	RBM23	chr14	-	22367203	22385902	15.000911	46.438026	49.260757
PRMT5	PRMT5	chr14	-	22387281	22396947	26.062040	80.679749	85.583855
C14H14orf93	C14H14orf93	chr14	-	22459761	22484620	1.574513	4.874189	5.170466
PSMB5	PSMB5	chr14	-	22500052	22509006	174.256012	539.440918	572.230774
SLC7A8	SLC7A8	chr14	-	22600686	22659930	0.000000	0.000000	0.000000
RNF212B	RNF212B	chr14	+	22661655	22756607	0.0	0.0	0.0
DHRS4	DHRS4	chr14	+	23463552	23478536	27.340557	84.637627	89.782318
CPNE6	CPNE6	chr14	+	23548924	23555407	0.0	0.0	0.0
PCK2	PCK2	chr14	+	23571626	23581628	18.203251	56.351448	59.776760
DKFZP469A0131	DKFZP469A0131	chr14	+	23571628	23581623	0.000000	0.000000	0.000000
DCAF11	DCAF11	chr14	+	23595201	23604575	16.041090	52.971199	56.191044
IPO4	IPO4	chr14	-	23661981	23670510	20.283245	62.790436	66.607155
TM9SF1	TM9SF1	chr14	-	23670861	23677307	2.206694	6.831219	7.246454
GMPR2	GMPR2	chr14	+	23711302	23717956	13.976478	43.266708	45.896671
TINF2	TINF2	chr14	-	23717607	23721338	8.513203	26.354155	27.956091
RABGGTA	RABGGTA	chr14	-	23744320	23750578	23.837446	73.793114	78.278618
SNX6	SNX6	chr14	+	34277558	34278600	26.669224	82.559395	87.577759
SNX6	SNX6	chr14	-	34293290	34360271	8.668453	26.834761	28.465908
SRP54	SRP54	chr14	+	34723371	34768748	26.610298	82.376984	87.384254
SLC25A21	SLC25A21	chr14	-	36427997	36941634	0.0	0.0	0.0
DKFZP459E2428	DKFZP459E2428	chr14	-	38905114	38981645	0.000000	0.000000	0.000000
SEC23A	SEC23A	chr14	-	38905114	38981656	2.242745	6.942822	7.364841
PNN	PNN	chr14	+	39055687	39063987	25.043978	77.528152	82.240692
MIA2	MIA2	chr14	+	39110097	39231444	0.463340	1.434353	1.521540
RPS29	RPS29	chr14	-	49983020	49985832	3453.813232	10691.902344	11341.808594
RPL36AL	RPL36AL	chr14	-	50024361	50026273	741.531860	2295.545654	2435.080078
L2HGDH	L2HGDH	chr14	-	50677518	50747112	1.615500	5.001072	5.305061
DMAC2L	DMAC2L	chr14	+	50747211	50762204	8.539339	26.435066	28.041918
ATL1	ATL1	chr14	+	50997943	51067092	0.0	0.0	0.0
TMX1	TMX1	chr14	+	51691091	51706008	5.159722	15.972851	16.943758
GNG2	GNG2	chr14	+	52280581	52394590	40.406063	125.084267	132.687500
RTRAF	RTRAF	chr14	+	52414803	52429804	395.973297	1225.806763	1300.317383
STYX	STYX	chr14	+	53208094	53253637	1.600167	4.953606	5.254710
GNPNAT1	GNPNAT1	chr14	-	53253847	53270576	4.405870	13.639166	14.468221
CNIH1	CNIH1	chr14	-	54947436	54962371	62.541656	193.608978	205.377487
GMFB	GMFB	chr14	-	55003018	55018315	5.291827	16.381805	17.377571
SOCS4	SOCS4	chr14	+	55564768	55587333	1.201532	3.719559	3.945652
MAPK1IP1L	MAPK1IP1L	chr14	+	55589601	55603728	15.379985	47.611515	50.505577
AP5M1	AP5M1	chr14	+	57827681	57848577	5.344784	16.545742	17.551474
L3HYPDH	L3HYPDH	chr14	-	60136323	60148129	0.000000	0.000000	0.000000
JKAMP	JKAMP	chr14	+	60150473	60169442	6.867480	21.259521	22.551781
PCNX4	PCNX4	chr14	+	60777569	60797550	1.330667	4.119320	4.369712
PPM1A	PPM1A	chr14	+	60989418	60994971	0.788416	2.440684	2.589041
HIF1A	HIF1A	chr14	+	62453819	62505010	9.701614	30.033098	31.858654
WDR89	WDR89	chr14	-	64484815	64532811	3.618170	11.200699	11.881531
MTHFD1	MTHFD1	chr14	+	65290521	65364944	30.073782	93.098816	98.757820
CHURC1	CHURC1	chr14	+	65829780	65853137	15.822734	48.982128	51.959503
GPX2	GPX2	chr14	-	65856943	65860542	0.0	0.0	0.0
GPHN	GPHN	chr14	+	67463019	68137817	5.919120	18.323704	19.437508
MPP5	MPP5	chr14	+	68208115	68305705	1.749902	5.417137	5.746418
ATP6V1D	ATP6V1D	chr14	-	68307752	68328746	21.369768	66.153969	70.175133
EIF2S1	EIF2S1	chr14	+	68329300	68357479	35.395226	109.572304	116.232643
RDH11	RDH11	chr14	-	68660909	68679370	5.774285	17.875341	18.961891
DKFZP469G0620	DKFZP469G0620	chr14	-	69791598	69797085	0.000000	0.000000	0.000000
ZFP36L1	ZFP36L1	chr14	-	69791601	69795262	18.813984	58.242085	61.782322
DCAF5	DCAF5	chr14	-	70087147	70188781	0.347842	1.076808	1.142261
